div_dpto;departamento;ano;casos;proyeccion;tasa;hist_dpto;porcentaje
15;BOYACÁ;2013;117;1181580;9.90199563296603;1330;8.796992481203008
15;BOYACÁ;2012;128;1176069;10.883715156168558;1330;9.624060150375941
15;BOYACÁ;2011;107;1170640;9.140299323447003;1330;8.045112781954886
15;BOYACÁ;2010;43;1165204;3.690340918843396;1330;3.2330827067669174
25;CUNDINAMARCA;2023;311;3577177;8.694006474938199;5523;5.6309976462067715
25;CUNDINAMARCA;2022;382;3478323;10.982303828597862;5523;6.916530870903495
25;CUNDINAMARCA;2021;440;3372221;13.047780676296128;5523;7.966684772768423
25;CUNDINAMARCA;2020;388;3242999;11.964234339881079;5523;7.025167481441246
25;CUNDINAMARCA;2019;382;3085522;12.380401112032258;5523;6.916530870903495
25;CUNDINAMARCA;2018;395;2919060;13.531753372661063;5523;7.151910193735289
25;CUNDINAMARCA;2017;436;2773285;15.721427837384185;5523;7.894260365743255
25;CUNDINAMARCA;2016;452;2652076;17.043252154161493;5523;8.183957993843926
25;CUNDINAMARCA;2015;457;2543338;17.968512246504396;5523;8.274488502625385
25;CUNDINAMARCA;2014;432;2446138;17.66049176293406;5523;7.821835958718087
25;CUNDINAMARCA;2013;515;2357339;21.846666940987276;5523;9.324642404490312
25;CUNDINAMARCA;2012;386;2276097;16.95885544420998;5523;6.988955277928661
25;CUNDINAMARCA;2011;427;2202092;19.39065216167172;5523;7.731305449936629
25;CUNDINAMARCA;2010;120;2134776;5.621198664403197;5523;2.1727322107550244
