div_dpto;departamento;ano;casos;proyeccion;tasa;hist_dpto;porcentaje
73;TOLIMA;2019;266;1335313;19.920423151725476;4337;6.133271846898778
73;TOLIMA;2018;272;1330187;20.448252764460936;4337;6.271616324648374
73;TOLIMA;2017;318;1326203;23.978229577221587;4337;7.332257320728615
73;TOLIMA;2016;324;1323323;24.483818387498744;4337;7.47060179847821
73;TOLIMA;2015;331;1320911;25.05846343924761;4337;7.632003689186073
73;TOLIMA;2014;350;1319060;26.534046972844298;4337;8.070094535393128
73;TOLIMA;2013;348;1317507;26.413521901591416;4337;8.023979709476595
73;TOLIMA;2012;394;1316054;29.937981268245835;4337;9.084620705556837
73;TOLIMA;2011;340;1314479;25.865761263588084;4337;7.839520405810468
73;TOLIMA;2010;103;1312768;7.846016965678627;4337;2.3749135347014065
70;SUCRE;2023;269;981727;27.40069286064252;2148;12.523277467411544
70;SUCRE;2022;206;972350;21.185787010850003;2148;9.590316573556796
70;SUCRE;2021;228;962457;23.689370018608624;2148;10.614525139664805
70;SUCRE;2020;162;949252;17.06606886264132;2148;7.5418994413407825
70;SUCRE;2019;160;928984;17.223116867459506;2148;7.4487895716946
70;SUCRE;2018;144;904863;15.914011292317179;2148;6.70391061452514
70;SUCRE;2017;116;888638;13.053684402422583;2148;5.400372439478584
70;SUCRE;2016;113;877397;12.879004601109873;2148;5.260707635009311
70;SUCRE;2015;131;867701;15.09736648914776;2148;6.098696461824953
70;SUCRE;2014;149;859324;17.33921082152948;2148;6.936685288640596
70;SUCRE;2013;166;851157;19.502864923862457;2148;7.728119180633147
70;SUCRE;2012;148;842950;17.557387745417877;2148;6.890130353817504
70;SUCRE;2011;121;834736;14.495601004389412;2148;5.633147113594041
70;SUCRE;2010;35;826411;4.235180799868346;2148;1.6294227188081938
27;CHOCÓ;2023;145;557654;26.001786053717897;2853;5.082369435681739
27;CHOCÓ;2022;289;553519;52.21139653742689;2853;10.12968804766912
27;CHOCÓ;2021;292;549225;53.16582457098639;2853;10.23484051875219
27;CHOCÓ;2020;309;544764;56.72180981122101;2853;10.830704521556257
27;CHOCÓ;2019;221;539933;40.93100440239808;2853;7.746232036452856
27;CHOCÓ;2018;206;534826;38.517199986537676;2853;7.220469681037504
27;CHOCÓ;2017;230;526888;43.65254095747103;2853;8.061689449702069
27;CHOCÓ;2016;214;518234;41.29408722700556;2853;7.500876270592359
27;CHOCÓ;2015;159;509240;31.222998978870475;2853;5.573080967402734
27;CHOCÓ;2014;178;499946;35.60384521528325;2853;6.2390466175955135
27;CHOCÓ;2013;205;490338;41.80789577801435;2853;7.185418857343148
27;CHOCÓ;2012;219;480391;45.58786488506238;2853;7.676130389064142
27;CHOCÓ;2011;156;470087;33.1853465422358;2853;5.467928496319663
27;CHOCÓ;2010;30;459453;6.529503561844193;2853;1.0515247108307046
68;SANTANDER;2023;306;2340657;13.073252509872228;4137;7.396664249456128
68;SANTANDER;2022;388;2324090;16.694706315159912;4137;9.378776891467247
68;SANTANDER;2021;331;2306455;14.35102787611291;4137;8.000966884215616
68;SANTANDER;2020;331;2280908;14.51176461304007;4137;8.000966884215616
68;SANTANDER;2019;302;2237587;13.496681916725473;4137;7.29997582789461
68;SANTANDER;2018;240;2184837;10.984801154502602;4137;5.8013052936910805
68;SANTANDER;2017;240;2146496;11.181013148871463;4137;5.8013052936910805
68;SANTANDER;2016;279;2119954;13.16066292004449;4137;6.744017403915881
68;SANTANDER;2015;277;2097069;13.208912057733913;4137;6.695673193135122
68;SANTANDER;2014;309;2077348;14.874734517278762;4137;7.4691805656272665
68;SANTANDER;2013;350;2057952;17.007199390461974;4137;8.460236886632826
68;SANTANDER;2012;311;2038122;15.259145428978245;4137;7.517524776408026
68;SANTANDER;2011;325;2017680;16.107608738749455;4137;7.855934251873338
68;SANTANDER;2010;148;1996352;7.41352226461065;4137;3.5774715977761664
23;CÓRDOBA;2023;248;1868166;13.275051574645936;4721;5.253124338063969
23;CÓRDOBA;2022;405;1856496;21.81529074126742;4721;8.57869095530608
23;CÓRDOBA;2021;349;1844076;18.92546728009041;4721;7.392501588646473
23;CÓRDOBA;2020;336;1828947;18.371226722261497;4721;7.117136199957636
23;CÓRDOBA;2019;403;1808439;22.284412136654872;4721;8.53632704935395
23;CÓRDOBA;2018;365;1784783;20.450665431035596;4721;7.731412836263503
23;CÓRDOBA;2017;260;1763053;14.7471460018502;4721;5.507307773776742
23;CÓRDOBA;2016;332;1744254;19.03392510494458;4721;7.032408388053378
23;CÓRDOBA;2015;267;1726287;15.46672135050545;4721;5.655581444609193
23;CÓRDOBA;2014;320;1709003;18.724367365066065;4721;6.778224952340606
23;CÓRDOBA;2013;353;1691609;20.86770642624862;4721;7.477229400550731
23;CÓRDOBA;2012;357;1673891;21.327553586225147;4721;7.561957212454988
23;CÓRDOBA;2011;552;1655818;33.33699718205745;4721;11.692438042787545
23;CÓRDOBA;2010;174;1637310;10.627187276691647;4721;3.6856598178352047
8;ATLÁNTICO;2023;539;2835509;19.008932787728764;7578;7.112694642385854
8;ATLÁNTICO;2022;686;2804025;24.464831804281346;7578;9.052520453945633
8;ATLÁNTICO;2021;712;2771139;25.693406213113093;7578;9.395618896806546
8;ATLÁNTICO;2020;608;2722128;22.335466958203288;7578;8.023225125362893
8;ATLÁNTICO;2019;518;2638151;19.634964033521964;7578;6.835576669305886
8;ATLÁNTICO;2018;548;2535517;21.61294915395953;7578;7.231459487991554
8;ATLÁNTICO;2017;559;2468429;22.645982525727902;7578;7.376616521509634
8;ATLÁNTICO;2016;550;2427046;22.661292781430593;7578;7.257851675903932
8;ATLÁNTICO;2015;568;2393557;23.73037283006003;7578;7.495381367115334
8;ATLÁNTICO;2014;517;2366899;21.842926124012898;7578;6.8223805753496976
8;ATLÁNTICO;2013;508;2341335;21.697023279453816;7578;6.703615729743996
8;ATLÁNTICO;2012;549;2315361;23.711205293688543;7578;7.244655581947744
8;ATLÁNTICO;2011;525;2288947;22.936310888806076;7578;6.927949326999208
8;ATLÁNTICO;2010;191;2261656;8.445139313847905;7578;2.520453945632093
52;NARIÑO;2023;333;1631117;20.415457628116194;7305;4.558521560574948
52;NARIÑO;2022;534;1629181;32.777205233795385;7305;7.31006160164271
52;NARIÑO;2021;575;1627386;35.33273605647339;7305;7.871321013004791
52;NARIÑO;2020;646;1627589;39.69060985297885;7305;8.843258042436688
52;NARIÑO;2019;572;1628981;35.11397616055682;7305;7.830253251197809
52;NARIÑO;2018;643;1630592;39.433530889394774;7305;8.802190280629706
52;NARIÑO;2017;544;1621984;33.53917177974628;7305;7.446954140999315
52;NARIÑO;2016;451;1615767;27.912440345668653;7305;6.1738535249828885
52;NARIÑO;2015;448;1608726;27.848123297565902;7305;6.132785763175907
52;NARIÑO;2014;480;1601466;29.972537662366854;7305;6.570841889117044
52;NARIÑO;2013;597;1594354;37.444632747808825;7305;8.172484599589321
52;NARIÑO;2012;671;1586945;42.282498763347185;7305;9.1854893908282
52;NARIÑO;2011;591;1578559;37.439208797390535;7305;8.09034907597536
52;NARIÑO;2010;220;1569413;14.017979970855347;7305;3.0116358658453115
