div_dpto;departamento;div_mun;municipio;casos;mes;ano
18;Caquetá;18205;Curillo;5;Enero - Septiembre;2023
68;Santander;68229;Curití;1;Enero - Septiembre;2023
20;Cesar;20228;Curumaní;5;Enero - Septiembre;2023
5;Antioquia;5234;Dabeiba;12;Enero - Septiembre;2023
76;Valle del Cauca;76233;Dagua;18;Enero - Septiembre;2023
44;La Guajira;44090;Dibulla;19;Enero - Septiembre;2023
73;Tolima;73236;Dolores;1;Enero - Septiembre;2023
5;Antioquia;5237;Donmatías;1;Enero - Septiembre;2023
66;Risaralda;66170;Dosquebradas;53;Enero - Septiembre;2023
15;Boyacá;15238;Duitama;5;Enero - Septiembre;2023
54;Norte de Santander;54239;Durania;1;Enero - Septiembre;2023
5;Antioquia;5240;Ebéjico;4;Enero - Septiembre;2023
76;Valle del Cauca;76243;El Águila;8;Enero - Septiembre;2023
5;Antioquia;5250;El Bagre;11;Enero - Septiembre;2023
47;Magdalena;47245;El Banco;13;Enero - Septiembre;2023
76;Valle del Cauca;76246;El Cairo;6;Enero - Septiembre;2023
54;Norte de Santander;54245;El Carmen;13;Enero - Septiembre;2023
27;Chocó;27245;El Carmen de Atrato;1;Enero - Septiembre;2023
13;Bolívar;13244;El Carmen de Bolívar;27;Enero - Septiembre;2023
68;Santander;68235;El Carmen de Chucurí;1;Enero - Septiembre;2023
5;Antioquia;5148;El Carmen de Viboral;13;Enero - Septiembre;2023
76;Valle del Cauca;76248;El Cerrito;19;Enero - Septiembre;2023
52;Nariño;52250;El Charco;8;Enero - Septiembre;2023
20;Cesar;20238;El Copey;13;Enero - Septiembre;2023
18;Caquetá;18247;El Doncello;8;Enero - Septiembre;2023
76;Valle del Cauca;76250;El Dovio;1;Enero - Septiembre;2023
20;Cesar;20250;El Paso;15;Enero - Septiembre;2023
18;Caquetá;18256;El Paujíl;8;Enero - Septiembre;2023
52;Nariño;52254;El Peñol;1;Enero - Septiembre;2023
25;Cundinamarca;25258;El Peñón;1;Enero - Septiembre;2023
68;Santander;68250;El Peñón;1;Enero - Septiembre;2023
47;Magdalena;47258;El Piñón;4;Enero - Septiembre;2023
47;Magdalena;47268;El Retén;9;Enero - Septiembre;2023
95;Guaviare;95025;El Retorno;5;Enero - Septiembre;2023
70;Sucre;70233;El Roble;2;Enero - Septiembre;2023
25;Cundinamarca;25260;El Rosal;3;Enero - Septiembre;2023
52;Nariño;52256;El Rosario;6;Enero - Septiembre;2023
5;Antioquia;5697;El Santuario;5;Enero - Septiembre;2023
19;Cauca;19256;El Tambo;18;Enero - Septiembre;2023
52;Nariño;52260;El Tambo;3;Enero - Septiembre;2023
54;Norte de Santander;54250;El Tarra;3;Enero - Septiembre;2023
54;Norte de Santander;54261;El Zulia;10;Enero - Septiembre;2023
68;Santander;68266;Enciso;1;Enero - Septiembre;2023
5;Antioquia;5264;Entrerríos;4;Enero - Septiembre;2023
5;Antioquia;5266;Envigado;5;Enero - Septiembre;2023
73;Tolima;73268;Espinal;33;Enero - Septiembre;2023
25;Cundinamarca;25269;Facatativá;12;Enero - Septiembre;2023
73;Tolima;73270;Falan;2;Enero - Septiembre;2023
73;Tolima;73275;Flandes;20;Enero - Septiembre;2023
18;Caquetá;18001;Florencia;21;Enero - Septiembre;2023
19;Cauca;19290;Florencia;2;Enero - Septiembre;2023
76;Valle del Cauca;76275;Florida;26;Enero - Septiembre;2023
68;Santander;68276;Floridablanca;16;Enero - Septiembre;2023
44;La Guajira;44279;Fonseca;6;Enero - Septiembre;2023
81;Arauca;81300;Fortul;7;Enero - Septiembre;2023
52;Nariño;52520;Francisco Pizarro;3;Enero - Septiembre;2023
5;Antioquia;5282;Fredonia;9;Enero - Septiembre;2023
73;Tolima;73283;Fresno;23;Enero - Septiembre;2023
5;Antioquia;5284;Frontino;5;Enero - Septiembre;2023
50;Meta;50287;Fuente de Oro;3;Enero - Septiembre;2023
47;Magdalena;47288;Fundación;13;Enero - Septiembre;2023
25;Cundinamarca;25286;Funza;12;Enero - Septiembre;2023
25;Cundinamarca;25290;Fusagasugá;7;Enero - Septiembre;2023
25;Cundinamarca;25295;Gachancipá;1;Enero - Septiembre;2023
15;Boyacá;15293;Gachantivá;3;Enero - Septiembre;2023
8;Atlántico;8296;Galapa;3;Enero - Septiembre;2023
70;Sucre;70235;Galeras;7;Enero - Septiembre;2023
20;Cesar;20295;Gamarra;2;Enero - Septiembre;2023
15;Boyacá;15299;Garagoa;1;Enero - Septiembre;2023
41;Huila;41298;Garzón;12;Enero - Septiembre;2023
63;Quindio;63302;Génova;2;Enero - Septiembre;2023
41;Huila;41306;Gigante;2;Enero - Septiembre;2023
76;Valle del Cauca;76306;Ginebra;5;Enero - Septiembre;2023
5;Antioquia;5306;Giraldo;3;Enero - Septiembre;2023
25;Cundinamarca;25307;Girardot;44;Enero - Septiembre;2023
5;Antioquia;5308;Girardota;10;Enero - Septiembre;2023
68;Santander;68307;Girón;20;Enero - Septiembre;2023
5;Antioquia;5310;Gómez Plata;3;Enero - Septiembre;2023
20;Cesar;20310;González;5;Enero - Septiembre;2023
5;Antioquia;5313;Granada;4;Enero - Septiembre;2023
50;Meta;50313;Granada;17;Enero - Septiembre;2023
76;Valle del Cauca;76318;Guacarí;17;Enero - Septiembre;2023
19;Cauca;19300;Guachené;23;Enero - Septiembre;2023
52;Nariño;52317;Guachucal;1;Enero - Septiembre;2023
76;Valle del Cauca;76111;Guadalajara de Buga;59;Enero - Septiembre;2023
5;Antioquia;5315;Guadalupe;1;Enero - Septiembre;2023
41;Huila;41319;Guadalupe;5;Enero - Septiembre;2023
25;Cundinamarca;25320;Guaduas;7;Enero - Septiembre;2023
52;Nariño;52323;Gualmatán;1;Enero - Septiembre;2023
47;Magdalena;47318;Guamal;2;Enero - Septiembre;2023
50;Meta;50318;Guamal;3;Enero - Septiembre;2023
73;Tolima;73319;Guamo;10;Enero - Septiembre;2023
19;Cauca;19318;Guapi;2;Enero - Septiembre;2023
70;Sucre;70265;Guaranda;2;Enero - Septiembre;2023
5;Antioquia;5318;Guarne;13;Enero - Septiembre;2023
25;Cundinamarca;25324;Guataquí;1;Enero - Septiembre;2023
25;Cundinamarca;25328;Guayabal de Síquima;1;Enero - Septiembre;2023
15;Boyacá;15332;Güicán de La Sierra;1;Enero - Septiembre;2023
13;Bolívar;13300;Hatillo de Loba;1;Enero - Septiembre;2023
5;Antioquia;5347;Heliconia;2;Enero - Septiembre;2023
73;Tolima;73347;Herveo;2;Enero - Septiembre;2023
5;Antioquia;5353;Hispania;2;Enero - Septiembre;2023
41;Huila;41349;Hobo;6;Enero - Septiembre;2023
73;Tolima;73349;Honda;11;Enero - Septiembre;2023
73;Tolima;73001;Ibagué;48;Enero - Septiembre;2023
73;Tolima;73352;Icononzo;1;Enero - Septiembre;2023
19;Cauca;19355;Inzá;5;Enero - Septiembre;2023
52;Nariño;52356;Ipiales;30;Enero - Septiembre;2023
41;Huila;41357;Íquira;6;Enero - Septiembre;2023
41;Huila;41359;Isnos;8;Enero - Septiembre;2023
27;Chocó;27361;Istmina;12;Enero - Septiembre;2023
5;Antioquia;5360;Itagüí;7;Enero - Septiembre;2023
5;Antioquia;5361;Ituango;20;Enero - Septiembre;2023
19;Cauca;19364;Jambaló;7;Enero - Septiembre;2023
76;Valle del Cauca;76364;Jamundí;89;Enero - Septiembre;2023
5;Antioquia;5364;Jardín;4;Enero - Septiembre;2023
5;Antioquia;5368;Jericó;1;Enero - Septiembre;2023
68;Santander;68368;Jesús María;1;Enero - Septiembre;2023
8;Atlántico;8372;Juan de Acosta;1;Enero - Septiembre;2023
23;Córdoba;23350;La Apartada;1;Enero - Septiembre;2023
41;Huila;41378;La Argentina;1;Enero - Septiembre;2023
25;Cundinamarca;25377;La Calera;2;Enero - Septiembre;2023
5;Antioquia;5376;La Ceja;7;Enero - Septiembre;2023
66;Risaralda;66383;La Celia;1;Enero - Septiembre;2023
52;Nariño;52378;La Cruz;3;Enero - Septiembre;2023
76;Valle del Cauca;76377;La Cumbre;3;Enero - Septiembre;2023
17;Caldas;17380;La Dorada;13;Enero - Septiembre;2023
54;Norte de Santander;54385;La Esperanza;4;Enero - Septiembre;2023
5;Antioquia;5380;La Estrella;4;Enero - Septiembre;2023
20;Cesar;20383;La Gloria;7;Enero - Septiembre;2023
20;Cesar;20400;La Jagua de Ibirico;2;Enero - Septiembre;2023
44;La Guajira;44420;La Jagua del Pilar;1;Enero - Septiembre;2023
52;Nariño;52385;La Llanada;1;Enero - Septiembre;2023
50;Meta;50350;La Macarena;5;Enero - Septiembre;2023
17;Caldas;17388;La Merced;1;Enero - Septiembre;2023
25;Cundinamarca;25386;La Mesa;12;Enero - Septiembre;2023
18;Caquetá;18410;La Montañita;8;Enero - Septiembre;2023
20;Cesar;20621;La Paz;9;Enero - Septiembre;2023
68;Santander;68397;La Paz;1;Enero - Septiembre;2023
5;Antioquia;5390;La Pintada;3;Enero - Septiembre;2023
41;Huila;41396;La Plata;17;Enero - Septiembre;2023
54;Norte de Santander;54398;La Playa;1;Enero - Septiembre;2023
99;Vichada;99524;La Primavera;1;Enero - Septiembre;2023
19;Cauca;19392;La Sierra;2;Enero - Septiembre;2023
63;Quindio;63401;La Tebaida;7;Enero - Septiembre;2023
5;Antioquia;5400;La Unión;4;Enero - Septiembre;2023
52;Nariño;52399;La Unión;10;Enero - Septiembre;2023
70;Sucre;70400;La Unión;2;Enero - Septiembre;2023
76;Valle del Cauca;76400;La Unión;21;Enero - Septiembre;2023
19;Cauca;19397;La Vega;3;Enero - Septiembre;2023
25;Cundinamarca;25402;La Vega;3;Enero - Septiembre;2023
76;Valle del Cauca;76403;La Victoria;3;Enero - Septiembre;2023
66;Risaralda;66400;La Virginia;10;Enero - Septiembre;2023
68;Santander;68385;Landázuri;5;Enero - Septiembre;2023
68;Santander;68406;Lebrija;8;Enero - Septiembre;2023
52;Nariño;52405;Leiva;7;Enero - Septiembre;2023
73;Tolima;73408;Lérida;7;Enero - Septiembre;2023
91;Amazonas;91001;Leticia;16;Enero - Septiembre;2023
73;Tolima;73411;Líbano;7;Enero - Septiembre;2023
5;Antioquia;5411;Liborina;1;Enero - Septiembre;2023
52;Nariño;52411;Linares;3;Enero - Septiembre;2023
27;Chocó;27413;Lloró;1;Enero - Septiembre;2023
19;Cauca;19418;López de Micay;4;Enero - Septiembre;2023
23;Córdoba;23417;Lorica;12;Enero - Septiembre;2023
23;Córdoba;23419;Los Córdobas;4;Enero - Septiembre;2023
70;Sucre;70418;Los Palmitos;7;Enero - Septiembre;2023
54;Norte de Santander;54405;Los Patios;13;Enero - Septiembre;2023
8;Atlántico;8421;Luruaco;4;Enero - Septiembre;2023
5;Antioquia;5425;Maceo;4;Enero - Septiembre;2023
25;Cundinamarca;25430;Madrid;15;Enero - Septiembre;2023
13;Bolívar;13430;Magangué;14;Enero - Septiembre;2023
52;Nariño;52427;Magüí;3;Enero - Septiembre;2023
13;Bolívar;13433;Mahates;4;Enero - Septiembre;2023
44;La Guajira;44430;Maicao;25;Enero - Septiembre;2023
70;Sucre;70429;Majagual;4;Enero - Septiembre;2023
8;Atlántico;8433;Malambo;52;Enero - Septiembre;2023
52;Nariño;52435;Mallama;7;Enero - Septiembre;2023
44;La Guajira;44560;Manaure;1;Enero - Septiembre;2023
85;Casanare;85139;Maní;4;Enero - Septiembre;2023
17;Caldas;17001;Manizales;26;Enero - Septiembre;2023
17;Caldas;17433;Manzanares;4;Enero - Septiembre;2023
50;Meta;50325;Mapiripán;5;Enero - Septiembre;2023
13;Bolívar;13440;Margarita;1;Enero - Septiembre;2023
13;Bolívar;13442;María La Baja;16;Enero - Septiembre;2023
5;Antioquia;5440;Marinilla;17;Enero - Septiembre;2023
15;Boyacá;15442;Maripí;1;Enero - Septiembre;2023
73;Tolima;73443;Mariquita;20;Enero - Septiembre;2023
17;Caldas;17442;Marmato;4;Enero - Septiembre;2023
17;Caldas;17444;Marquetalia;2;Enero - Septiembre;2023
66;Risaralda;66440;Marsella;1;Enero - Septiembre;2023
17;Caldas;17446;Marulanda;3;Enero - Septiembre;2023
5;Antioquia;5001;Medellín;266;Enero - Septiembre;2023
27;Chocó;27450;Medio San Juan;1;Enero - Septiembre;2023
73;Tolima;73449;Melgar;10;Enero - Septiembre;2023
19;Cauca;19450;Mercaderes;15;Enero - Septiembre;2023
50;Meta;50330;Mesetas;2;Enero - Septiembre;2023
95;Guaviare;95200;Miraflores;4;Enero - Septiembre;2023
19;Cauca;19455;Miranda;34;Enero - Septiembre;2023
66;Risaralda;66456;Mistrató;4;Enero - Septiembre;2023
86;Putumayo;86001;Mocoa;13;Enero - Septiembre;2023
68;Santander;68464;Mogotes;1;Enero - Septiembre;2023
23;Córdoba;23464;Momil;3;Enero - Septiembre;2023
13;Bolívar;13468;Mompós;2;Enero - Septiembre;2023
15;Boyacá;15469;Moniquirá;1;Enero - Septiembre;2023
13;Bolívar;13458;Montecristo;3;Enero - Septiembre;2023
23;Córdoba;23466;Montelíbano;13;Enero - Septiembre;2023
63;Quindio;63470;Montenegro;27;Enero - Septiembre;2023
23;Córdoba;23001;Montería;54;Enero - Septiembre;2023
85;Casanare;85162;Monterrey;2;Enero - Septiembre;2023
23;Córdoba;23500;Moñitos;2;Enero - Septiembre;2023
13;Bolívar;13473;Morales;9;Enero - Septiembre;2023
19;Cauca;19473;Morales;6;Enero - Septiembre;2023
18;Caquetá;18479;Morelia;1;Enero - Septiembre;2023
70;Sucre;70473;Morroa;5;Enero - Septiembre;2023
25;Cundinamarca;25473;Mosquera;11;Enero - Septiembre;2023
52;Nariño;52473;Mosquera;1;Enero - Septiembre;2023
73;Tolima;73461;Murillo;1;Enero - Septiembre;2023
5;Antioquia;5480;Mutatá;14;Enero - Septiembre;2023
15;Boyacá;15480;Muzo;1;Enero - Septiembre;2023
5;Antioquia;5483;Nariño;5;Enero - Septiembre;2023
41;Huila;41483;Nátaga;1;Enero - Septiembre;2023
73;Tolima;73483;Natagaima;1;Enero - Septiembre;2023
5;Antioquia;5495;Nechí;7;Enero - Septiembre;2023
5;Antioquia;5490;Necoclí;6;Enero - Septiembre;2023
41;Huila;41001;Neiva;66;Enero - Septiembre;2023
25;Cundinamarca;25488;Nilo;1;Enero - Septiembre;2023
15;Boyacá;15491;Nobsa;1;Enero - Septiembre;2023
25;Cundinamarca;25491;Nocaima;1;Enero - Septiembre;2023
13;Bolívar;13490;Norosí;4;Enero - Septiembre;2023
27;Chocó;27491;Nóvita;5;Enero - Septiembre;2023
47;Magdalena;47460;Nueva Granada;10;Enero - Septiembre;2023
85;Casanare;85225;Nunchía;2;Enero - Septiembre;2023
27;Chocó;27495;Nuquí;2;Enero - Septiembre;2023
76;Valle del Cauca;76497;Obando;15;Enero - Septiembre;2023
54;Norte de Santander;54498;Ocaña;36;Enero - Septiembre;2023
15;Boyacá;15500;Oicatá;1;Enero - Septiembre;2023
5;Antioquia;5501;Olaya;2;Enero - Septiembre;2023
52;Nariño;52490;Olaya Herrera;6;Enero - Septiembre;2023
41;Huila;41503;Oporapa;3;Enero - Septiembre;2023
86;Putumayo;86320;Orito;18;Enero - Septiembre;2023
85;Casanare;85230;Orocué;2;Enero - Septiembre;2023
73;Tolima;73504;Ortega;1;Enero - Septiembre;2023
52;Nariño;52506;Ospina;1;Enero - Septiembre;2023
15;Boyacá;15507;Otanche;1;Enero - Septiembre;2023
70;Sucre;70508;Ovejas;8;Enero - Septiembre;2023
25;Cundinamarca;25513;Pacho;3;Enero - Septiembre;2023
17;Caldas;17513;Pácora;4;Enero - Septiembre;2023
19;Cauca;19513;Padilla;4;Enero - Septiembre;2023
19;Cauca;19517;Páez;6;Enero - Septiembre;2023
41;Huila;41518;Paicol;1;Enero - Septiembre;2023
20;Cesar;20517;Pailitas;5;Enero - Septiembre;2023
25;Cundinamarca;25518;Paime;2;Enero - Septiembre;2023
41;Huila;41524;Palermo;3;Enero - Septiembre;2023
17;Caldas;17524;Palestina;2;Enero - Septiembre;2023
8;Atlántico;8520;Palmar de Varela;2;Enero - Septiembre;2023
76;Valle del Cauca;76520;Palmira;81;Enero - Septiembre;2023
70;Sucre;70523;Palmito;3;Enero - Septiembre;2023
73;Tolima;73520;Palocabildo;2;Enero - Septiembre;2023
54;Norte de Santander;54518;Pamplona;2;Enero - Septiembre;2023
54;Norte de Santander;54520;Pamplonita;1;Enero - Septiembre;2023
25;Cundinamarca;25524;Pandi;1;Enero - Septiembre;2023
25;Cundinamarca;25530;Paratebueno;7;Enero - Septiembre;2023
25;Cundinamarca;25535;Pasca;2;Enero - Septiembre;2023
52;Nariño;52001;Pasto;33;Enero - Septiembre;2023
19;Cauca;19532;Patía;42;Enero - Septiembre;2023
15;Boyacá;15531;Pauna;2;Enero - Septiembre;2023
85;Casanare;85250;Paz de Ariporo;1;Enero - Septiembre;2023
20;Cesar;20550;Pelaya;7;Enero - Septiembre;2023
17;Caldas;17541;Pensilvania;3;Enero - Septiembre;2023
5;Antioquia;5541;Peñol;5;Enero - Septiembre;2023
5;Antioquia;5543;Peque;2;Enero - Septiembre;2023
66;Risaralda;66001;Pereira;80;Enero - Septiembre;2023
15;Boyacá;15542;Pesca;1;Enero - Septiembre;2023
19;Cauca;19533;Piamonte;4;Enero - Septiembre;2023
68;Santander;68547;Piedecuesta;13;Enero - Septiembre;2023
19;Cauca;19548;Piendamó - Tunía;6;Enero - Septiembre;2023
63;Quindio;63548;Pijao;5;Enero - Septiembre;2023
47;Magdalena;47545;Pijiño del Carmen;2;Enero - Septiembre;2023
13;Bolívar;13549;Pinillos;2;Enero - Septiembre;2023
8;Atlántico;8549;Piojó;2;Enero - Septiembre;2023
41;Huila;41548;Pital;1;Enero - Septiembre;2023
41;Huila;41551;Pitalito;34;Enero - Septiembre;2023
47;Magdalena;47551;Pivijay;14;Enero - Septiembre;2023
73;Tolima;73555;Planadas;7;Enero - Septiembre;2023
23;Córdoba;23555;Planeta Rica;6;Enero - Septiembre;2023
47;Magdalena;47555;Plato;10;Enero - Septiembre;2023
52;Nariño;52540;Policarpa;10;Enero - Septiembre;2023
8;Atlántico;8558;Polonuevo;1;Enero - Septiembre;2023
8;Atlántico;8560;Ponedera;5;Enero - Septiembre;2023
19;Cauca;19001;Popayán;47;Enero - Septiembre;2023
85;Casanare;85263;Pore;1;Enero - Septiembre;2023
52;Nariño;52560;Potosí;1;Enero - Septiembre;2023
76;Valle del Cauca;76563;Pradera;25;Enero - Septiembre;2023
73;Tolima;73563;Prado;1;Enero - Septiembre;2023
52;Nariño;52565;Providencia;1;Enero - Septiembre;2023
23;Córdoba;23570;Pueblo Nuevo;2;Enero - Septiembre;2023
5;Antioquia;5576;Pueblorrico;1;Enero - Septiembre;2023
47;Magdalena;47570;Puebloviejo;10;Enero - Septiembre;2023
86;Putumayo;86568;Puerto Asís;44;Enero - Septiembre;2023
5;Antioquia;5579;Puerto Berrío;30;Enero - Septiembre;2023
15;Boyacá;15572;Puerto Boyacá;16;Enero - Septiembre;2023
86;Putumayo;86569;Puerto Caicedo;10;Enero - Septiembre;2023
99;Vichada;99001;Puerto Carreño;6;Enero - Septiembre;2023
8;Atlántico;8573;Puerto Colombia;13;Enero - Septiembre;2023
50;Meta;50450;Puerto Concordia;2;Enero - Septiembre;2023
23;Córdoba;23574;Puerto Escondido;1;Enero - Septiembre;2023
50;Meta;50568;Puerto Gaitán;31;Enero - Septiembre;2023
86;Putumayo;86571;Puerto Guzmán;28;Enero - Septiembre;2023
86;Putumayo;86573;Puerto Leguízamo;10;Enero - Septiembre;2023
23;Córdoba;23580;Puerto Libertador;7;Enero - Septiembre;2023
50;Meta;50577;Puerto Lleras;2;Enero - Septiembre;2023
50;Meta;50573;Puerto López;8;Enero - Septiembre;2023
5;Antioquia;5585;Puerto Nare;2;Enero - Septiembre;2023
18;Caquetá;18592;Puerto Rico;12;Enero - Septiembre;2023
50;Meta;50590;Puerto Rico;1;Enero - Septiembre;2023
81;Arauca;81591;Puerto Rondón;14;Enero - Septiembre;2023
25;Cundinamarca;25572;Puerto Salgar;1;Enero - Septiembre;2023
54;Norte de Santander;54553;Puerto Santander;8;Enero - Septiembre;2023
19;Cauca;19573;Puerto Tejada;31;Enero - Septiembre;2023
5;Antioquia;5591;Puerto Triunfo;1;Enero - Septiembre;2023
68;Santander;68575;Puerto Wilches;15;Enero - Septiembre;2023
52;Nariño;52585;Pupiales;8;Enero - Septiembre;2023
73;Tolima;73585;Purificación;3;Enero - Septiembre;2023
23;Córdoba;23586;Purísima de La Concepción;3;Enero - Septiembre;2023
27;Chocó;27001;Quibdó;83;Enero - Septiembre;2023
63;Quindio;63594;Quimbaya;10;Enero - Septiembre;2023
66;Risaralda;66594;Quinchía;1;Enero - Septiembre;2023
15;Boyacá;15580;Quípama;2;Enero - Septiembre;2023
25;Cundinamarca;25596;Quipile;2;Enero - Septiembre;2023
13;Bolívar;13580;Regidor;2;Enero - Septiembre;2023
5;Antioquia;5604;Remedios;19;Enero - Septiembre;2023
47;Magdalena;47605;Remolino;2;Enero - Septiembre;2023
8;Atlántico;8606;Repelón;2;Enero - Septiembre;2023
50;Meta;50606;Restrepo;1;Enero - Septiembre;2023
76;Valle del Cauca;76606;Restrepo;5;Enero - Septiembre;2023
52;Nariño;52612;Ricaurte;10;Enero - Septiembre;2023
20;Cesar;20614;Río de Oro;11;Enero - Septiembre;2023
27;Chocó;27580;Río Iró;1;Enero - Septiembre;2023
27;Chocó;27600;Río Quito;5;Enero - Septiembre;2023
13;Bolívar;13600;Río Viejo;2;Enero - Septiembre;2023
73;Tolima;73616;Rioblanco;8;Enero - Septiembre;2023
76;Valle del Cauca;76616;Riofrío;8;Enero - Septiembre;2023
44;La Guajira;44001;Riohacha;50;Enero - Septiembre;2023
5;Antioquia;5615;Rionegro;30;Enero - Septiembre;2023
68;Santander;68615;Rionegro;5;Enero - Septiembre;2023
17;Caldas;17614;Riosucio;3;Enero - Septiembre;2023
27;Chocó;27615;Riosucio;7;Enero - Septiembre;2023
41;Huila;41615;Rivera;5;Enero - Septiembre;2023
52;Nariño;52621;Roberto Payán;6;Enero - Septiembre;2023
76;Valle del Cauca;76622;Roldanillo;19;Enero - Septiembre;2023
19;Cauca;19622;Rosas;4;Enero - Septiembre;2023
73;Tolima;73624;Rovira;10;Enero - Septiembre;2023
68;Santander;68655;Sabana de Torres;12;Enero - Septiembre;2023
8;Atlántico;8634;Sabanagrande;3;Enero - Septiembre;2023
5;Antioquia;5628;Sabanalarga;5;Enero - Septiembre;2023
8;Atlántico;8638;Sabanalarga;4;Enero - Septiembre;2023
5;Antioquia;5631;Sabaneta;2;Enero - Septiembre;2023
23;Córdoba;23660;Sahagún;23;Enero - Septiembre;2023
17;Caldas;17653;Salamina;1;Enero - Septiembre;2023
47;Magdalena;47675;Salamina;4;Enero - Septiembre;2023
54;Norte de Santander;54660;Salazar;1;Enero - Septiembre;2023
73;Tolima;73671;Saldaña;2;Enero - Septiembre;2023
63;Quindio;63690;Salento;1;Enero - Septiembre;2023
5;Antioquia;5642;Salgar;10;Enero - Septiembre;2023
15;Boyacá;15646;Samacá;2;Enero - Septiembre;2023
17;Caldas;17662;Samaná;2;Enero - Septiembre;2023
52;Nariño;52678;Samaniego;21;Enero - Septiembre;2023
70;Sucre;70670;Sampués;13;Enero - Septiembre;2023
41;Huila;41668;San Agustín;1;Enero - Septiembre;2023
20;Cesar;20710;San Alberto;6;Enero - Septiembre;2023
68;Santander;68669;San Andrés;1;Enero - Septiembre;2023
88;Archipiélago de San Andrés;88001;San Andrés;29;Enero - Septiembre;2023
5;Antioquia;5647;San Andrés de Cuerquía;6;Enero - Septiembre;2023
52;Nariño;52835;San Andrés de Tumaco;74;Enero - Septiembre;2023
8;Atlántico;8675;Santa Lucía;1;Enero - Septiembre;2023
23;Córdoba;23670;San Andrés Sotavento;4;Enero - Septiembre;2023
23;Córdoba;23672;San Antero;9;Enero - Septiembre;2023
73;Tolima;73675;San Antonio;6;Enero - Septiembre;2023
68;Santander;68673;San Benito;1;Enero - Septiembre;2023
70;Sucre;70678;San Benito Abad;4;Enero - Septiembre;2023
23;Córdoba;23675;San Bernardo del Viento;3;Enero - Septiembre;2023
54;Norte de Santander;54670;San Calixto;1;Enero - Septiembre;2023
5;Antioquia;5649;San Carlos;8;Enero - Septiembre;2023
23;Córdoba;23678;San Carlos;8;Enero - Septiembre;2023
50;Meta;50680;San Carlos de Guaroa;4;Enero - Septiembre;2023
54;Norte de Santander;54673;San Cayetano;1;Enero - Septiembre;2023
20;Cesar;20750;San Diego;2;Enero - Septiembre;2023
13;Bolívar;13647;San Estanislao;2;Enero - Septiembre;2023
13;Bolívar;13650;San Fernando;1;Enero - Septiembre;2023
5;Antioquia;5652;San Francisco;2;Enero - Septiembre;2023
68;Santander;68679;San Gil;3;Enero - Septiembre;2023
13;Bolívar;13654;San Jacinto;5;Enero - Septiembre;2023
13;Bolívar;13655;San Jacinto del Cauca;1;Enero - Septiembre;2023
5;Antioquia;5656;San Jerónimo;5;Enero - Septiembre;2023
68;Santander;68682;San Joaquín;1;Enero - Septiembre;2023
54;Norte de Santander;54001;San José de Cúcuta;203;Enero - Septiembre;2023
18;Caquetá;18610;San José del Fragua;5;Enero - Septiembre;2023
95;Guaviare;95001;San José del Guaviare;23;Enero - Septiembre;2023
27;Chocó;27660;San José del Palmar;3;Enero - Septiembre;2023
50;Meta;50683;San Juan de Arama;3;Enero - Septiembre;2023
70;Sucre;70702;San Juan de Betulia;2;Enero - Septiembre;2023
44;La Guajira;44650;San Juan del Cesar;6;Enero - Septiembre;2023
13;Bolívar;13657;San Juan Nepomuceno;3;Enero - Septiembre;2023
52;Nariño;52687;San Lorenzo;2;Enero - Septiembre;2023
5;Antioquia;5660;San Luis;2;Enero - Septiembre;2023
73;Tolima;73678;San Luis;6;Enero - Septiembre;2023
70;Sucre;70742;San Luis de Sincé;12;Enero - Septiembre;2023
70;Sucre;70708;San Marcos;4;Enero - Septiembre;2023
20;Cesar;20770;San Martín;3;Enero - Septiembre;2023
50;Meta;50689;San Martín;9;Enero - Septiembre;2023
13;Bolívar;13667;San Martín de Loba;2;Enero - Septiembre;2023
86;Putumayo;86757;San Miguel;5;Enero - Septiembre;2023
70;Sucre;70713;San Onofre;14;Enero - Septiembre;2023
13;Bolívar;13670;San Pablo;28;Enero - Septiembre;2023
52;Nariño;52693;San Pablo;7;Enero - Septiembre;2023
15;Boyacá;15681;San Pablo de Borbur;2;Enero - Septiembre;2023
70;Sucre;70717;San Pedro;4;Enero - Septiembre;2023
76;Valle del Cauca;76670;San Pedro;5;Enero - Septiembre;2023
52;Nariño;52694;San Pedro de Cartago;1;Enero - Septiembre;2023
5;Antioquia;5664;San Pedro de Los Milagros;5;Enero - Septiembre;2023
23;Córdoba;23686;San Pelayo;6;Enero - Septiembre;2023
5;Antioquia;5667;San Rafael;3;Enero - Septiembre;2023
5;Antioquia;5670;San Roque;7;Enero - Septiembre;2023
19;Cauca;19693;San Sebastián;2;Enero - Septiembre;2023
47;Magdalena;47692;San Sebastián de Buenavista;3;Enero - Septiembre;2023
5;Antioquia;5674;San Vicente;7;Enero - Septiembre;2023
68;Santander;68689;San Vicente de Chucurí;2;Enero - Septiembre;2023
18;Caquetá;18753;San Vicente del Caguán;21;Enero - Septiembre;2023
47;Magdalena;47703;San Zenón;5;Enero - Septiembre;2023
52;Nariño;52683;Sandoná;5;Enero - Septiembre;2023
47;Magdalena;47707;Santa Ana;2;Enero - Septiembre;2023
5;Antioquia;5679;Santa Bárbara;9;Enero - Septiembre;2023
52;Nariño;52696;Santa Bárbara;2;Enero - Septiembre;2023
13;Bolívar;13673;Santa Catalina;6;Enero - Septiembre;2023
73;Tolima;73686;Santa Isabel;1;Enero - Septiembre;2023
