div_dpto;departamento;div_mun;municipio;casos;mes;ano
47;Magdalena;47460;Nueva Granada;4;Enero - Septiembre;2022
85;Casanare;85225;Nunchía;2;Enero - Septiembre;2022
27;Chocó;27495;Nuquí;2;Enero - Septiembre;2022
76;Valle del Cauca;76497;Obando;13;Enero - Septiembre;2022
54;Norte de Santander;54498;Ocaña;33;Enero - Septiembre;2022
5;Antioquia;5501;Olaya;2;Enero - Septiembre;2022
52;Nariño;52490;Olaya Herrera;11;Enero - Septiembre;2022
68;Santander;68502;Onzaga;1;Enero - Septiembre;2022
41;Huila;41503;Oporapa;2;Enero - Septiembre;2022
86;Putumayo;86320;Orito;16;Enero - Septiembre;2022
85;Casanare;85230;Orocué;3;Enero - Septiembre;2022
73;Tolima;73504;Ortega;2;Enero - Septiembre;2022
70;Sucre;70508;Ovejas;8;Enero - Septiembre;2022
17;Caldas;17513;Pácora;1;Enero - Septiembre;2022
19;Cauca;19513;Padilla;8;Enero - Septiembre;2022
19;Cauca;19517;Páez;5;Enero - Septiembre;2022
20;Cesar;20517;Pailitas;5;Enero - Septiembre;2022
41;Huila;41524;Palermo;6;Enero - Septiembre;2022
17;Caldas;17524;Palestina;4;Enero - Septiembre;2022
41;Huila;41530;Palestina;1;Enero - Septiembre;2022
8;Atlántico;8520;Palmar de Varela;2;Enero - Septiembre;2022
76;Valle del Cauca;76520;Palmira;75;Enero - Septiembre;2022
73;Tolima;73520;Palocabildo;3;Enero - Septiembre;2022
25;Cundinamarca;25530;Paratebueno;2;Enero - Septiembre;2022
52;Nariño;52001;Pasto;33;Enero - Septiembre;2022
19;Cauca;19532;Patía;25;Enero - Septiembre;2022
15;Boyacá;15531;Pauna;1;Enero - Septiembre;2022
85;Casanare;85250;Paz de Ariporo;6;Enero - Septiembre;2022
20;Cesar;20550;Pelaya;6;Enero - Septiembre;2022
17;Caldas;17541;Pensilvania;6;Enero - Septiembre;2022
5;Antioquia;5541;Peñol;6;Enero - Septiembre;2022
5;Antioquia;5543;Peque;3;Enero - Septiembre;2022
66;Risaralda;66001;Pereira;76;Enero - Septiembre;2022
19;Cauca;19533;Piamonte;7;Enero - Septiembre;2022
68;Santander;68547;Piedecuesta;16;Enero - Septiembre;2022
19;Cauca;19548;Piendamó - Tunía;6;Enero - Septiembre;2022
47;Magdalena;47545;Pijiño del Carmen;4;Enero - Septiembre;2022
68;Santander;68549;Pinchote;3;Enero - Septiembre;2022
8;Atlántico;8549;Piojó;1;Enero - Septiembre;2022
41;Huila;41551;Pitalito;28;Enero - Septiembre;2022
47;Magdalena;47551;Pivijay;9;Enero - Septiembre;2022
73;Tolima;73555;Planadas;12;Enero - Septiembre;2022
23;Córdoba;23555;Planeta Rica;19;Enero - Septiembre;2022
47;Magdalena;47555;Plato;10;Enero - Septiembre;2022
52;Nariño;52540;Policarpa;10;Enero - Septiembre;2022
8;Atlántico;8560;Ponedera;4;Enero - Septiembre;2022
19;Cauca;19001;Popayán;48;Enero - Septiembre;2022
85;Casanare;85263;Pore;1;Enero - Septiembre;2022
76;Valle del Cauca;76563;Pradera;17;Enero - Septiembre;2022
73;Tolima;73563;Prado;2;Enero - Septiembre;2022
52;Nariño;52565;Providencia;1;Enero - Septiembre;2022
20;Cesar;20570;Pueblo Bello;1;Enero - Septiembre;2022
23;Córdoba;23570;Pueblo Nuevo;4;Enero - Septiembre;2022
5;Antioquia;5576;Pueblorrico;3;Enero - Septiembre;2022
47;Magdalena;47570;Puebloviejo;2;Enero - Septiembre;2022
86;Putumayo;86568;Puerto Asís;23;Enero - Septiembre;2022
5;Antioquia;5579;Puerto Berrío;31;Enero - Septiembre;2022
15;Boyacá;15572;Puerto Boyacá;20;Enero - Septiembre;2022
86;Putumayo;86569;Puerto Caicedo;19;Enero - Septiembre;2022
99;Vichada;99001;Puerto Carreño;8;Enero - Septiembre;2022
8;Atlántico;8573;Puerto Colombia;11;Enero - Septiembre;2022
50;Meta;50450;Puerto Concordia;5;Enero - Septiembre;2022
23;Córdoba;23574;Puerto Escondido;1;Enero - Septiembre;2022
50;Meta;50568;Puerto Gaitán;26;Enero - Septiembre;2022
86;Putumayo;86571;Puerto Guzmán;37;Enero - Septiembre;2022
86;Putumayo;86573;Puerto Leguízamo;20;Enero - Septiembre;2022
23;Córdoba;23580;Puerto Libertador;8;Enero - Septiembre;2022
50;Meta;50577;Puerto Lleras;9;Enero - Septiembre;2022
50;Meta;50573;Puerto López;4;Enero - Septiembre;2022
5;Antioquia;5585;Puerto Nare;5;Enero - Septiembre;2022
68;Santander;68573;Puerto Parra;1;Enero - Septiembre;2022
18;Caquetá;18592;Puerto Rico;14;Enero - Septiembre;2022
50;Meta;50590;Puerto Rico;2;Enero - Septiembre;2022
81;Arauca;81591;Puerto Rondón;4;Enero - Septiembre;2022
25;Cundinamarca;25572;Puerto Salgar;3;Enero - Septiembre;2022
54;Norte de Santander;54553;Puerto Santander;3;Enero - Septiembre;2022
19;Cauca;19573;Puerto Tejada;43;Enero - Septiembre;2022
5;Antioquia;5591;Puerto Triunfo;6;Enero - Septiembre;2022
68;Santander;68575;Puerto Wilches;22;Enero - Septiembre;2022
52;Nariño;52585;Pupiales;2;Enero - Septiembre;2022
19;Cauca;19585;Puracé;1;Enero - Septiembre;2022
23;Córdoba;23586;Purísima de La Concepción;3;Enero - Septiembre;2022
25;Cundinamarca;25594;Quetame;1;Enero - Septiembre;2022
27;Chocó;27001;Quibdó;133;Enero - Septiembre;2022
63;Quindio;63594;Quimbaya;10;Enero - Septiembre;2022
66;Risaralda;66594;Quinchía;5;Enero - Septiembre;2022
25;Cundinamarca;25596;Quipile;1;Enero - Septiembre;2022
54;Norte de Santander;54599;Ragonvalia;4;Enero - Septiembre;2022
15;Boyacá;15600;Ráquira;1;Enero - Septiembre;2022
5;Antioquia;5604;Remedios;58;Enero - Septiembre;2022
47;Magdalena;47605;Remolino;6;Enero - Septiembre;2022
8;Atlántico;8606;Repelón;1;Enero - Septiembre;2022
50;Meta;50606;Restrepo;1;Enero - Septiembre;2022
76;Valle del Cauca;76606;Restrepo;10;Enero - Septiembre;2022
5;Antioquia;5607;Retiro;7;Enero - Septiembre;2022
25;Cundinamarca;25612;Ricaurte;2;Enero - Septiembre;2022
52;Nariño;52612;Ricaurte;12;Enero - Septiembre;2022
20;Cesar;20614;Río de Oro;2;Enero - Septiembre;2022
27;Chocó;27580;Río Iró;1;Enero - Septiembre;2022
13;Bolívar;13600;Río Viejo;1;Enero - Septiembre;2022
73;Tolima;73616;Rioblanco;7;Enero - Septiembre;2022
76;Valle del Cauca;76616;Riofrío;10;Enero - Septiembre;2022
44;La Guajira;44001;Riohacha;36;Enero - Septiembre;2022
5;Antioquia;5615;Rionegro;25;Enero - Septiembre;2022
68;Santander;68615;Rionegro;2;Enero - Septiembre;2022
17;Caldas;17614;Riosucio;3;Enero - Septiembre;2022
27;Chocó;27615;Riosucio;10;Enero - Septiembre;2022
17;Caldas;17616;Risaralda;4;Enero - Septiembre;2022
41;Huila;41615;Rivera;3;Enero - Septiembre;2022
52;Nariño;52621;Roberto Payán;5;Enero - Septiembre;2022
76;Valle del Cauca;76622;Roldanillo;3;Enero - Septiembre;2022
19;Cauca;19622;Rosas;1;Enero - Septiembre;2022
73;Tolima;73624;Rovira;14;Enero - Septiembre;2022
68;Santander;68655;Sabana de Torres;6;Enero - Septiembre;2022
8;Atlántico;8634;Sabanagrande;4;Enero - Septiembre;2022
5;Antioquia;5628;Sabanalarga;1;Enero - Septiembre;2022
8;Atlántico;8638;Sabanalarga;7;Enero - Septiembre;2022
85;Casanare;85300;Sabanalarga;1;Enero - Septiembre;2022
47;Magdalena;47660;Sabanas de San Ángel;1;Enero - Septiembre;2022
5;Antioquia;5631;Sabaneta;6;Enero - Septiembre;2022
23;Córdoba;23660;Sahagún;23;Enero - Septiembre;2022
41;Huila;41660;Saladoblanco;1;Enero - Septiembre;2022
17;Caldas;17653;Salamina;2;Enero - Septiembre;2022
47;Magdalena;47675;Salamina;1;Enero - Septiembre;2022
73;Tolima;73671;Saldaña;2;Enero - Septiembre;2022
5;Antioquia;5642;Salgar;18;Enero - Septiembre;2022
15;Boyacá;15646;Samacá;3;Enero - Septiembre;2022
17;Caldas;17662;Samaná;1;Enero - Septiembre;2022
52;Nariño;52678;Samaniego;22;Enero - Septiembre;2022
70;Sucre;70670;Sampués;10;Enero - Septiembre;2022
41;Huila;41668;San Agustín;8;Enero - Septiembre;2022
20;Cesar;20710;San Alberto;5;Enero - Septiembre;2022
68;Santander;68669;San Andrés;1;Enero - Septiembre;2022
88;Archipiélago de San Andrés;88001;San Andrés;17;Enero - Septiembre;2022
5;Antioquia;5647;San Andrés de Cuerquía;2;Enero - Septiembre;2022
52;Nariño;52835;San Andrés de Tumaco;133;Enero - Septiembre;2022
23;Córdoba;23672;San Antero;11;Enero - Septiembre;2022
73;Tolima;73675;San Antonio;2;Enero - Septiembre;2022
25;Cundinamarca;25645;San Antonio del Tequendama;3;Enero - Septiembre;2022
70;Sucre;70678;San Benito Abad;2;Enero - Septiembre;2022
52;Nariño;52685;San Bernardo;2;Enero - Septiembre;2022
23;Córdoba;23675;San Bernardo del Viento;3;Enero - Septiembre;2022
54;Norte de Santander;54670;San Calixto;2;Enero - Septiembre;2022
5;Antioquia;5649;San Carlos;3;Enero - Septiembre;2022
23;Córdoba;23678;San Carlos;5;Enero - Septiembre;2022
13;Bolívar;13620;San Cristóbal;1;Enero - Septiembre;2022
20;Cesar;20750;San Diego;1;Enero - Septiembre;2022
13;Bolívar;13650;San Fernando;1;Enero - Septiembre;2022
5;Antioquia;5652;San Francisco;8;Enero - Septiembre;2022
68;Santander;68679;San Gil;2;Enero - Septiembre;2022
13;Bolívar;13654;San Jacinto;9;Enero - Septiembre;2022
5;Antioquia;5656;San Jerónimo;4;Enero - Septiembre;2022
54;Norte de Santander;54001;San José de Cúcuta;181;Enero - Septiembre;2022
5;Antioquia;5658;San José de La Montaña;1;Enero - Septiembre;2022
23;Córdoba;23682;San José de Uré;1;Enero - Septiembre;2022
18;Caquetá;18610;San José del Fragua;8;Enero - Septiembre;2022
95;Guaviare;95001;San José del Guaviare;24;Enero - Septiembre;2022
27;Chocó;27660;San José del Palmar;9;Enero - Septiembre;2022
50;Meta;50683;San Juan de Arama;2;Enero - Septiembre;2022
5;Antioquia;5659;San Juan de Urabá;1;Enero - Septiembre;2022
44;La Guajira;44650;San Juan del Cesar;7;Enero - Septiembre;2022
13;Bolívar;13657;San Juan Nepomuceno;3;Enero - Septiembre;2022
52;Nariño;52687;San Lorenzo;3;Enero - Septiembre;2022
5;Antioquia;5660;San Luis;9;Enero - Septiembre;2022
73;Tolima;73678;San Luis;1;Enero - Septiembre;2022
70;Sucre;70742;San Luis de Sincé;2;Enero - Septiembre;2022
70;Sucre;70708;San Marcos;14;Enero - Septiembre;2022
20;Cesar;20770;San Martín;4;Enero - Septiembre;2022
50;Meta;50689;San Martín;9;Enero - Septiembre;2022
13;Bolívar;13667;San Martín de Loba;3;Enero - Septiembre;2022
86;Putumayo;86757;San Miguel;7;Enero - Septiembre;2022
70;Sucre;70713;San Onofre;12;Enero - Septiembre;2022
13;Bolívar;13670;San Pablo;22;Enero - Septiembre;2022
52;Nariño;52693;San Pablo;2;Enero - Septiembre;2022
15;Boyacá;15681;San Pablo de Borbur;1;Enero - Septiembre;2022
70;Sucre;70717;San Pedro;3;Enero - Septiembre;2022
76;Valle del Cauca;76670;San Pedro;2;Enero - Septiembre;2022
5;Antioquia;5664;San Pedro de Los Milagros;3;Enero - Septiembre;2022
5;Antioquia;5665;San Pedro de Urabá;4;Enero - Septiembre;2022
23;Córdoba;23686;San Pelayo;7;Enero - Septiembre;2022
5;Antioquia;5667;San Rafael;2;Enero - Septiembre;2022
5;Antioquia;5670;San Roque;15;Enero - Septiembre;2022
5;Antioquia;5674;San Vicente;4;Enero - Septiembre;2022
68;Santander;68689;San Vicente de Chucurí;1;Enero - Septiembre;2022
18;Caquetá;18753;San Vicente del Caguán;21;Enero - Septiembre;2022
52;Nariño;52683;Sandoná;4;Enero - Septiembre;2022
5;Antioquia;5679;Santa Bárbara;10;Enero - Septiembre;2022
52;Nariño;52696;Santa Bárbara;5;Enero - Septiembre;2022
47;Magdalena;47720;Santa Bárbara de Pinto;3;Enero - Septiembre;2022
13;Bolívar;13673;Santa Catalina;2;Enero - Septiembre;2022
68;Santander;68720;Santa Helena del Opón;1;Enero - Septiembre;2022
73;Tolima;73686;Santa Isabel;1;Enero - Septiembre;2022
41;Huila;41676;Santa María;5;Enero - Septiembre;2022
47;Magdalena;47001;Santa Marta;146;Enero - Septiembre;2022
13;Bolívar;13683;Santa Rosa;9;Enero - Septiembre;2022
66;Risaralda;66682;Santa Rosa de Cabal;7;Enero - Septiembre;2022
5;Antioquia;5686;Santa Rosa de Osos;17;Enero - Septiembre;2022
13;Bolívar;13688;Santa Rosa del Sur;12;Enero - Septiembre;2022
52;Nariño;52699;Santacruz;2;Enero - Septiembre;2022
5;Antioquia;5042;Santafé de Antioquia;14;Enero - Septiembre;2022
15;Boyacá;15686;Santana;1;Enero - Septiembre;2022
19;Cauca;19698;Santander de Quilichao;105;Enero - Septiembre;2022
70;Sucre;70820;Santiago de Tolú;5;Enero - Septiembre;2022
5;Antioquia;5690;Santo Domingo;11;Enero - Septiembre;2022
8;Atlántico;8685;Santo Tomás;2;Enero - Septiembre;2022
66;Risaralda;66687;Santuario;3;Enero - Septiembre;2022
81;Arauca;81736;Saravena;103;Enero - Septiembre;2022
54;Norte de Santander;54720;Sardinata;6;Enero - Septiembre;2022
25;Cundinamarca;25718;Sasaima;1;Enero - Septiembre;2022
5;Antioquia;5736;Segovia;38;Enero - Septiembre;2022
25;Cundinamarca;25736;Sesquilé;1;Enero - Septiembre;2022
76;Valle del Cauca;76736;Sevilla;17;Enero - Septiembre;2022
25;Cundinamarca;25740;Sibaté;3;Enero - Septiembre;2022
25;Cundinamarca;25743;Silvania;3;Enero - Septiembre;2022
19;Cauca;19743;Silvia;3;Enero - Septiembre;2022
13;Bolívar;13744;Simití;17;Enero - Septiembre;2022
70;Sucre;70001;Sincelejo;62;Enero - Septiembre;2022
47;Magdalena;47745;Sitionuevo;13;Enero - Septiembre;2022
25;Cundinamarca;25754;Soacha;105;Enero - Septiembre;2022
15;Boyacá;15757;Socha;2;Enero - Septiembre;2022
68;Santander;68755;Socorro;1;Enero - Septiembre;2022
15;Boyacá;15759;Sogamoso;4;Enero - Septiembre;2022
18;Caquetá;18756;Solano;5;Enero - Septiembre;2022
8;Atlántico;8758;Soledad;135;Enero - Septiembre;2022
18;Caquetá;18785;Solita;1;Enero - Septiembre;2022
5;Antioquia;5756;Sonsón;22;Enero - Septiembre;2022
5;Antioquia;5761;Sopetrán;3;Enero - Septiembre;2022
13;Bolívar;13760;Soplaviento;1;Enero - Septiembre;2022
15;Boyacá;15763;Sotaquirá;1;Enero - Septiembre;2022
8;Atlántico;8770;Suan;2;Enero - Septiembre;2022
19;Cauca;19780;Suárez;25;Enero - Septiembre;2022
41;Huila;41770;Suaza;4;Enero - Septiembre;2022
25;Cundinamarca;25769;Subachoque;2;Enero - Septiembre;2022
19;Cauca;19785;Sucre;3;Enero - Septiembre;2022
70;Sucre;70771;Sucre;3;Enero - Septiembre;2022
25;Cundinamarca;25772;Suesca;1;Enero - Septiembre;2022
17;Caldas;17777;Supía;3;Enero - Septiembre;2022
27;Chocó;27787;Tadó;4;Enero - Septiembre;2022
13;Bolívar;13780;Talaigua Nuevo;1;Enero - Septiembre;2022
20;Cesar;20787;Tamalameque;5;Enero - Septiembre;2022
81;Arauca;81794;Tame;60;Enero - Septiembre;2022
5;Antioquia;5789;Támesis;1;Enero - Septiembre;2022
52;Nariño;52786;Taminango;2;Enero - Septiembre;2022
5;Antioquia;5790;Tarazá;16;Enero - Septiembre;2022
41;Huila;41791;Tarqui;1;Enero - Septiembre;2022
85;Casanare;85410;Tauramena;2;Enero - Septiembre;2022
41;Huila;41799;Tello;1;Enero - Septiembre;2022
25;Cundinamarca;25799;Tenjo;2;Enero - Septiembre;2022
54;Norte de Santander;54800;Teorama;10;Enero - Septiembre;2022
41;Huila;41801;Teruel;1;Enero - Septiembre;2022
25;Cundinamarca;25805;Tibacuy;1;Enero - Septiembre;2022
15;Boyacá;15804;Tibaná;1;Enero - Septiembre;2022
54;Norte de Santander;54810;Tibú;36;Enero - Septiembre;2022
23;Córdoba;23807;Tierralta;19;Enero - Septiembre;2022
41;Huila;41807;Timaná;2;Enero - Septiembre;2022
19;Cauca;19807;Timbío;9;Enero - Septiembre;2022
19;Cauca;19809;Timbiquí;9;Enero - Septiembre;2022
13;Bolívar;13810;Tiquisio;3;Enero - Septiembre;2022
5;Antioquia;5809;Titiribí;1;Enero - Septiembre;2022
25;Cundinamarca;25815;Tocaima;5;Enero - Septiembre;2022
25;Cundinamarca;25817;Tocancipá;1;Enero - Septiembre;2022
5;Antioquia;5819;Toledo;4;Enero - Septiembre;2022
54;Norte de Santander;54820;Toledo;6;Enero - Septiembre;2022
70;Sucre;70823;Tolú Viejo;2;Enero - Septiembre;2022
19;Cauca;19821;Toribío;9;Enero - Septiembre;2022
76;Valle del Cauca;76823;Toro;20;Enero - Septiembre;2022
85;Casanare;85430;Trinidad;2;Enero - Septiembre;2022
76;Valle del Cauca;76828;Trujillo;11;Enero - Septiembre;2022
8;Atlántico;8832;Tubará;3;Enero - Septiembre;2022
23;Córdoba;23815;Tuchín;3;Enero - Septiembre;2022
76;Valle del Cauca;76834;Tuluá;78;Enero - Septiembre;2022
15;Boyacá;15001;Tunja;6;Enero - Septiembre;2022
52;Nariño;52838;Túquerres;4;Enero - Septiembre;2022
13;Bolívar;13836;Turbaco;13;Enero - Septiembre;2022
13;Bolívar;13838;Turbaná;1;Enero - Septiembre;2022
5;Antioquia;5837;Turbo;58;Enero - Septiembre;2022
76;Valle del Cauca;76845;Ulloa;3;Enero - Septiembre;2022
15;Boyacá;15842;Úmbita;1;Enero - Septiembre;2022
27;Chocó;27800;Unguía;4;Enero - Septiembre;2022
27;Chocó;27810;Unión Panamericana;1;Enero - Septiembre;2022
5;Antioquia;5842;Uramita;3;Enero - Septiembre;2022
50;Meta;50370;Uribe;9;Enero - Septiembre;2022
44;La Guajira;44847;Uribia;4;Enero - Septiembre;2022
5;Antioquia;5847;Urrao;20;Enero - Septiembre;2022
5;Antioquia;5854;Valdivia;22;Enero - Septiembre;2022
23;Córdoba;23855;Valencia;6;Enero - Septiembre;2022
73;Tolima;73854;Valle de San Juan;1;Enero - Septiembre;2022
86;Putumayo;86865;Valle del Guamuez;23;Enero - Septiembre;2022
20;Cesar;20001;Valledupar;97;Enero - Septiembre;2022
18;Caquetá;18860;Valparaíso;1;Enero - Septiembre;2022
5;Antioquia;5858;Vegachí;18;Enero - Septiembre;2022
73;Tolima;73861;Venadillo;2;Enero - Septiembre;2022
5;Antioquia;5861;Venecia;13;Enero - Septiembre;2022
15;Boyacá;15861;Ventaquemada;2;Enero - Septiembre;2022
25;Cundinamarca;25862;Vergara;1;Enero - Septiembre;2022
76;Valle del Cauca;76863;Versalles;2;Enero - Septiembre;2022
17;Caldas;17867;Victoria;2;Enero - Septiembre;2022
76;Valle del Cauca;76869;Vijes;3;Enero - Septiembre;2022
15;Boyacá;15407;Villa de Leyva;1;Enero - Septiembre;2022
25;Cundinamarca;25843;Villa de San Diego de Ubaté;3;Enero - Septiembre;2022
54;Norte de Santander;54874;Villa del Rosario;26;Enero - Septiembre;2022
19;Cauca;19845;Villa Rica;19;Enero - Septiembre;2022
86;Putumayo;86885;Villagarzón;7;Enero - Septiembre;2022
73;Tolima;73870;Villahermosa;5;Enero - Septiembre;2022
17;Caldas;17873;Villamaría;3;Enero - Septiembre;2022
13;Bolívar;13873;Villanueva;5;Enero - Septiembre;2022
44;La Guajira;44874;Villanueva;3;Enero - Septiembre;2022
85;Casanare;85440;Villanueva;7;Enero - Septiembre;2022
25;Cundinamarca;25873;Villapinzón;1;Enero - Septiembre;2022
50;Meta;50001;Villavicencio;64;Enero - Septiembre;2022
25;Cundinamarca;25875;Villeta;3;Enero - Septiembre;2022
25;Cundinamarca;25878;Viotá;1;Enero - Septiembre;2022
50;Meta;50711;Vistahermosa;9;Enero - Septiembre;2022
17;Caldas;17877;Viterbo;3;Enero - Septiembre;2022
25;Cundinamarca;25885;Yacopí;1;Enero - Septiembre;2022
5;Antioquia;5885;Yalí;3;Enero - Septiembre;2022
5;Antioquia;5887;Yarumal;21;Enero - Septiembre;2022
5;Antioquia;5890;Yolombó;13;Enero - Septiembre;2022
5;Antioquia;5893;Yondó;11;Enero - Septiembre;2022
85;Casanare;85001;Yopal;14;Enero - Septiembre;2022
76;Valle del Cauca;76890;Yotoco;6;Enero - Septiembre;2022
76;Valle del Cauca;76892;Yumbo;48;Enero - Septiembre;2022
13;Bolívar;13894;Zambrano;1;Enero - Septiembre;2022
47;Magdalena;47960;Zapayán;1;Enero - Septiembre;2022
5;Antioquia;5895;Zaragoza;8;Enero - Septiembre;2022
76;Valle del Cauca;76895;Zarzal;16;Enero - Septiembre;2022
25;Cundinamarca;25899;Zipaquirá;13;Enero - Septiembre;2022
47;Magdalena;47980;Zona Bananera;39;Enero - Septiembre;2022
68;Santander;68152;Carcasí;0;Enero - Septiembre;2022
68;Santander;68673;San Benito;0;Enero - Septiembre;2022
15;Boyacá;15690;Santa María;0;Enero - Septiembre;2022
5;Antioquia;5004;Abriaquí;0;Enero - Septiembre;2022
41;Huila;41013;Agrado;0;Enero - Septiembre;2022
25;Cundinamarca;25001;Agua de Dios;0;Enero - Septiembre;2022
25;Cundinamarca;25019;Albán;0;Enero - Septiembre;2022
52;Nariño;52022;Aldana;0;Enero - Septiembre;2022
5;Antioquia;5021;Alejandría;0;Enero - Septiembre;2022
15;Boyacá;15022;Almeida;0;Enero - Septiembre;2022
41;Huila;41026;Altamira;0;Enero - Septiembre;2022
13;Bolívar;13030;Altos del Rosario;0;Enero - Septiembre;2022
25;Cundinamarca;25035;Anapoima;0;Enero - Septiembre;2022
5;Antioquia;5044;Anzá;0;Enero - Septiembre;2022
25;Cundinamarca;25599;Apulo;0;Enero - Septiembre;2022
25;Cundinamarca;25053;Arbeláez;0;Enero - Septiembre;2022
52;Nariño;52051;Arboleda;0;Enero - Septiembre;2022
54;Norte de Santander;54051;Arboledas;0;Enero - Septiembre;2022
15;Boyacá;15051;Arcabuco;0;Enero - Septiembre;2022
76;Valle del Cauca;76054;Argelia;0;Enero - Septiembre;2022
13;Bolívar;13062;Arroyohondo;0;Enero - Septiembre;2022
27;Chocó;27073;Bagadó;0;Enero - Septiembre;2022
27;Chocó;27077;Bajo Baudó;0;Enero - Septiembre;2022
66;Risaralda;66075;Balboa;0;Enero - Septiembre;2022
8;Atlántico;8078;Baranoa;0;Enero - Septiembre;2022
68;Santander;68079;Barichara;0;Enero - Septiembre;2022
94;Guainía;94343;Barrancominas;0;Enero - Septiembre;2022
15;Boyacá;15087;Belén;0;Enero - Septiembre;2022
52;Nariño;52083;Belén;0;Enero - Septiembre;2022
25;Cundinamarca;25086;Beltrán;0;Enero - Septiembre;2022
15;Boyacá;15092;Betéitiva;0;Enero - Septiembre;2022
68;Santander;68092;Betulia;0;Enero - Septiembre;2022
25;Cundinamarca;25095;Bituima;0;Enero - Septiembre;2022
15;Boyacá;15097;Boavita;0;Enero - Septiembre;2022
15;Boyacá;15104;Boyacá;0;Enero - Septiembre;2022
15;Boyacá;15106;Briceño;0;Enero - Septiembre;2022
15;Boyacá;15109;Buenavista;0;Enero - Septiembre;2022
70;Sucre;70110;Buenavista;0;Enero - Septiembre;2022
15;Boyacá;15114;Busbanzá;0;Enero - Septiembre;2022
25;Cundinamarca;25120;Cabrera;0;Enero - Septiembre;2022
68;Santander;68121;Cabrera;0;Enero - Septiembre;2022
94;Guainía;94886;Cacahual (CD);0;Enero - Septiembre;2022
54;Norte de Santander;54125;Cácota;0;Enero - Septiembre;2022
70;Sucre;70124;Caimito;0;Enero - Septiembre;2022
68;Santander;68132;California;0;Enero - Septiembre;2022
8;Atlántico;8137;Campo de La Cruz;0;Enero - Septiembre;2022
15;Boyacá;15135;Campohermoso;0;Enero - Septiembre;2022
23;Córdoba;23090;Canalete;0;Enero - Septiembre;2022
8;Atlántico;8141;Candelaria;0;Enero - Septiembre;2022
25;Cundinamarca;25148;Caparrapí;0;Enero - Septiembre;2022
68;Santander;68147;Capitanejo;0;Enero - Septiembre;2022
73;Tolima;73148;Carmen de Apicalá;0;Enero - Septiembre;2022
27;Chocó;27150;Carmen del Darién;0;Enero - Septiembre;2022
5;Antioquia;5150;Carolina;0;Enero - Septiembre;2022
68;Santander;68160;Cepitá;0;Enero - Septiembre;2022
15;Boyacá;15162;Cerinza;0;Enero - Septiembre;2022
47;Magdalena;47161;Cerro de San Antonio;0;Enero - Septiembre;2022
27;Chocó;27160;Cértegui;0;Enero - Septiembre;2022
70;Sucre;70230;Chalán;0;Enero - Septiembre;2022
85;Casanare;85015;Chámeza;0;Enero - Septiembre;2022
68;Santander;68169;Charta;0;Enero - Septiembre;2022
68;Santander;68176;Chimá;0;Enero - Septiembre;2022
15;Boyacá;15172;Chinavita;0;Enero - Septiembre;2022
68;Santander;68179;Chipatá;0;Enero - Septiembre;2022
15;Boyacá;15232;Chíquiza;0;Enero - Septiembre;2022
15;Boyacá;15180;Chiscas;0;Enero - Septiembre;2022
54;Norte de Santander;54174;Chitagá;0;Enero - Septiembre;2022
15;Boyacá;15187;Chivatá;0;Enero - Septiembre;2022
15;Boyacá;15236;Chivor;0;Enero - Septiembre;2022
25;Cundinamarca;25181;Choachí;0;Enero - Septiembre;2022
25;Cundinamarca;25183;Chocontá;0;Enero - Septiembre;2022
15;Boyacá;15189;Ciénega;0;Enero - Septiembre;2022
41;Huila;41206;Colombia;0;Enero - Septiembre;2022
86;Putumayo;86219;Colón;0;Enero - Septiembre;2022
68;Santander;68207;Concepción;0;Enero - Septiembre;2022
47;Magdalena;47205;Concordia;0;Enero - Septiembre;2022
68;Santander;68209;Confines;0;Enero - Septiembre;2022
52;Nariño;52207;Consacá;0;Enero - Septiembre;2022
52;Nariño;52210;Contadero;0;Enero - Septiembre;2022
68;Santander;68211;Contratación;0;Enero - Septiembre;2022
63;Quindio;63212;Córdoba;0;Enero - Septiembre;2022
15;Boyacá;15215;Corrales;0;Enero - Septiembre;2022
25;Cundinamarca;25214;Cota;0;Enero - Septiembre;2022
23;Córdoba;23300;Cotorra;0;Enero - Septiembre;2022
15;Boyacá;15218;Covarachía;0;Enero - Septiembre;2022
15;Boyacá;15226;Cuítiva;0;Enero - Septiembre;2022
68;Santander;68229;Curití;0;Enero - Septiembre;2022
54;Norte de Santander;54239;Durania;0;Enero - Septiembre;2022
50;Meta;50245;El Calvario;0;Enero - Septiembre;2022
15;Boyacá;15244;El Cocuy;0;Enero - Septiembre;2022
50;Meta;50270;El Dorado;0;Enero - Septiembre;2022
91;Amazonas;91263;El Encanto (CD);0;Enero - Septiembre;2022
15;Boyacá;15248;El Espino;0;Enero - Septiembre;2022
13;Bolívar;13248;El Guamo;0;Enero - Septiembre;2022
44;La Guajira;44110;El Molino;0;Enero - Septiembre;2022
13;Bolívar;13268;El Peñón;0;Enero - Septiembre;2022
25;Cundinamarca;25258;El Peñón;0;Enero - Septiembre;2022
68;Santander;68250;El Peñón;0;Enero - Septiembre;2022
41;Huila;41244;Elías;0;Enero - Septiembre;2022
68;Santander;68264;Encino;0;Enero - Septiembre;2022
68;Santander;68266;Enciso;0;Enero - Septiembre;2022
17;Caldas;17272;Filadelfia;0;Enero - Septiembre;2022
63;Quindio;63272;Filandia;0;Enero - Septiembre;2022
