div_dpto;departamento;div_mun;municipio;ano;mes;casos;fecha
47;Magdalena;47460;Nueva Granada;2022;Enero;0;2022-01-31
47;Magdalena;47541;Pedraza;2022;Enero;0;2022-01-31
47;Magdalena;47545;Pijiño del Carmen;2022;Enero;0;2022-01-31
47;Magdalena;47605;Remolino;2022;Enero;0;2022-01-31
47;Magdalena;47675;Salamina;2022;Enero;0;2022-01-31
47;Magdalena;47692;San Sebastián de Buenavista;2022;Enero;0;2022-01-31
47;Magdalena;47703;San Zenón;2022;Enero;0;2022-01-31
47;Magdalena;47707;Santa Ana;2022;Enero;0;2022-01-31
47;Magdalena;47798;Tenerife;2022;Enero;0;2022-01-31
47;Magdalena;47960;Zapayán;2022;Enero;0;2022-01-31
50;Meta;50110;Barranca de Upía;2022;Enero;0;2022-01-31
50;Meta;50150;Castilla la Nueva;2022;Enero;0;2022-01-31
50;Meta;50223;Cubarral;2022;Enero;0;2022-01-31
50;Meta;50226;Cumaral;2022;Enero;0;2022-01-31
50;Meta;50245;El Calvario;2022;Enero;0;2022-01-31
50;Meta;50270;El Dorado;2022;Enero;0;2022-01-31
50;Meta;50287;Fuente de Oro;2022;Enero;0;2022-01-31
50;Meta;50325;Mapiripán;2022;Enero;0;2022-01-31
50;Meta;50330;Mesetas;2022;Enero;0;2022-01-31
50;Meta;50450;Puerto Concordia;2022;Enero;0;2022-01-31
50;Meta;50573;Puerto López;2022;Enero;0;2022-01-31
50;Meta;50577;Puerto Lleras;2022;Enero;0;2022-01-31
50;Meta;50590;Puerto Rico;2022;Enero;0;2022-01-31
50;Meta;50606;Restrepo;2022;Enero;0;2022-01-31
50;Meta;50680;San Carlos de Guaroa;2022;Enero;0;2022-01-31
50;Meta;50683;San Juan de Arama;2022;Enero;0;2022-01-31
50;Meta;50686;San Juanito;2022;Enero;0;2022-01-31
52;Nariño;52019;Albán;2022;Enero;0;2022-01-31
52;Nariño;52022;Aldana;2022;Enero;0;2022-01-31
52;Nariño;52036;Ancuya;2022;Enero;0;2022-01-31
52;Nariño;52051;Arboleda;2022;Enero;0;2022-01-31
52;Nariño;52083;Belén;2022;Enero;0;2022-01-31
52;Nariño;52207;Consacá;2022;Enero;0;2022-01-31
52;Nariño;52210;Contadero;2022;Enero;0;2022-01-31
52;Nariño;52215;Córdoba;2022;Enero;0;2022-01-31
52;Nariño;52224;Cuaspud Carlosama;2022;Enero;0;2022-01-31
52;Nariño;52227;Cumbal;2022;Enero;0;2022-01-31
52;Nariño;52240;Chachagüí;2022;Enero;0;2022-01-31
52;Nariño;52250;El Charco;2022;Enero;0;2022-01-31
52;Nariño;52254;El Peñol;2022;Enero;0;2022-01-31
52;Nariño;52256;El Rosario;2022;Enero;0;2022-01-31
52;Nariño;52258;El Tablón de Gómez;2022;Enero;0;2022-01-31
52;Nariño;52287;Funes;2022;Enero;0;2022-01-31
52;Nariño;52317;Guachucal;2022;Enero;0;2022-01-31
52;Nariño;52320;Guaitarilla;2022;Enero;0;2022-01-31
52;Nariño;52323;Gualmatán;2022;Enero;0;2022-01-31
52;Nariño;52354;Imués;2022;Enero;0;2022-01-31
52;Nariño;52378;La Cruz;2022;Enero;0;2022-01-31
52;Nariño;52381;La Florida;2022;Enero;0;2022-01-31
52;Nariño;52385;La Llanada;2022;Enero;0;2022-01-31
52;Nariño;52399;La Unión;2022;Enero;0;2022-01-31
52;Nariño;52405;Leiva;2022;Enero;0;2022-01-31
52;Nariño;52411;Linares;2022;Enero;0;2022-01-31
52;Nariño;52418;Los Andes;2022;Enero;0;2022-01-31
52;Nariño;52427;Magüí;2022;Enero;0;2022-01-31
52;Nariño;52435;Mallama;2022;Enero;0;2022-01-31
52;Nariño;52473;Mosquera;2022;Enero;0;2022-01-31
52;Nariño;52480;Nariño;2022;Enero;0;2022-01-31
52;Nariño;52490;Olaya Herrera;2022;Enero;0;2022-01-31
52;Nariño;52506;Ospina;2022;Enero;0;2022-01-31
52;Nariño;52520;Francisco Pizarro;2022;Enero;0;2022-01-31
52;Nariño;52560;Potosí;2022;Enero;0;2022-01-31
52;Nariño;52565;Providencia;2022;Enero;0;2022-01-31
52;Nariño;52573;Puerres;2022;Enero;0;2022-01-31
52;Nariño;52585;Pupiales;2022;Enero;0;2022-01-31
52;Nariño;52621;Roberto Payán;2022;Enero;0;2022-01-31
52;Nariño;52678;Samaniego;2022;Enero;0;2022-01-31
52;Nariño;52683;Sandoná;2022;Enero;0;2022-01-31
52;Nariño;52685;San Bernardo;2022;Enero;0;2022-01-31
52;Nariño;52687;San Lorenzo;2022;Enero;0;2022-01-31
52;Nariño;52693;San Pablo;2022;Enero;0;2022-01-31
52;Nariño;52694;San Pedro de Cartago;2022;Enero;0;2022-01-31
52;Nariño;52696;Santa Bárbara;2022;Enero;0;2022-01-31
52;Nariño;52699;Santacruz;2022;Enero;0;2022-01-31
52;Nariño;52720;Sapuyes;2022;Enero;0;2022-01-31
52;Nariño;52788;Tangua;2022;Enero;0;2022-01-31
52;Nariño;52838;Túquerres;2022;Enero;0;2022-01-31
52;Nariño;52885;Yacuanquer;2022;Enero;0;2022-01-31
54;Norte de Santander;54003;Ábrego;2022;Enero;0;2022-01-31
54;Norte de Santander;54051;Arboledas;2022;Enero;0;2022-01-31
54;Norte de Santander;54125;Cácota;2022;Enero;0;2022-01-31
54;Norte de Santander;54128;Cáchira;2022;Enero;0;2022-01-31
54;Norte de Santander;54172;Chinácota;2022;Enero;0;2022-01-31
54;Norte de Santander;54174;Chitagá;2022;Enero;0;2022-01-31
54;Norte de Santander;54223;Cucutilla;2022;Enero;0;2022-01-31
54;Norte de Santander;54239;Durania;2022;Enero;0;2022-01-31
54;Norte de Santander;54250;El Tarra;2022;Enero;0;2022-01-31
54;Norte de Santander;54261;El Zulia;2022;Enero;0;2022-01-31
54;Norte de Santander;54313;Gramalote;2022;Enero;0;2022-01-31
54;Norte de Santander;54344;Hacarí;2022;Enero;0;2022-01-31
54;Norte de Santander;54347;Herrán;2022;Enero;0;2022-01-31
54;Norte de Santander;54377;Labateca;2022;Enero;0;2022-01-31
54;Norte de Santander;54385;La Esperanza;2022;Enero;0;2022-01-31
54;Norte de Santander;54398;La Playa;2022;Enero;0;2022-01-31
54;Norte de Santander;54405;Los Patios;2022;Enero;0;2022-01-31
54;Norte de Santander;54418;Lourdes;2022;Enero;0;2022-01-31
54;Norte de Santander;54480;Mutiscua;2022;Enero;0;2022-01-31
54;Norte de Santander;54518;Pamplona;2022;Enero;0;2022-01-31
54;Norte de Santander;54520;Pamplonita;2022;Enero;0;2022-01-31
54;Norte de Santander;54553;Puerto Santander;2022;Enero;0;2022-01-31
54;Norte de Santander;54599;Ragonvalia;2022;Enero;0;2022-01-31
54;Norte de Santander;54660;Salazar;2022;Enero;0;2022-01-31
54;Norte de Santander;54673;San Cayetano;2022;Enero;0;2022-01-31
54;Norte de Santander;54680;Santiago;2022;Enero;0;2022-01-31
54;Norte de Santander;54743;Silos;2022;Enero;0;2022-01-31
54;Norte de Santander;54800;Teorama;2022;Enero;0;2022-01-31
54;Norte de Santander;54871;Villa Caro;2022;Enero;0;2022-01-31
63;Quindio;63111;Buenavista;2022;Enero;0;2022-01-31
63;Quindio;63212;Córdoba;2022;Enero;0;2022-01-31
63;Quindio;63272;Filandia;2022;Enero;0;2022-01-31
63;Quindio;63302;Génova;2022;Enero;0;2022-01-31
63;Quindio;63470;Montenegro;2022;Enero;0;2022-01-31
63;Quindio;63548;Pijao;2022;Enero;0;2022-01-31
66;Risaralda;66045;Apía;2022;Enero;0;2022-01-31
66;Risaralda;66075;Balboa;2022;Enero;0;2022-01-31
66;Risaralda;66318;Guática;2022;Enero;0;2022-01-31
66;Risaralda;66383;La Celia;2022;Enero;0;2022-01-31
66;Risaralda;66440;Marsella;2022;Enero;0;2022-01-31
66;Risaralda;66456;Mistrató;2022;Enero;0;2022-01-31
66;Risaralda;66572;Pueblo Rico;2022;Enero;0;2022-01-31
66;Risaralda;66687;Santuario;2022;Enero;0;2022-01-31
68;Santander;68013;Aguada;2022;Enero;0;2022-01-31
68;Santander;68051;Aratoca;2022;Enero;0;2022-01-31
68;Santander;68077;Barbosa;2022;Enero;0;2022-01-31
68;Santander;68079;Barichara;2022;Enero;0;2022-01-31
68;Santander;68092;Betulia;2022;Enero;0;2022-01-31
68;Santander;68101;Bolívar;2022;Enero;0;2022-01-31
68;Santander;68121;Cabrera;2022;Enero;0;2022-01-31
68;Santander;68132;California;2022;Enero;0;2022-01-31
68;Santander;68147;Capitanejo;2022;Enero;0;2022-01-31
68;Santander;68152;Carcasí;2022;Enero;0;2022-01-31
68;Santander;68160;Cepitá;2022;Enero;0;2022-01-31
68;Santander;68162;Cerrito;2022;Enero;0;2022-01-31
68;Santander;68167;Charalá;2022;Enero;0;2022-01-31
68;Santander;68169;Charta;2022;Enero;0;2022-01-31
68;Santander;68176;Chimá;2022;Enero;0;2022-01-31
68;Santander;68179;Chipatá;2022;Enero;0;2022-01-31
68;Santander;68207;Concepción;2022;Enero;0;2022-01-31
68;Santander;68209;Confines;2022;Enero;0;2022-01-31
68;Santander;68211;Contratación;2022;Enero;0;2022-01-31
68;Santander;68229;Curití;2022;Enero;0;2022-01-31
68;Santander;68235;El Carmen de Chucurí;2022;Enero;0;2022-01-31
68;Santander;68245;El Guacamayo;2022;Enero;0;2022-01-31
68;Santander;68250;El Peñón;2022;Enero;0;2022-01-31
68;Santander;68255;El Playón;2022;Enero;0;2022-01-31
68;Santander;68264;Encino;2022;Enero;0;2022-01-31
68;Santander;68266;Enciso;2022;Enero;0;2022-01-31
68;Santander;68271;Florián;2022;Enero;0;2022-01-31
68;Santander;68296;Galán;2022;Enero;0;2022-01-31
68;Santander;68298;Gámbita;2022;Enero;0;2022-01-31
68;Santander;68318;Guaca;2022;Enero;0;2022-01-31
68;Santander;68320;Guadalupe;2022;Enero;0;2022-01-31
68;Santander;68322;Guapotá;2022;Enero;0;2022-01-31
68;Santander;68324;Guavatá;2022;Enero;0;2022-01-31
68;Santander;68327;Güepsa;2022;Enero;0;2022-01-31
68;Santander;68344;Hato;2022;Enero;0;2022-01-31
68;Santander;68368;Jesús María;2022;Enero;0;2022-01-31
68;Santander;68370;Jordán;2022;Enero;0;2022-01-31
68;Santander;68377;La Belleza;2022;Enero;0;2022-01-31
68;Santander;68397;La Paz;2022;Enero;0;2022-01-31
68;Santander;68418;Los Santos;2022;Enero;0;2022-01-31
68;Santander;68425;Macaravita;2022;Enero;0;2022-01-31
68;Santander;68432;Málaga;2022;Enero;0;2022-01-31
68;Santander;68444;Matanza;2022;Enero;0;2022-01-31
68;Santander;68464;Mogotes;2022;Enero;0;2022-01-31
68;Santander;68468;Molagavita;2022;Enero;0;2022-01-31
68;Santander;68498;Ocamonte;2022;Enero;0;2022-01-31
68;Santander;68500;Oiba;2022;Enero;0;2022-01-31
68;Santander;68502;Onzaga;2022;Enero;0;2022-01-31
68;Santander;68522;Palmar;2022;Enero;0;2022-01-31
68;Santander;68524;Palmas del Socorro;2022;Enero;0;2022-01-31
68;Santander;68533;Páramo;2022;Enero;0;2022-01-31
68;Santander;68572;Puente Nacional;2022;Enero;0;2022-01-31
68;Santander;68573;Puerto Parra;2022;Enero;0;2022-01-31
68;Santander;68615;Rionegro;2022;Enero;0;2022-01-31
68;Santander;68655;Sabana de Torres;2022;Enero;0;2022-01-31
68;Santander;68669;San Andrés;2022;Enero;0;2022-01-31
68;Santander;68673;San Benito;2022;Enero;0;2022-01-31
68;Santander;68679;San Gil;2022;Enero;0;2022-01-31
68;Santander;68682;San Joaquín;2022;Enero;0;2022-01-31
68;Santander;68684;San José de Miranda;2022;Enero;0;2022-01-31
68;Santander;68686;San Miguel;2022;Enero;0;2022-01-31
68;Santander;68689;San Vicente de Chucurí;2022;Enero;0;2022-01-31
68;Santander;68705;Santa Bárbara;2022;Enero;0;2022-01-31
68;Santander;68720;Santa Helena del Opón;2022;Enero;0;2022-01-31
68;Santander;68745;Simacota;2022;Enero;0;2022-01-31
68;Santander;68755;Socorro;2022;Enero;0;2022-01-31
68;Santander;68770;Suaita;2022;Enero;0;2022-01-31
68;Santander;68773;Sucre;2022;Enero;0;2022-01-31
68;Santander;68780;Suratá;2022;Enero;0;2022-01-31
68;Santander;68820;Tona;2022;Enero;0;2022-01-31
68;Santander;68855;Valle de San José;2022;Enero;0;2022-01-31
68;Santander;68861;Vélez;2022;Enero;0;2022-01-31
68;Santander;68867;Vetas;2022;Enero;0;2022-01-31
68;Santander;68872;Villanueva;2022;Enero;0;2022-01-31
68;Santander;68895;Zapatoca;2022;Enero;0;2022-01-31
70;Sucre;70110;Buenavista;2022;Enero;0;2022-01-31
70;Sucre;70124;Caimito;2022;Enero;0;2022-01-31
70;Sucre;70215;Corozal;2022;Enero;0;2022-01-31
70;Sucre;70230;Chalán;2022;Enero;0;2022-01-31
70;Sucre;70235;Galeras;2022;Enero;0;2022-01-31
70;Sucre;70400;La Unión;2022;Enero;0;2022-01-31
70;Sucre;70418;Los Palmitos;2022;Enero;0;2022-01-31
70;Sucre;70429;Majagual;2022;Enero;0;2022-01-31
70;Sucre;70473;Morroa;2022;Enero;0;2022-01-31
70;Sucre;70523;Palmito;2022;Enero;0;2022-01-31
70;Sucre;70678;San Benito Abad;2022;Enero;0;2022-01-31
70;Sucre;70702;San Juan de Betulia;2022;Enero;0;2022-01-31
70;Sucre;70717;San Pedro;2022;Enero;0;2022-01-31
70;Sucre;70742;San Luis de Sincé;2022;Enero;0;2022-01-31
70;Sucre;70771;Sucre;2022;Enero;0;2022-01-31
70;Sucre;70823;Tolú Viejo;2022;Enero;0;2022-01-31
73;Tolima;73026;Alvarado;2022;Enero;0;2022-01-31
73;Tolima;73030;Ambalema;2022;Enero;0;2022-01-31
73;Tolima;73043;Anzoátegui;2022;Enero;0;2022-01-31
73;Tolima;73055;Armero;2022;Enero;0;2022-01-31
73;Tolima;73124;Cajamarca;2022;Enero;0;2022-01-31
73;Tolima;73148;Carmen de Apicalá;2022;Enero;0;2022-01-31
73;Tolima;73152;Casabianca;2022;Enero;0;2022-01-31
73;Tolima;73200;Coello;2022;Enero;0;2022-01-31
73;Tolima;73217;Coyaima;2022;Enero;0;2022-01-31
73;Tolima;73226;Cunday;2022;Enero;0;2022-01-31
73;Tolima;73236;Dolores;2022;Enero;0;2022-01-31
73;Tolima;73268;Espinal;2022;Enero;0;2022-01-31
73;Tolima;73270;Falan;2022;Enero;0;2022-01-31
73;Tolima;73275;Flandes;2022;Enero;0;2022-01-31
73;Tolima;73319;Guamo;2022;Enero;0;2022-01-31
73;Tolima;73347;Herveo;2022;Enero;0;2022-01-31
73;Tolima;73352;Icononzo;2022;Enero;0;2022-01-31
73;Tolima;73411;Líbano;2022;Enero;0;2022-01-31
73;Tolima;73483;Natagaima;2022;Enero;0;2022-01-31
73;Tolima;73504;Ortega;2022;Enero;0;2022-01-31
73;Tolima;73520;Palocabildo;2022;Enero;0;2022-01-31
73;Tolima;73547;Piedras;2022;Enero;0;2022-01-31
73;Tolima;73555;Planadas;2022;Enero;0;2022-01-31
73;Tolima;73585;Purificación;2022;Enero;0;2022-01-31
73;Tolima;73616;Rioblanco;2022;Enero;0;2022-01-31
73;Tolima;73622;Roncesvalles;2022;Enero;0;2022-01-31
73;Tolima;73624;Rovira;2022;Enero;0;2022-01-31
73;Tolima;73671;Saldaña;2022;Enero;0;2022-01-31
73;Tolima;73675;San Antonio;2022;Enero;0;2022-01-31
73;Tolima;73678;San Luis;2022;Enero;0;2022-01-31
73;Tolima;73686;Santa Isabel;2022;Enero;0;2022-01-31
73;Tolima;73770;Suárez;2022;Enero;0;2022-01-31
73;Tolima;73854;Valle de San Juan;2022;Enero;0;2022-01-31
73;Tolima;73870;Villahermosa;2022;Enero;0;2022-01-31
73;Tolima;73873;Villarrica;2022;Enero;0;2022-01-31
76;Valle del Cauca;76036;Andalucía;2022;Enero;0;2022-01-31
76;Valle del Cauca;76054;Argelia;2022;Enero;0;2022-01-31
76;Valle del Cauca;76100;Bolívar;2022;Enero;0;2022-01-31
76;Valle del Cauca;76126;Calima;2022;Enero;0;2022-01-31
76;Valle del Cauca;76250;El Dovio;2022;Enero;0;2022-01-31
76;Valle del Cauca;76306;Ginebra;2022;Enero;0;2022-01-31
76;Valle del Cauca;76318;Guacarí;2022;Enero;0;2022-01-31
76;Valle del Cauca;76377;La Cumbre;2022;Enero;0;2022-01-31
76;Valle del Cauca;76403;La Victoria;2022;Enero;0;2022-01-31
76;Valle del Cauca;76563;Pradera;2022;Enero;0;2022-01-31
76;Valle del Cauca;76606;Restrepo;2022;Enero;0;2022-01-31
76;Valle del Cauca;76622;Roldanillo;2022;Enero;0;2022-01-31
76;Valle del Cauca;76670;San Pedro;2022;Enero;0;2022-01-31
76;Valle del Cauca;76828;Trujillo;2022;Enero;0;2022-01-31
76;Valle del Cauca;76845;Ulloa;2022;Enero;0;2022-01-31
76;Valle del Cauca;76863;Versalles;2022;Enero;0;2022-01-31
76;Valle del Cauca;76869;Vijes;2022;Enero;0;2022-01-31
76;Valle del Cauca;76890;Yotoco;2022;Enero;0;2022-01-31
76;Valle del Cauca;76895;Zarzal;2022;Enero;0;2022-01-31
81;Arauca;81220;Cravo Norte;2022;Enero;0;2022-01-31
81;Arauca;81591;Puerto Rondón;2022;Enero;0;2022-01-31
85;Casanare;85010;Aguazul;2022;Enero;0;2022-01-31
85;Casanare;85015;Chámeza;2022;Enero;0;2022-01-31
85;Casanare;85125;Hato Corozal;2022;Enero;0;2022-01-31
85;Casanare;85136;La Salina;2022;Enero;0;2022-01-31
85;Casanare;85162;Monterrey;2022;Enero;0;2022-01-31
85;Casanare;85225;Nunchía;2022;Enero;0;2022-01-31
85;Casanare;85230;Orocué;2022;Enero;0;2022-01-31
85;Casanare;85263;Pore;2022;Enero;0;2022-01-31
85;Casanare;85279;Recetor;2022;Enero;0;2022-01-31
85;Casanare;85315;Sácama;2022;Enero;0;2022-01-31
85;Casanare;85325;San Luis de Palenque;2022;Enero;0;2022-01-31
85;Casanare;85400;Támara;2022;Enero;0;2022-01-31
85;Casanare;85430;Trinidad;2022;Enero;0;2022-01-31
86;Putumayo;86219;Colón;2022;Enero;0;2022-01-31
86;Putumayo;86749;Sibundoy;2022;Enero;0;2022-01-31
86;Putumayo;86755;San Francisco;2022;Enero;0;2022-01-31
86;Putumayo;86760;Santiago;2022;Enero;0;2022-01-31
88;Archipiélago de San Andrés;88564;Providencia;2022;Enero;0;2022-01-31
91;Amazonas;91263;El Encanto (CD);2022;Enero;0;2022-01-31
91;Amazonas;91405;La Chorrera (CD);2022;Enero;0;2022-01-31
91;Amazonas;91407;La Pedrera (CD);2022;Enero;0;2022-01-31
91;Amazonas;91430;La Victoria (CD);2022;Enero;0;2022-01-31
91;Amazonas;91460;Miriti - Paraná (CD);2022;Enero;0;2022-01-31
91;Amazonas;91530;Puerto Alegría (CD);2022;Enero;0;2022-01-31
91;Amazonas;91536;Puerto Arica (CD);2022;Enero;0;2022-01-31
91;Amazonas;91540;Puerto Nariño;2022;Enero;0;2022-01-31
91;Amazonas;91669;Puerto Santander (CD);2022;Enero;0;2022-01-31
91;Amazonas;91798;Tarapacá (CD);2022;Enero;0;2022-01-31
94;Guainía;94001;Inírida;2022;Enero;0;2022-01-31
94;Guainía;94343;Barrancominas;2022;Enero;0;2022-01-31
94;Guainía;94663;Mapiripana (CD);2022;Enero;0;2022-01-31
94;Guainía;94883;San Felipe (CD);2022;Enero;0;2022-01-31
94;Guainía;94884;Puerto Colombia (CD);2022;Enero;0;2022-01-31
94;Guainía;94885;La Guadalupe (CD);2022;Enero;0;2022-01-31
94;Guainía;94886;Cacahual (CD);2022;Enero;0;2022-01-31
94;Guainía;94887;Pana Pana (CD);2022;Enero;0;2022-01-31
94;Guainía;94888;Morichal (CD);2022;Enero;0;2022-01-31
95;Guaviare;95025;El Retorno;2022;Enero;0;2022-01-31
95;Guaviare;95200;Miraflores;2022;Enero;0;2022-01-31
97;Vaupés;97001;Mitú;2022;Enero;0;2022-01-31
97;Vaupés;97511;Pacoa (CD);2022;Enero;0;2022-01-31
97;Vaupés;97666;Taraira;2022;Enero;0;2022-01-31
97;Vaupés;97777;Papunahua (CD);2022;Enero;0;2022-01-31
97;Vaupés;97889;Yavaraté (CD);2022;Enero;0;2022-01-31
99;Vichada;99001;Puerto Carreño;2022;Enero;0;2022-01-31
99;Vichada;99524;La Primavera;2022;Enero;0;2022-01-31
99;Vichada;99624;Santa Rosalía;2022;Enero;0;2022-01-31
5;Antioquia;5001;Medellín;2022;Febrero;29;2022-02-28
5;Antioquia;5031;Amalfi;2022;Febrero;1;2022-02-28
5;Antioquia;5034;Andes;2022;Febrero;1;2022-02-28
5;Antioquia;5038;Angostura;2022;Febrero;3;2022-02-28
5;Antioquia;5040;Anorí;2022;Febrero;2;2022-02-28
5;Antioquia;5045;Apartadó;2022;Febrero;4;2022-02-28
5;Antioquia;5079;Barbosa;2022;Febrero;2;2022-02-28
5;Antioquia;5086;Belmira;2022;Febrero;1;2022-02-28
5;Antioquia;5088;Bello;2022;Febrero;2;2022-02-28
5;Antioquia;5091;Betania;2022;Febrero;1;2022-02-28
5;Antioquia;5101;Ciudad Bolívar;2022;Febrero;2;2022-02-28
5;Antioquia;5107;Briceño;2022;Febrero;1;2022-02-28
5;Antioquia;5113;Buriticá;2022;Febrero;1;2022-02-28
5;Antioquia;5120;Cáceres;2022;Febrero;3;2022-02-28
5;Antioquia;5125;Caicedo;2022;Febrero;1;2022-02-28
5;Antioquia;5129;Caldas;2022;Febrero;2;2022-02-28
5;Antioquia;5145;Caramanta;2022;Febrero;1;2022-02-28
5;Antioquia;5148;El Carmen de Viboral;2022;Febrero;1;2022-02-28
5;Antioquia;5154;Caucasia;2022;Febrero;4;2022-02-28
5;Antioquia;5172;Chigorodó;2022;Febrero;4;2022-02-28
5;Antioquia;5206;Concepción;2022;Febrero;1;2022-02-28
5;Antioquia;5209;Concordia;2022;Febrero;2;2022-02-28
5;Antioquia;5212;Copacabana;2022;Febrero;2;2022-02-28
5;Antioquia;5240;Ebéjico;2022;Febrero;1;2022-02-28
5;Antioquia;5250;El Bagre;2022;Febrero;2;2022-02-28
5;Antioquia;5264;Entrerríos;2022;Febrero;1;2022-02-28
5;Antioquia;5282;Fredonia;2022;Febrero;1;2022-02-28
5;Antioquia;5306;Giraldo;2022;Febrero;1;2022-02-28
5;Antioquia;5315;Guadalupe;2022;Febrero;1;2022-02-28
5;Antioquia;5318;Guarne;2022;Febrero;2;2022-02-28
5;Antioquia;5353;Hispania;2022;Febrero;1;2022-02-28
5;Antioquia;5360;Itagüí;2022;Febrero;1;2022-02-28
5;Antioquia;5361;Ituango;2022;Febrero;1;2022-02-28
5;Antioquia;5368;Jericó;2022;Febrero;1;2022-02-28
5;Antioquia;5376;La Ceja;2022;Febrero;1;2022-02-28
5;Antioquia;5380;La Estrella;2022;Febrero;2;2022-02-28
5;Antioquia;5400;La Unión;2022;Febrero;1;2022-02-28
5;Antioquia;5440;Marinilla;2022;Febrero;2;2022-02-28
5;Antioquia;5579;Puerto Berrío;2022;Febrero;2;2022-02-28
5;Antioquia;5604;Remedios;2022;Febrero;10;2022-02-28
5;Antioquia;5607;Retiro;2022;Febrero;1;2022-02-28
5;Antioquia;5649;San Carlos;2022;Febrero;1;2022-02-28
5;Antioquia;5656;San Jerónimo;2022;Febrero;2;2022-02-28
5;Antioquia;5659;San Juan de Urabá;2022;Febrero;1;2022-02-28
5;Antioquia;5670;San Roque;2022;Febrero;2;2022-02-28
5;Antioquia;5690;Santo Domingo;2022;Febrero;2;2022-02-28
5;Antioquia;5736;Segovia;2022;Febrero;4;2022-02-28
5;Antioquia;5790;Tarazá;2022;Febrero;2;2022-02-28
5;Antioquia;5837;Turbo;2022;Febrero;4;2022-02-28
5;Antioquia;5842;Uramita;2022;Febrero;1;2022-02-28
5;Antioquia;5847;Urrao;2022;Febrero;1;2022-02-28
5;Antioquia;5858;Vegachí;2022;Febrero;3;2022-02-28
5;Antioquia;5861;Venecia;2022;Febrero;1;2022-02-28
5;Antioquia;5887;Yarumal;2022;Febrero;1;2022-02-28
5;Antioquia;5890;Yolombó;2022;Febrero;2;2022-02-28
8;Atlántico;8001;Barranquilla;2022;Febrero;30;2022-02-28
8;Atlántico;8296;Galapa;2022;Febrero;1;2022-02-28
8;Atlántico;8372;Juan de Acosta;2022;Febrero;1;2022-02-28
8;Atlántico;8421;Luruaco;2022;Febrero;1;2022-02-28
8;Atlántico;8433;Malambo;2022;Febrero;5;2022-02-28
8;Atlántico;8520;Palmar de Varela;2022;Febrero;1;2022-02-28
8;Atlántico;8573;Puerto Colombia;2022;Febrero;1;2022-02-28
8;Atlántico;8758;Soledad;2022;Febrero;18;2022-02-28
8;Atlántico;8770;Suan;2022;Febrero;1;2022-02-28
11;Bogotá. D.C.;11001;Bogotá. D.C.;2022;Febrero;65;2022-02-28
13;Bolívar;13001;Cartagena de Indias;2022;Febrero;23;2022-02-28
13;Bolívar;13212;Córdoba;2022;Febrero;1;2022-02-28
13;Bolívar;13244;El Carmen de Bolívar;2022;Febrero;2;2022-02-28
13;Bolívar;13430;Magangué;2022;Febrero;1;2022-02-28
13;Bolívar;13442;María La Baja;2022;Febrero;1;2022-02-28
13;Bolívar;13654;San Jacinto;2022;Febrero;1;2022-02-28
13;Bolívar;13670;San Pablo;2022;Febrero;1;2022-02-28
13;Bolívar;13688;Santa Rosa del Sur;2022;Febrero;1;2022-02-28
13;Bolívar;13744;Simití;2022;Febrero;1;2022-02-28
13;Bolívar;13810;Tiquisio;2022;Febrero;1;2022-02-28
13;Bolívar;13836;Turbaco;2022;Febrero;2;2022-02-28
13;Bolívar;13873;Villanueva;2022;Febrero;1;2022-02-28
15;Boyacá;15238;Duitama;2022;Febrero;1;2022-02-28
15;Boyacá;15572;Puerto Boyacá;2022;Febrero;2;2022-02-28
15;Boyacá;15759;Sogamoso;2022;Febrero;1;2022-02-28
17;Caldas;17001;Manizales;2022;Febrero;3;2022-02-28
17;Caldas;17042;Anserma;2022;Febrero;1;2022-02-28
17;Caldas;17050;Aranzazu;2022;Febrero;1;2022-02-28
17;Caldas;17088;Belalcázar;2022;Febrero;1;2022-02-28
17;Caldas;17380;La Dorada;2022;Febrero;2;2022-02-28
17;Caldas;17444;Marquetalia;2022;Febrero;1;2022-02-28
17;Caldas;17486;Neira;2022;Febrero;1;2022-02-28
17;Caldas;17662;Samaná;2022;Febrero;1;2022-02-28
17;Caldas;17867;Victoria;2022;Febrero;1;2022-02-28
18;Caquetá;18029;Albania;2022;Febrero;2;2022-02-28
18;Caquetá;18410;La Montañita;2022;Febrero;2;2022-02-28
18;Caquetá;18610;San José del Fragua;2022;Febrero;2;2022-02-28
18;Caquetá;18753;San Vicente del Caguán;2022;Febrero;5;2022-02-28
19;Cauca;19001;Popayán;2022;Febrero;2;2022-02-28
19;Cauca;19022;Almaguer;2022;Febrero;1;2022-02-28
19;Cauca;19050;Argelia;2022;Febrero;1;2022-02-28
19;Cauca;19100;Bolívar;2022;Febrero;1;2022-02-28
19;Cauca;19110;Buenos Aires;2022;Febrero;4;2022-02-28
19;Cauca;19137;Caldono;2022;Febrero;1;2022-02-28
19;Cauca;19142;Caloto;2022;Febrero;1;2022-02-28
19;Cauca;19212;Corinto;2022;Febrero;2;2022-02-28
19;Cauca;19256;El Tambo;2022;Febrero;4;2022-02-28
19;Cauca;19300;Guachené;2022;Febrero;1;2022-02-28
19;Cauca;19418;López de Micay;2022;Febrero;1;2022-02-28
19;Cauca;19450;Mercaderes;2022;Febrero;3;2022-02-28
19;Cauca;19455;Miranda;2022;Febrero;2;2022-02-28
19;Cauca;19473;Morales;2022;Febrero;4;2022-02-28
