div_dpto;departamento;div_mun;municipio;ano;mes;casos;fecha
5;Antioquia;5125;Caicedo;2023;Octubre;0;
5;Antioquia;5125;Caicedo;2023;Septiembre;0;
5;Antioquia;5129;Caldas;2023;Agosto;0;
5;Antioquia;5129;Caldas;2023;Diciembre;0;
5;Antioquia;5129;Caldas;2023;Noviembre;0;
5;Antioquia;5129;Caldas;2023;Octubre;0;
5;Antioquia;5129;Caldas;2023;Septiembre;0;
5;Antioquia;5134;Campamento;2023;Agosto;0;
5;Antioquia;5134;Campamento;2023;Diciembre;0;
5;Antioquia;5134;Campamento;2023;Noviembre;0;
5;Antioquia;5134;Campamento;2023;Octubre;0;
5;Antioquia;5134;Campamento;2023;Septiembre;0;
5;Antioquia;5138;Cañasgordas;2023;Agosto;0;
5;Antioquia;5138;Cañasgordas;2023;Diciembre;0;
5;Antioquia;5138;Cañasgordas;2023;Noviembre;0;
5;Antioquia;5138;Cañasgordas;2023;Octubre;0;
5;Antioquia;5138;Cañasgordas;2023;Septiembre;0;
5;Antioquia;5142;Caracolí;2023;Agosto;0;
5;Antioquia;5142;Caracolí;2023;Diciembre;0;
5;Antioquia;5142;Caracolí;2023;Noviembre;0;
5;Antioquia;5142;Caracolí;2023;Octubre;0;
5;Antioquia;5142;Caracolí;2023;Septiembre;0;
5;Antioquia;5145;Caramanta;2023;Agosto;0;
5;Antioquia;5145;Caramanta;2023;Diciembre;0;
5;Antioquia;5145;Caramanta;2023;Noviembre;0;
5;Antioquia;5145;Caramanta;2023;Octubre;0;
5;Antioquia;5145;Caramanta;2023;Septiembre;0;
5;Antioquia;5147;Carepa;2023;Agosto;0;
5;Antioquia;5147;Carepa;2023;Diciembre;0;
5;Antioquia;5147;Carepa;2023;Noviembre;0;
5;Antioquia;5147;Carepa;2023;Octubre;0;
5;Antioquia;5147;Carepa;2023;Septiembre;0;
5;Antioquia;5148;El Carmen de Viboral;2023;Agosto;0;
5;Antioquia;5148;El Carmen de Viboral;2023;Diciembre;0;
5;Antioquia;5148;El Carmen de Viboral;2023;Noviembre;0;
5;Antioquia;5148;El Carmen de Viboral;2023;Octubre;0;
5;Antioquia;5148;El Carmen de Viboral;2023;Septiembre;0;
5;Antioquia;5150;Carolina;2023;Agosto;0;
5;Antioquia;5150;Carolina;2023;Diciembre;0;
5;Antioquia;5150;Carolina;2023;Noviembre;0;
5;Antioquia;5150;Carolina;2023;Octubre;0;
5;Antioquia;5150;Carolina;2023;Septiembre;0;
5;Antioquia;5154;Caucasia;2023;Agosto;0;
5;Antioquia;5154;Caucasia;2023;Diciembre;0;
5;Antioquia;5154;Caucasia;2023;Noviembre;0;
5;Antioquia;5154;Caucasia;2023;Octubre;0;
5;Antioquia;5154;Caucasia;2023;Septiembre;0;
5;Antioquia;5172;Chigorodó;2023;Agosto;0;
5;Antioquia;5172;Chigorodó;2023;Diciembre;0;
5;Antioquia;5172;Chigorodó;2023;Noviembre;0;
5;Antioquia;5172;Chigorodó;2023;Octubre;0;
5;Antioquia;5172;Chigorodó;2023;Septiembre;0;
5;Antioquia;5190;Cisneros;2023;Agosto;0;
5;Antioquia;5190;Cisneros;2023;Diciembre;0;
5;Antioquia;5190;Cisneros;2023;Noviembre;0;
5;Antioquia;5190;Cisneros;2023;Octubre;0;
5;Antioquia;5190;Cisneros;2023;Septiembre;0;
5;Antioquia;5197;Cocorná;2023;Agosto;0;
5;Antioquia;5197;Cocorná;2023;Diciembre;0;
5;Antioquia;5197;Cocorná;2023;Noviembre;0;
5;Antioquia;5197;Cocorná;2023;Octubre;0;
5;Antioquia;5197;Cocorná;2023;Septiembre;0;
5;Antioquia;5206;Concepción;2023;Agosto;0;
5;Antioquia;5206;Concepción;2023;Diciembre;0;
5;Antioquia;5206;Concepción;2023;Noviembre;0;
5;Antioquia;5206;Concepción;2023;Octubre;0;
5;Antioquia;5206;Concepción;2023;Septiembre;0;
5;Antioquia;5209;Concordia;2023;Agosto;0;
5;Antioquia;5209;Concordia;2023;Diciembre;0;
5;Antioquia;5209;Concordia;2023;Noviembre;0;
5;Antioquia;5209;Concordia;2023;Octubre;0;
5;Antioquia;5209;Concordia;2023;Septiembre;0;
5;Antioquia;5212;Copacabana;2023;Agosto;0;
5;Antioquia;5212;Copacabana;2023;Diciembre;0;
5;Antioquia;5212;Copacabana;2023;Noviembre;0;
5;Antioquia;5212;Copacabana;2023;Octubre;0;
5;Antioquia;5212;Copacabana;2023;Septiembre;0;
5;Antioquia;5234;Dabeiba;2023;Agosto;0;
5;Antioquia;5234;Dabeiba;2023;Diciembre;0;
5;Antioquia;5234;Dabeiba;2023;Noviembre;0;
5;Antioquia;5234;Dabeiba;2023;Octubre;0;
5;Antioquia;5234;Dabeiba;2023;Septiembre;0;
5;Antioquia;5237;Donmatías;2023;Agosto;0;
5;Antioquia;5237;Donmatías;2023;Diciembre;0;
5;Antioquia;5237;Donmatías;2023;Noviembre;0;
5;Antioquia;5237;Donmatías;2023;Octubre;0;
5;Antioquia;5237;Donmatías;2023;Septiembre;0;
5;Antioquia;5240;Ebéjico;2023;Agosto;0;
5;Antioquia;5240;Ebéjico;2023;Diciembre;0;
5;Antioquia;5240;Ebéjico;2023;Noviembre;0;
5;Antioquia;5240;Ebéjico;2023;Octubre;0;
5;Antioquia;5240;Ebéjico;2023;Septiembre;0;
5;Antioquia;5250;El Bagre;2023;Agosto;0;
5;Antioquia;5250;El Bagre;2023;Diciembre;0;
5;Antioquia;5250;El Bagre;2023;Noviembre;0;
5;Antioquia;5250;El Bagre;2023;Octubre;0;
5;Antioquia;5250;El Bagre;2023;Septiembre;0;
5;Antioquia;5264;Entrerríos;2023;Agosto;0;
5;Antioquia;5264;Entrerríos;2023;Diciembre;0;
5;Antioquia;5264;Entrerríos;2023;Noviembre;0;
5;Antioquia;5264;Entrerríos;2023;Octubre;0;
5;Antioquia;5264;Entrerríos;2023;Septiembre;0;
5;Antioquia;5266;Envigado;2023;Agosto;0;
5;Antioquia;5266;Envigado;2023;Diciembre;0;
5;Antioquia;5266;Envigado;2023;Noviembre;0;
5;Antioquia;5266;Envigado;2023;Octubre;0;
5;Antioquia;5266;Envigado;2023;Septiembre;0;
5;Antioquia;5282;Fredonia;2023;Agosto;0;
5;Antioquia;5282;Fredonia;2023;Diciembre;0;
5;Antioquia;5282;Fredonia;2023;Noviembre;0;
5;Antioquia;5282;Fredonia;2023;Octubre;0;
5;Antioquia;5282;Fredonia;2023;Septiembre;0;
5;Antioquia;5284;Frontino;2023;Agosto;0;
5;Antioquia;5284;Frontino;2023;Diciembre;0;
5;Antioquia;5284;Frontino;2023;Noviembre;0;
5;Antioquia;5284;Frontino;2023;Octubre;0;
5;Antioquia;5284;Frontino;2023;Septiembre;0;
5;Antioquia;5306;Giraldo;2023;Agosto;0;
5;Antioquia;5306;Giraldo;2023;Diciembre;0;
5;Antioquia;5306;Giraldo;2023;Noviembre;0;
5;Antioquia;5306;Giraldo;2023;Octubre;0;
5;Antioquia;5306;Giraldo;2023;Septiembre;0;
5;Antioquia;5308;Girardota;2023;Agosto;0;
5;Antioquia;5308;Girardota;2023;Diciembre;0;
5;Antioquia;5308;Girardota;2023;Noviembre;0;
5;Antioquia;5308;Girardota;2023;Octubre;0;
5;Antioquia;5308;Girardota;2023;Septiembre;0;
5;Antioquia;5310;Gómez Plata;2023;Agosto;0;
5;Antioquia;5310;Gómez Plata;2023;Diciembre;0;
5;Antioquia;5310;Gómez Plata;2023;Noviembre;0;
5;Antioquia;5310;Gómez Plata;2023;Octubre;0;
5;Antioquia;5310;Gómez Plata;2023;Septiembre;0;
5;Antioquia;5313;Granada;2023;Agosto;0;
5;Antioquia;5313;Granada;2023;Diciembre;0;
5;Antioquia;5313;Granada;2023;Noviembre;0;
5;Antioquia;5313;Granada;2023;Octubre;0;
5;Antioquia;5313;Granada;2023;Septiembre;0;
5;Antioquia;5315;Guadalupe;2023;Agosto;0;
5;Antioquia;5315;Guadalupe;2023;Diciembre;0;
5;Antioquia;5315;Guadalupe;2023;Noviembre;0;
5;Antioquia;5315;Guadalupe;2023;Octubre;0;
5;Antioquia;5315;Guadalupe;2023;Septiembre;0;
5;Antioquia;5318;Guarne;2023;Agosto;0;
5;Antioquia;5318;Guarne;2023;Diciembre;0;
5;Antioquia;5318;Guarne;2023;Noviembre;0;
5;Antioquia;5318;Guarne;2023;Octubre;0;
5;Antioquia;5318;Guarne;2023;Septiembre;0;
5;Antioquia;5321;Guatapé;2023;Agosto;0;
5;Antioquia;5321;Guatapé;2023;Diciembre;0;
5;Antioquia;5321;Guatapé;2023;Noviembre;0;
5;Antioquia;5321;Guatapé;2023;Octubre;0;
5;Antioquia;5321;Guatapé;2023;Septiembre;0;
5;Antioquia;5347;Heliconia;2023;Agosto;0;
5;Antioquia;5347;Heliconia;2023;Diciembre;0;
5;Antioquia;5347;Heliconia;2023;Noviembre;0;
5;Antioquia;5347;Heliconia;2023;Octubre;0;
5;Antioquia;5347;Heliconia;2023;Septiembre;0;
5;Antioquia;5353;Hispania;2023;Agosto;0;
5;Antioquia;5353;Hispania;2023;Diciembre;0;
5;Antioquia;5353;Hispania;2023;Noviembre;0;
5;Antioquia;5353;Hispania;2023;Octubre;0;
5;Antioquia;5353;Hispania;2023;Septiembre;0;
5;Antioquia;5360;Itagüí;2023;Agosto;0;
5;Antioquia;5360;Itagüí;2023;Diciembre;0;
5;Antioquia;5360;Itagüí;2023;Noviembre;0;
5;Antioquia;5360;Itagüí;2023;Octubre;0;
5;Antioquia;5360;Itagüí;2023;Septiembre;0;
5;Antioquia;5361;Ituango;2023;Agosto;0;
5;Antioquia;5361;Ituango;2023;Diciembre;0;
5;Antioquia;5361;Ituango;2023;Noviembre;0;
5;Antioquia;5361;Ituango;2023;Octubre;0;
5;Antioquia;5361;Ituango;2023;Septiembre;0;
5;Antioquia;5364;Jardín;2023;Agosto;0;
5;Antioquia;5364;Jardín;2023;Diciembre;0;
5;Antioquia;5364;Jardín;2023;Noviembre;0;
5;Antioquia;5364;Jardín;2023;Octubre;0;
5;Antioquia;5364;Jardín;2023;Septiembre;0;
5;Antioquia;5368;Jericó;2023;Agosto;0;
5;Antioquia;5368;Jericó;2023;Diciembre;0;
5;Antioquia;5368;Jericó;2023;Noviembre;0;
5;Antioquia;5368;Jericó;2023;Octubre;0;
5;Antioquia;5368;Jericó;2023;Septiembre;0;
5;Antioquia;5376;La Ceja;2023;Agosto;0;
5;Antioquia;5376;La Ceja;2023;Diciembre;0;
5;Antioquia;5376;La Ceja;2023;Noviembre;0;
5;Antioquia;5376;La Ceja;2023;Octubre;0;
5;Antioquia;5376;La Ceja;2023;Septiembre;0;
5;Antioquia;5380;La Estrella;2023;Agosto;0;
5;Antioquia;5380;La Estrella;2023;Diciembre;0;
5;Antioquia;5380;La Estrella;2023;Noviembre;0;
5;Antioquia;5380;La Estrella;2023;Octubre;0;
5;Antioquia;5380;La Estrella;2023;Septiembre;0;
5;Antioquia;5390;La Pintada;2023;Agosto;0;
5;Antioquia;5390;La Pintada;2023;Diciembre;0;
5;Antioquia;5390;La Pintada;2023;Noviembre;0;
5;Antioquia;5390;La Pintada;2023;Octubre;0;
5;Antioquia;5390;La Pintada;2023;Septiembre;0;
5;Antioquia;5400;La Unión;2023;Agosto;0;
5;Antioquia;5400;La Unión;2023;Diciembre;0;
5;Antioquia;5400;La Unión;2023;Noviembre;0;
5;Antioquia;5400;La Unión;2023;Octubre;0;
5;Antioquia;5400;La Unión;2023;Septiembre;0;
5;Antioquia;5411;Liborina;2023;Agosto;0;
5;Antioquia;5411;Liborina;2023;Diciembre;0;
5;Antioquia;5411;Liborina;2023;Noviembre;0;
5;Antioquia;5411;Liborina;2023;Octubre;0;
5;Antioquia;5411;Liborina;2023;Septiembre;0;
5;Antioquia;5425;Maceo;2023;Agosto;0;
5;Antioquia;5425;Maceo;2023;Diciembre;0;
5;Antioquia;5425;Maceo;2023;Noviembre;0;
5;Antioquia;5425;Maceo;2023;Octubre;0;
5;Antioquia;5425;Maceo;2023;Septiembre;0;
5;Antioquia;5440;Marinilla;2023;Agosto;0;
5;Antioquia;5440;Marinilla;2023;Diciembre;0;
5;Antioquia;5440;Marinilla;2023;Noviembre;0;
5;Antioquia;5440;Marinilla;2023;Octubre;0;
5;Antioquia;5440;Marinilla;2023;Septiembre;0;
5;Antioquia;5467;Montebello;2023;Agosto;0;
5;Antioquia;5467;Montebello;2023;Diciembre;0;
5;Antioquia;5467;Montebello;2023;Noviembre;0;
5;Antioquia;5467;Montebello;2023;Octubre;0;
5;Antioquia;5467;Montebello;2023;Septiembre;0;
5;Antioquia;5475;Murindó;2023;Agosto;0;
5;Antioquia;5475;Murindó;2023;Diciembre;0;
5;Antioquia;5475;Murindó;2023;Noviembre;0;
5;Antioquia;5475;Murindó;2023;Octubre;0;
5;Antioquia;5475;Murindó;2023;Septiembre;0;
5;Antioquia;5480;Mutatá;2023;Agosto;0;
5;Antioquia;5480;Mutatá;2023;Diciembre;0;
5;Antioquia;5480;Mutatá;2023;Noviembre;0;
5;Antioquia;5480;Mutatá;2023;Octubre;0;
5;Antioquia;5480;Mutatá;2023;Septiembre;0;
5;Antioquia;5483;Nariño;2023;Agosto;0;
5;Antioquia;5483;Nariño;2023;Diciembre;0;
5;Antioquia;5483;Nariño;2023;Noviembre;0;
5;Antioquia;5483;Nariño;2023;Octubre;0;
5;Antioquia;5483;Nariño;2023;Septiembre;0;
5;Antioquia;5490;Necoclí;2023;Agosto;0;
5;Antioquia;5490;Necoclí;2023;Diciembre;0;
5;Antioquia;5490;Necoclí;2023;Noviembre;0;
5;Antioquia;5490;Necoclí;2023;Octubre;0;
5;Antioquia;5490;Necoclí;2023;Septiembre;0;
5;Antioquia;5495;Nechí;2023;Agosto;0;
5;Antioquia;5495;Nechí;2023;Diciembre;0;
5;Antioquia;5495;Nechí;2023;Noviembre;0;
5;Antioquia;5495;Nechí;2023;Octubre;0;
5;Antioquia;5495;Nechí;2023;Septiembre;0;
5;Antioquia;5501;Olaya;2023;Agosto;0;
5;Antioquia;5501;Olaya;2023;Diciembre;0;
5;Antioquia;5501;Olaya;2023;Noviembre;0;
5;Antioquia;5501;Olaya;2023;Octubre;0;
5;Antioquia;5501;Olaya;2023;Septiembre;0;
5;Antioquia;5541;Peñol;2023;Agosto;0;
5;Antioquia;5541;Peñol;2023;Diciembre;0;
5;Antioquia;5541;Peñol;2023;Noviembre;0;
5;Antioquia;5541;Peñol;2023;Octubre;0;
5;Antioquia;5541;Peñol;2023;Septiembre;0;
5;Antioquia;5543;Peque;2023;Agosto;0;
5;Antioquia;5543;Peque;2023;Diciembre;0;
5;Antioquia;5543;Peque;2023;Noviembre;0;
5;Antioquia;5543;Peque;2023;Octubre;0;
5;Antioquia;5543;Peque;2023;Septiembre;0;
5;Antioquia;5576;Pueblorrico;2023;Agosto;0;
5;Antioquia;5576;Pueblorrico;2023;Diciembre;0;
5;Antioquia;5576;Pueblorrico;2023;Noviembre;0;
5;Antioquia;5576;Pueblorrico;2023;Octubre;0;
5;Antioquia;5576;Pueblorrico;2023;Septiembre;0;
5;Antioquia;5579;Puerto Berrío;2023;Agosto;0;
5;Antioquia;5579;Puerto Berrío;2023;Diciembre;0;
5;Antioquia;5579;Puerto Berrío;2023;Noviembre;0;
5;Antioquia;5579;Puerto Berrío;2023;Octubre;0;
5;Antioquia;5579;Puerto Berrío;2023;Septiembre;0;
5;Antioquia;5585;Puerto Nare;2023;Agosto;0;
5;Antioquia;5585;Puerto Nare;2023;Diciembre;0;
5;Antioquia;5585;Puerto Nare;2023;Noviembre;0;
5;Antioquia;5585;Puerto Nare;2023;Octubre;0;
5;Antioquia;5585;Puerto Nare;2023;Septiembre;0;
5;Antioquia;5591;Puerto Triunfo;2023;Agosto;0;
5;Antioquia;5591;Puerto Triunfo;2023;Diciembre;0;
5;Antioquia;5591;Puerto Triunfo;2023;Noviembre;0;
5;Antioquia;5591;Puerto Triunfo;2023;Octubre;0;
5;Antioquia;5591;Puerto Triunfo;2023;Septiembre;0;
5;Antioquia;5604;Remedios;2023;Agosto;0;
5;Antioquia;5604;Remedios;2023;Diciembre;0;
5;Antioquia;5604;Remedios;2023;Noviembre;0;
5;Antioquia;5604;Remedios;2023;Octubre;0;
5;Antioquia;5604;Remedios;2023;Septiembre;0;
5;Antioquia;5607;Retiro;2023;Agosto;0;
5;Antioquia;5607;Retiro;2023;Diciembre;0;
5;Antioquia;5607;Retiro;2023;Noviembre;0;
5;Antioquia;5607;Retiro;2023;Octubre;0;
5;Antioquia;5607;Retiro;2023;Septiembre;0;
5;Antioquia;5615;Rionegro;2023;Agosto;0;
5;Antioquia;5615;Rionegro;2023;Diciembre;0;
5;Antioquia;5615;Rionegro;2023;Noviembre;0;
5;Antioquia;5615;Rionegro;2023;Octubre;0;
5;Antioquia;5615;Rionegro;2023;Septiembre;0;
5;Antioquia;5628;Sabanalarga;2023;Agosto;0;
5;Antioquia;5628;Sabanalarga;2023;Diciembre;0;
5;Antioquia;5628;Sabanalarga;2023;Noviembre;0;
5;Antioquia;5628;Sabanalarga;2023;Octubre;0;
5;Antioquia;5628;Sabanalarga;2023;Septiembre;0;
5;Antioquia;5631;Sabaneta;2023;Agosto;0;
5;Antioquia;5631;Sabaneta;2023;Diciembre;0;
5;Antioquia;5631;Sabaneta;2023;Noviembre;0;
5;Antioquia;5631;Sabaneta;2023;Octubre;0;
5;Antioquia;5631;Sabaneta;2023;Septiembre;0;
5;Antioquia;5642;Salgar;2023;Agosto;0;
5;Antioquia;5642;Salgar;2023;Diciembre;0;
5;Antioquia;5642;Salgar;2023;Noviembre;0;
5;Antioquia;5642;Salgar;2023;Octubre;0;
5;Antioquia;5642;Salgar;2023;Septiembre;0;
5;Antioquia;5647;San Andrés de Cuerquía;2023;Agosto;0;
5;Antioquia;5647;San Andrés de Cuerquía;2023;Diciembre;0;
5;Antioquia;5647;San Andrés de Cuerquía;2023;Noviembre;0;
5;Antioquia;5647;San Andrés de Cuerquía;2023;Octubre;0;
5;Antioquia;5647;San Andrés de Cuerquía;2023;Septiembre;0;
5;Antioquia;5649;San Carlos;2023;Agosto;0;
5;Antioquia;5649;San Carlos;2023;Diciembre;0;
5;Antioquia;5649;San Carlos;2023;Noviembre;0;
5;Antioquia;5649;San Carlos;2023;Octubre;0;
5;Antioquia;5649;San Carlos;2023;Septiembre;0;
5;Antioquia;5652;San Francisco;2023;Agosto;0;
5;Antioquia;5652;San Francisco;2023;Diciembre;0;
5;Antioquia;5652;San Francisco;2023;Noviembre;0;
5;Antioquia;5652;San Francisco;2023;Octubre;0;
5;Antioquia;5652;San Francisco;2023;Septiembre;0;
5;Antioquia;5656;San Jerónimo;2023;Agosto;0;
5;Antioquia;5656;San Jerónimo;2023;Diciembre;0;
5;Antioquia;5656;San Jerónimo;2023;Noviembre;0;
5;Antioquia;5656;San Jerónimo;2023;Octubre;0;
5;Antioquia;5656;San Jerónimo;2023;Septiembre;0;
5;Antioquia;5658;San José de La Montaña;2023;Agosto;0;
5;Antioquia;5658;San José de La Montaña;2023;Diciembre;0;
5;Antioquia;5658;San José de La Montaña;2023;Noviembre;0;
5;Antioquia;5658;San José de La Montaña;2023;Octubre;0;
5;Antioquia;5658;San José de La Montaña;2023;Septiembre;0;
5;Antioquia;5659;San Juan de Urabá;2023;Agosto;0;
5;Antioquia;5659;San Juan de Urabá;2023;Diciembre;0;
5;Antioquia;5659;San Juan de Urabá;2023;Noviembre;0;
5;Antioquia;5659;San Juan de Urabá;2023;Octubre;0;
5;Antioquia;5659;San Juan de Urabá;2023;Septiembre;0;
5;Antioquia;5660;San Luis;2023;Agosto;0;
5;Antioquia;5660;San Luis;2023;Diciembre;0;
5;Antioquia;5660;San Luis;2023;Noviembre;0;
5;Antioquia;5660;San Luis;2023;Octubre;0;
5;Antioquia;5660;San Luis;2023;Septiembre;0;
5;Antioquia;5664;San Pedro de Los Milagros;2023;Agosto;0;
5;Antioquia;5664;San Pedro de Los Milagros;2023;Diciembre;0;
5;Antioquia;5664;San Pedro de Los Milagros;2023;Noviembre;0;
5;Antioquia;5664;San Pedro de Los Milagros;2023;Octubre;0;
5;Antioquia;5664;San Pedro de Los Milagros;2023;Septiembre;0;
5;Antioquia;5665;San Pedro de Urabá;2023;Agosto;0;
