div_dpto;departamento;div_mun;municipio;ano;mes;area_geo;proy;casos;tasa;porcentaje;mun_dep
68;Santander;68432;Málaga;2022;Marzo;Total;22079;1;4.529190633633769;0.09242144177449169;Málaga - Santander
68;Santander;68432;Málaga;2022;Octubre;Total;22079;1;4.529190633633769;0.08703220191470844;Málaga - Santander
68;Santander;68464;Mogotes;2022;Abril;Total;10847;1;9.21913893242371;0.0881057268722467;Mogotes - Santander
68;Santander;68464;Mogotes;2022;Febrero;Total;10847;1;9.21913893242371;0.0966183574879227;Mogotes - Santander
68;Santander;68464;Mogotes;2022;Octubre;Total;10847;2;18.43827786484742;0.17406440382941687;Mogotes - Santander
68;Santander;68464;Mogotes;2023;Enero;Total;10924;1;9.154155986818015;0.09090909090909091;Mogotes - Santander
68;Santander;68468;Molagavita;2022;Marzo;Total;4183;1;23.90628735357399;0.09242144177449169;Molagavita - Santander
68;Santander;68502;Onzaga;2022;Abril;Total;4159;1;24.044241404183698;0.0881057268722467;Onzaga - Santander
68;Santander;68547;Piedecuesta;2022;Abril;Total;186435;2;1.0727599431437231;0.1762114537444934;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Agosto;Total;186435;1;0.5363799715718616;0.09208103130755065;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Diciembre;Total;186435;3;1.6091399147155845;0.24916943521594684;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Enero;Total;186435;1;0.5363799715718616;0.08605851979345956;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Julio;Total;186435;3;1.6091399147155845;0.2508361204013378;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Junio;Total;186435;4;2.1455198862874463;0.3875968992248062;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Marzo;Total;186435;1;0.5363799715718616;0.09242144177449169;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Mayo;Total;186435;2;1.0727599431437231;0.1697792869269949;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Noviembre;Total;186435;3;1.6091399147155845;0.27522935779816515;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Octubre;Total;186435;1;0.5363799715718616;0.08703220191470844;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2022;Septiembre;Total;186435;2;1.0727599431437231;0.18298261665141813;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2023;Enero;Total;187763;2;1.065172584588018;0.18181818181818182;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2023;Julio;Total;187763;2;1.065172584588018;0.16652789342214822;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2023;Junio;Total;187763;2;1.065172584588018;0.176522506619594;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2023;Marzo;Total;187763;2;1.065172584588018;0.186219739292365;Piedecuesta - Santander
68;Santander;68547;Piedecuesta;2023;Mayo;Total;187763;3;1.5977588768820268;0.26833631484794274;Piedecuesta - Santander
68;Santander;68549;Pinchote;2022;Enero;Total;5486;1;18.22821728034998;0.08605851979345956;Pinchote - Santander
68;Santander;68549;Pinchote;2022;Febrero;Total;5486;2;36.45643456069996;0.1932367149758454;Pinchote - Santander
68;Santander;68549;Pinchote;2022;Octubre;Total;5486;1;18.22821728034998;0.08703220191470844;Pinchote - Santander
68;Santander;68572;Puente Nacional;2022;Diciembre;Total;15123;2;13.224889241552601;0.16611295681063123;Puente Nacional - Santander
68;Santander;68573;Puerto Parra;2022;Agosto;Total;8169;1;12.241400416207615;0.09208103130755065;Puerto Parra - Santander
68;Santander;68575;Puerto Wilches;2022;Abril;Total;34849;4;11.478091193434532;0.3524229074889868;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2022;Agosto;Total;34849;2;5.739045596717266;0.1841620626151013;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2022;Enero;Total;34849;1;2.869522798358633;0.08605851979345956;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2022;Febrero;Total;34849;5;14.347613991793164;0.4830917874396135;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2022;Julio;Total;34849;1;2.869522798358633;0.08361204013377926;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2022;Junio;Total;34849;4;11.478091193434532;0.3875968992248062;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2022;Marzo;Total;34849;2;5.739045596717266;0.18484288354898337;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2022;Noviembre;Total;34849;1;2.869522798358633;0.09174311926605505;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2022;Septiembre;Total;34849;3;8.608568395075899;0.2744739249771272;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2023;Abril;Total;35097;3;8.547739123001966;0.2901353965183753;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2023;Enero;Total;35097;1;2.8492463743339886;0.09090909090909091;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2023;Febrero;Total;35097;2;5.698492748667977;0.2061855670103093;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2023;Julio;Total;35097;1;2.8492463743339886;0.08326394671107411;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2023;Junio;Total;35097;1;2.8492463743339886;0.088261253309797;Puerto Wilches - Santander
68;Santander;68575;Puerto Wilches;2023;Marzo;Total;35097;3;8.547739123001966;0.27932960893854747;Puerto Wilches - Santander
68;Santander;68615;Rionegro;2022;Febrero;Total;27571;2;7.25399876682021;0.1932367149758454;Rionegro - Santander
68;Santander;68615;Rionegro;2023;Julio;Total;27767;1;3.6013973421687613;0.08326394671107411;Rionegro - Santander
68;Santander;68615;Rionegro;2023;Junio;Total;27767;1;3.6013973421687613;0.088261253309797;Rionegro - Santander
68;Santander;68615;Rionegro;2023;Marzo;Total;27767;2;7.202794684337523;0.186219739292365;Rionegro - Santander
68;Santander;68655;Sabana de Torres;2022;Agosto;Total;35212;1;2.839940929228672;0.09208103130755065;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2022;Julio;Total;35212;1;2.839940929228672;0.08361204013377926;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2022;Mayo;Total;35212;4;11.359763716914689;0.3395585738539898;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2022;Noviembre;Total;35212;1;2.839940929228672;0.09174311926605505;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2022;Octubre;Total;35212;2;5.679881858457344;0.17406440382941687;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2023;Enero;Total;35463;1;2.819840397033528;0.09090909090909091;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2023;Febrero;Total;35463;1;2.819840397033528;0.10309278350515465;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2023;Julio;Total;35463;1;2.819840397033528;0.08326394671107411;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2023;Marzo;Total;35463;4;11.279361588134112;0.37243947858473;Sabana de Torres - Santander
68;Santander;68655;Sabana de Torres;2023;Mayo;Total;35463;3;8.459521191100583;0.26833631484794274;Sabana de Torres - Santander
68;Santander;68669;San Andrés;2022;Agosto;Total;8758;1;11.418131993605847;0.09208103130755065;San Andrés - Santander
68;Santander;68669;San Andrés;2023;Enero;Total;8820;1;11.337868480725625;0.09090909090909091;San Andrés - Santander
68;Santander;68673;San Benito;2023;Marzo;Total;3049;1;32.797638570022954;0.0931098696461825;San Benito - Santander
68;Santander;68679;San Gil;2022;Diciembre;Total;60804;1;1.6446286428524437;0.08305647840531562;San Gil - Santander
68;Santander;68679;San Gil;2022;Julio;Total;60804;2;3.2892572857048874;0.16722408026755853;San Gil - Santander
68;Santander;68679;San Gil;2022;Noviembre;Total;60804;1;1.6446286428524437;0.09174311926605505;San Gil - Santander
68;Santander;68679;San Gil;2023;Enero;Total;61237;1;1.632999657070072;0.09090909090909091;San Gil - Santander
68;Santander;68679;San Gil;2023;Julio;Total;61237;1;1.632999657070072;0.08326394671107411;San Gil - Santander
68;Santander;68679;San Gil;2023;Junio;Total;61237;1;1.632999657070072;0.088261253309797;San Gil - Santander
68;Santander;68682;San Joaquín;2023;Marzo;Total;2266;1;44.1306266548985;0.0931098696461825;San Joaquín - Santander
68;Santander;68689;San Vicente de Chucurí;2022;Mayo;Total;34224;1;2.92192613370734;0.08488964346349745;San Vicente de Chucurí - Santander
68;Santander;68689;San Vicente de Chucurí;2023;Abril;Total;34468;1;2.9012417314610652;0.09671179883945842;San Vicente de Chucurí - Santander
68;Santander;68705;Santa Bárbara;2022;Octubre;Total;2494;1;40.0962309542903;0.08703220191470844;Santa Bárbara - Santander
68;Santander;68720;Santa Helena del Opón;2022;Junio;Total;3475;1;28.776978417266186;0.09689922480620156;Santa Helena del Opón - Santander
68;Santander;68686;San Miguel;2022;Enero;Total;2525;0;0;0;San Miguel - Santander
68;Santander;68755;Socorro;2022;Diciembre;Total;34267;1;2.918259550004377;0.08305647840531562;Socorro - Santander
68;Santander;68755;Socorro;2022;Febrero;Total;34267;1;2.918259550004377;0.0966183574879227;Socorro - Santander
68;Santander;68855;Valle de San José;2023;Mayo;Total;6501;1;15.382248884786957;0.08944543828264759;Valle de San José - Santander
70;Sucre;70001;Sincelejo;2022;Abril;Total;301126;9;2.988782104501106;0.7929515418502203;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Agosto;Total;301126;8;2.656695204000983;0.7366482504604052;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Diciembre;Total;301126;6;1.9925214030007374;0.4983388704318937;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Enero;Total;301126;11;3.652955905501351;0.9466437177280551;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Febrero;Total;301126;4;1.3283476020004914;0.3864734299516908;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Julio;Total;301126;4;1.3283476020004914;0.33444816053511706;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Junio;Total;301126;4;1.3283476020004914;0.3875968992248062;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Marzo;Total;301126;7;2.32460830350086;0.6469500924214419;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Mayo;Total;301126;7;2.32460830350086;0.5942275042444821;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Noviembre;Total;301126;8;2.656695204000983;0.7339449541284404;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Octubre;Total;301126;5;1.6604345025006144;0.4351610095735422;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2022;Septiembre;Total;301126;8;2.656695204000983;0.7319304666056725;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2023;Abril;Total;304026;11;3.618111608875557;1.0638297872340425;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2023;Enero;Total;304026;15;4.933788557557578;1.3636363636363635;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2023;Febrero;Total;304026;13;4.275950083216567;1.3402061855670102;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2023;Julio;Total;304026;13;4.275950083216567;1.0824313072439635;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2023;Junio;Total;304026;11;3.618111608875557;0.9708737864077669;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2023;Marzo;Total;304026;9;2.9602731345345465;0.8379888268156425;Sincelejo - Sucre
70;Sucre;70001;Sincelejo;2023;Mayo;Total;304026;26;8.551900166433134;2.3255813953488373;Sincelejo - Sucre
70;Sucre;70110;Buenavista;2023;Abril;Total;11340;1;8.818342151675486;0.09671179883945842;Buenavista - Sucre
70;Sucre;70110;Buenavista;2023;Mayo;Total;11340;1;8.818342151675486;0.08944543828264759;Buenavista - Sucre
70;Sucre;70204;Coloso;2022;Abril;Total;8943;2;22.363860002236386;0.1762114537444934;Coloso - Sucre
70;Sucre;70204;Coloso;2022;Enero;Total;8943;1;11.181930001118193;0.08605851979345956;Coloso - Sucre
70;Sucre;70204;Coloso;2022;Septiembre;Total;8943;1;11.181930001118193;0.09149130832570906;Coloso - Sucre
70;Sucre;70204;Coloso;2023;Julio;Total;9030;1;11.07419712070875;0.08326394671107411;Coloso - Sucre
70;Sucre;70204;Coloso;2023;Mayo;Total;9030;1;11.07419712070875;0.08944543828264759;Coloso - Sucre
70;Sucre;70215;Corozal;2022;Abril;Total;72582;2;2.7555041194786587;0.1762114537444934;Corozal - Sucre
70;Sucre;70215;Corozal;2022;Agosto;Total;72582;1;1.3777520597393293;0.09208103130755065;Corozal - Sucre
70;Sucre;70215;Corozal;2022;Julio;Total;72582;1;1.3777520597393293;0.08361204013377926;Corozal - Sucre
70;Sucre;70215;Corozal;2022;Mayo;Total;72582;2;2.7555041194786587;0.1697792869269949;Corozal - Sucre
70;Sucre;70215;Corozal;2022;Septiembre;Total;72582;1;1.3777520597393293;0.09149130832570906;Corozal - Sucre
70;Sucre;70215;Corozal;2023;Abril;Total;73282;2;2.7291831554815644;0.19342359767891684;Corozal - Sucre
70;Sucre;70215;Corozal;2023;Enero;Total;73282;1;1.3645915777407822;0.09090909090909091;Corozal - Sucre
70;Sucre;70215;Corozal;2023;Febrero;Total;73282;3;4.093774733222347;0.30927835051546393;Corozal - Sucre
70;Sucre;70215;Corozal;2023;Julio;Total;73282;4;5.458366310963129;0.33305578684429643;Corozal - Sucre
70;Sucre;70215;Corozal;2023;Junio;Total;73282;3;4.093774733222347;0.264783759929391;Corozal - Sucre
70;Sucre;70215;Corozal;2023;Marzo;Total;73282;1;1.3645915777407822;0.0931098696461825;Corozal - Sucre
70;Sucre;70215;Corozal;2023;Mayo;Total;73282;3;4.093774733222347;0.26833631484794274;Corozal - Sucre
70;Sucre;70221;Coveñas;2022;Agosto;Total;19992;1;5.002000800320128;0.09208103130755065;Coveñas - Sucre
70;Sucre;70221;Coveñas;2022;Diciembre;Total;19992;1;5.002000800320128;0.08305647840531562;Coveñas - Sucre
70;Sucre;70221;Coveñas;2022;Enero;Total;19992;1;5.002000800320128;0.08605851979345956;Coveñas - Sucre
70;Sucre;70221;Coveñas;2022;Marzo;Total;19992;1;5.002000800320128;0.09242144177449169;Coveñas - Sucre
70;Sucre;70221;Coveñas;2023;Abril;Total;20185;1;4.954173891503592;0.09671179883945842;Coveñas - Sucre
70;Sucre;70221;Coveñas;2023;Enero;Total;20185;1;4.954173891503592;0.09090909090909091;Coveñas - Sucre
70;Sucre;70221;Coveñas;2023;Febrero;Total;20185;1;4.954173891503592;0.10309278350515465;Coveñas - Sucre
70;Sucre;70221;Coveñas;2023;Julio;Total;20185;2;9.908347783007184;0.16652789342214822;Coveñas - Sucre
70;Sucre;70221;Coveñas;2023;Mayo;Total;20185;1;4.954173891503592;0.08944543828264759;Coveñas - Sucre
70;Sucre;70233;El Roble;2022;Enero;Total;10694;1;9.35103796521414;0.08605851979345956;El Roble - Sucre
70;Sucre;70233;El Roble;2022;Marzo;Total;10694;1;9.35103796521414;0.09242144177449169;El Roble - Sucre
70;Sucre;70233;El Roble;2022;Mayo;Total;10694;1;9.35103796521414;0.08488964346349745;El Roble - Sucre
70;Sucre;70233;El Roble;2022;Noviembre;Total;10694;1;9.35103796521414;0.09174311926605505;El Roble - Sucre
70;Sucre;70233;El Roble;2023;Enero;Total;10797;1;9.261831990367696;0.09090909090909091;El Roble - Sucre
70;Sucre;70233;El Roble;2023;Mayo;Total;10797;1;9.261831990367696;0.08944543828264759;El Roble - Sucre
70;Sucre;70235;Galeras;2022;Abril;Total;23805;1;4.200798151648813;0.0881057268722467;Galeras - Sucre
70;Sucre;70235;Galeras;2023;Abril;Total;24035;1;4.1605991262741835;0.09671179883945842;Galeras - Sucre
70;Sucre;70235;Galeras;2023;Febrero;Total;24035;1;4.1605991262741835;0.10309278350515465;Galeras - Sucre
70;Sucre;70235;Galeras;2023;Julio;Total;24035;2;8.321198252548367;0.16652789342214822;Galeras - Sucre
70;Sucre;70235;Galeras;2023;Junio;Total;24035;3;12.48179737882255;0.264783759929391;Galeras - Sucre
70;Sucre;70265;Guaranda;2022;Enero;Total;19055;1;5.247966413014956;0.08605851979345956;Guaranda - Sucre
70;Sucre;70265;Guaranda;2022;Febrero;Total;19055;1;5.247966413014956;0.0966183574879227;Guaranda - Sucre
70;Sucre;70265;Guaranda;2022;Marzo;Total;19055;1;5.247966413014956;0.09242144177449169;Guaranda - Sucre
70;Sucre;70265;Guaranda;2022;Mayo;Total;19055;1;5.247966413014956;0.08488964346349745;Guaranda - Sucre
70;Sucre;70265;Guaranda;2022;Noviembre;Total;19055;1;5.247966413014956;0.09174311926605505;Guaranda - Sucre
70;Sucre;70265;Guaranda;2023;Julio;Total;19239;1;5.19777535214928;0.08326394671107411;Guaranda - Sucre
70;Sucre;70265;Guaranda;2023;Junio;Total;19239;1;5.19777535214928;0.088261253309797;Guaranda - Sucre
70;Sucre;70400;La Unión;2023;Abril;Total;13439;1;7.441029838529652;0.09671179883945842;La Unión - Sucre
70;Sucre;70418;Los Palmitos;2022;Diciembre;Total;24462;1;4.0879731828959205;0.08305647840531562;Los Palmitos - Sucre
70;Sucre;70418;Los Palmitos;2022;Octubre;Total;24462;1;4.0879731828959205;0.08703220191470844;Los Palmitos - Sucre
70;Sucre;70418;Los Palmitos;2023;Abril;Total;24698;1;4.048910842983238;0.09671179883945842;Los Palmitos - Sucre
70;Sucre;70418;Los Palmitos;2023;Julio;Total;24698;2;8.097821685966476;0.16652789342214822;Los Palmitos - Sucre
70;Sucre;70418;Los Palmitos;2023;Mayo;Total;24698;2;8.097821685966476;0.17889087656529518;Los Palmitos - Sucre
70;Sucre;70429;Majagual;2022;Abril;Total;39233;1;2.548874671832386;0.0881057268722467;Majagual - Sucre
70;Sucre;70429;Majagual;2022;Junio;Total;39233;2;5.097749343664772;0.1937984496124031;Majagual - Sucre
70;Sucre;70429;Majagual;2022;Noviembre;Total;39233;2;5.097749343664772;0.1834862385321101;Majagual - Sucre
70;Sucre;70429;Majagual;2023;Julio;Total;39611;2;5.04910252202671;0.16652789342214822;Majagual - Sucre
70;Sucre;70429;Majagual;2023;Junio;Total;39611;1;2.524551261013355;0.088261253309797;Majagual - Sucre
70;Sucre;70473;Morroa;2022;Febrero;Total;16245;1;6.155740227762388;0.0966183574879227;Morroa - Sucre
70;Sucre;70473;Morroa;2022;Septiembre;Total;16245;3;18.467220683287163;0.2744739249771272;Morroa - Sucre
70;Sucre;70473;Morroa;2023;Enero;Total;16402;3;18.290452383855627;0.27272727272727276;Morroa - Sucre
70;Sucre;70473;Morroa;2023;Mayo;Total;16402;1;6.09681746128521;0.08944543828264759;Morroa - Sucre
70;Sucre;70508;Ovejas;2022;Agosto;Total;24003;2;8.332291796858726;0.1841620626151013;Ovejas - Sucre
70;Sucre;70508;Ovejas;2022;Enero;Total;24003;1;4.166145898429363;0.08605851979345956;Ovejas - Sucre
70;Sucre;70508;Ovejas;2022;Julio;Total;24003;2;8.332291796858726;0.16722408026755853;Ovejas - Sucre
70;Sucre;70508;Ovejas;2022;Junio;Total;24003;1;4.166145898429363;0.09689922480620156;Ovejas - Sucre
70;Sucre;70508;Ovejas;2022;Septiembre;Total;24003;2;8.332291796858726;0.18298261665141813;Ovejas - Sucre
70;Sucre;70508;Ovejas;2023;Julio;Total;24235;1;4.126263668248401;0.08326394671107411;Ovejas - Sucre
70;Sucre;70508;Ovejas;2023;Marzo;Total;24235;3;12.378791004745205;0.27932960893854747;Ovejas - Sucre
70;Sucre;70508;Ovejas;2023;Mayo;Total;24235;1;4.126263668248401;0.08944543828264759;Ovejas - Sucre
70;Sucre;70523;Palmito;2023;Julio;Total;15572;1;6.421782686873876;0.08326394671107411;Palmito - Sucre
70;Sucre;70523;Palmito;2023;Marzo;Total;15572;2;12.843565373747753;0.186219739292365;Palmito - Sucre
70;Sucre;70670;Sampués;2022;Agosto;Total;50010;1;1.9996000799840032;0.09208103130755065;Sampués - Sucre
70;Sucre;70670;Sampués;2022;Enero;Total;50010;2;3.9992001599680065;0.17211703958691912;Sampués - Sucre
70;Sucre;70670;Sampués;2022;Febrero;Total;50010;1;1.9996000799840032;0.0966183574879227;Sampués - Sucre
70;Sucre;70670;Sampués;2022;Julio;Total;50010;1;1.9996000799840032;0.08361204013377926;Sampués - Sucre
70;Sucre;70670;Sampués;2022;Mayo;Total;50010;2;3.9992001599680065;0.1697792869269949;Sampués - Sucre
70;Sucre;70670;Sampués;2022;Noviembre;Total;50010;1;1.9996000799840032;0.09174311926605505;Sampués - Sucre
70;Sucre;70670;Sampués;2022;Octubre;Total;50010;1;1.9996000799840032;0.08703220191470844;Sampués - Sucre
70;Sucre;70670;Sampués;2022;Septiembre;Total;50010;3;5.9988002399520095;0.2744739249771272;Sampués - Sucre
70;Sucre;70670;Sampués;2023;Febrero;Total;50493;1;1.9804725407482227;0.10309278350515465;Sampués - Sucre
70;Sucre;70670;Sampués;2023;Julio;Total;50493;2;3.9609450814964453;0.16652789342214822;Sampués - Sucre
70;Sucre;70670;Sampués;2023;Junio;Total;50493;2;3.9609450814964453;0.176522506619594;Sampués - Sucre
70;Sucre;70670;Sampués;2023;Marzo;Total;50493;2;3.9609450814964453;0.186219739292365;Sampués - Sucre
70;Sucre;70670;Sampués;2023;Mayo;Total;50493;1;1.9804725407482227;0.08944543828264759;Sampués - Sucre
70;Sucre;70678;San Benito Abad;2022;Diciembre;Total;30495;1;3.279226102639777;0.08305647840531562;San Benito Abad - Sucre
70;Sucre;70678;San Benito Abad;2022;Mayo;Total;30495;2;6.558452205279554;0.1697792869269949;San Benito Abad - Sucre
70;Sucre;70678;San Benito Abad;2022;Noviembre;Total;30495;1;3.279226102639777;0.09174311926605505;San Benito Abad - Sucre
70;Sucre;70678;San Benito Abad;2022;Octubre;Total;30495;1;3.279226102639777;0.08703220191470844;San Benito Abad - Sucre
70;Sucre;70678;San Benito Abad;2023;Abril;Total;30789;1;3.2479132157588753;0.09671179883945842;San Benito Abad - Sucre
70;Sucre;70678;San Benito Abad;2023;Enero;Total;30789;1;3.2479132157588753;0.09090909090909091;San Benito Abad - Sucre
70;Sucre;70678;San Benito Abad;2023;Julio;Total;30789;1;3.2479132157588753;0.08326394671107411;San Benito Abad - Sucre
70;Sucre;70702;San Juan de Betulia;2022;Octubre;Total;14534;1;6.8804183294344305;0.08703220191470844;San Juan de Betulia - Sucre
70;Sucre;70702;San Juan de Betulia;2023;Enero;Total;14675;1;6.8143100511073245;0.09090909090909091;San Juan de Betulia - Sucre
70;Sucre;70708;San Marcos;2022;Agosto;Total;62044;5;8.05879698278641;0.46040515653775327;San Marcos - Sucre
70;Sucre;70708;San Marcos;2022;Diciembre;Total;62044;2;3.223518793114564;0.16611295681063123;San Marcos - Sucre
70;Sucre;70708;San Marcos;2022;Enero;Total;62044;1;1.611759396557282;0.08605851979345956;San Marcos - Sucre
70;Sucre;70708;San Marcos;2022;Febrero;Total;62044;3;4.835278189671846;0.2898550724637681;San Marcos - Sucre
70;Sucre;70708;San Marcos;2022;Junio;Total;62044;2;3.223518793114564;0.1937984496124031;San Marcos - Sucre
70;Sucre;70708;San Marcos;2022;Mayo;Total;62044;3;4.835278189671846;0.2546689303904924;San Marcos - Sucre
70;Sucre;70708;San Marcos;2022;Noviembre;Total;62044;3;4.835278189671846;0.27522935779816515;San Marcos - Sucre
70;Sucre;70708;San Marcos;2022;Octubre;Total;62044;1;1.611759396557282;0.08703220191470844;San Marcos - Sucre
70;Sucre;70708;San Marcos;2023;Febrero;Total;62642;1;1.596373040452093;0.10309278350515465;San Marcos - Sucre
70;Sucre;70708;San Marcos;2023;Julio;Total;62642;1;1.596373040452093;0.08326394671107411;San Marcos - Sucre
70;Sucre;70713;San Onofre;2022;Agosto;Total;52346;1;1.9103656439842587;0.09208103130755065;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Diciembre;Total;52346;3;5.731096931952776;0.24916943521594684;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Enero;Total;52346;5;9.551828219921294;0.4302925989672977;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Febrero;Total;52346;1;1.9103656439842587;0.0966183574879227;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Julio;Total;52346;2;3.8207312879685174;0.16722408026755853;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Junio;Total;52346;1;1.9103656439842587;0.09689922480620156;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Marzo;Total;52346;1;1.9103656439842587;0.09242144177449169;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Noviembre;Total;52346;1;1.9103656439842587;0.09174311926605505;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Octubre;Total;52346;3;5.731096931952776;0.26109660574412535;San Onofre - Sucre
70;Sucre;70713;San Onofre;2022;Septiembre;Total;52346;1;1.9103656439842587;0.09149130832570906;San Onofre - Sucre
70;Sucre;70713;San Onofre;2023;Enero;Total;52851;3;5.6763353578929445;0.27272727272727276;San Onofre - Sucre
70;Sucre;70713;San Onofre;2023;Febrero;Total;52851;3;5.6763353578929445;0.30927835051546393;San Onofre - Sucre
70;Sucre;70713;San Onofre;2023;Junio;Total;52851;3;5.6763353578929445;0.264783759929391;San Onofre - Sucre
70;Sucre;70713;San Onofre;2023;Marzo;Total;52851;1;1.8921117859643148;0.0931098696461825;San Onofre - Sucre
70;Sucre;70713;San Onofre;2023;Mayo;Total;52851;1;1.8921117859643148;0.08944543828264759;San Onofre - Sucre
70;Sucre;70717;San Pedro;2022;Febrero;Total;19675;1;5.082592121982211;0.0966183574879227;San Pedro - Sucre
70;Sucre;70717;San Pedro;2022;Mayo;Total;19675;1;5.082592121982211;0.08488964346349745;San Pedro - Sucre
70;Sucre;70717;San Pedro;2022;Noviembre;Total;19675;1;5.082592121982211;0.09174311926605505;San Pedro - Sucre
70;Sucre;70717;San Pedro;2022;Septiembre;Total;19675;1;5.082592121982211;0.09149130832570906;San Pedro - Sucre
70;Sucre;70717;San Pedro;2023;Abril;Total;19865;1;5.033979360684621;0.09671179883945842;San Pedro - Sucre
70;Sucre;70717;San Pedro;2023;Marzo;Total;19865;1;5.033979360684621;0.0931098696461825;San Pedro - Sucre
70;Sucre;70717;San Pedro;2023;Mayo;Total;19865;1;5.033979360684621;0.08944543828264759;San Pedro - Sucre
70;Sucre;70742;San Luis de Sincé;2022;Diciembre;Total;32675;1;3.0604437643458304;0.08305647840531562;San Luis de Sincé - Sucre
70;Sucre;70742;San Luis de Sincé;2022;Mayo;Total;32675;1;3.0604437643458304;0.08488964346349745;San Luis de Sincé - Sucre
70;Sucre;70742;San Luis de Sincé;2022;Noviembre;Total;32675;1;3.0604437643458304;0.09174311926605505;San Luis de Sincé - Sucre
70;Sucre;70742;San Luis de Sincé;2022;Octubre;Total;32675;3;9.18133129303749;0.26109660574412535;San Luis de Sincé - Sucre
70;Sucre;70742;San Luis de Sincé;2022;Septiembre;Total;32675;1;3.0604437643458304;0.09149130832570906;San Luis de Sincé - Sucre
70;Sucre;70742;San Luis de Sincé;2023;Abril;Total;32990;3;9.093664746892998;0.2901353965183753;San Luis de Sincé - Sucre
70;Sucre;70742;San Luis de Sincé;2023;Enero;Total;32990;1;3.031221582297666;0.09090909090909091;San Luis de Sincé - Sucre
70;Sucre;70742;San Luis de Sincé;2023;Julio;Total;32990;1;3.031221582297666;0.08326394671107411;San Luis de Sincé - Sucre
70;Sucre;70742;San Luis de Sincé;2023;Junio;Total;32990;2;6.062443164595332;0.176522506619594;San Luis de Sincé - Sucre
