div_dpto;departamento;div_mun;municipio;ano;mes;area_geo;proy;casos;tasa;porcentaje;mun_dep;concat;CambioCasos;CambioPor;Indicador;PDET;CATEGORIA
70;Sucre;70473;Morroa;2022;Mayo;Total;16245;0;0.0;0.0;Morroa-Sucre;70473-Mayo-2022;F;F;MAYOR;PDET;6
70;Sucre;70473;Morroa;2023;Marzo;Total;16402;0;0.0;0.0;Morroa-Sucre;70473-Marzo-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70473;Morroa;2022;Marzo;Total;16245;0;0.0;0.0;Morroa-Sucre;70473-Marzo-2022;F;F;MAYOR;PDET;6
70;Sucre;70473;Morroa;2023;Junio;Total;16402;0;0.0;0.0;Morroa-Sucre;70473-Junio-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70473;Morroa;2022;Junio;Total;16245;0;0.0;0.0;Morroa-Sucre;70473-Junio-2022;F;F;MAYOR;PDET;6
70;Sucre;70473;Morroa;2023;Julio;Total;16402;0;0.0;0.0;Morroa-Sucre;70473-Julio-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70473;Morroa;2022;Julio;Total;16245;0;0.0;0.0;Morroa-Sucre;70473-Julio-2022;F;F;MAYOR;PDET;6
70;Sucre;70473;Morroa;2023;Febrero;Total;16402;0;0.0;0.0;Morroa-Sucre;70473-Febrero-2023;-1.0;-100.0;MENOR;PDET;6
70;Sucre;70473;Morroa;2022;Febrero;Total;16245;1;6.155740227762388;0.0966183574879227;Morroa-Sucre;70473-Febrero-2022;F;F;MAYOR;PDET;6
70;Sucre;70473;Morroa;2023;Enero;Total;16402;3;18.290452383855627;0.2717391304347826;Morroa-Sucre;70473-Enero-2023;3.0;300.0;MAYOR;PDET;6
70;Sucre;70473;Morroa;2022;Enero;Total;16245;0;0.0;0.0;Morroa-Sucre;70473-Enero-2022;F;F;MAYOR;PDET;6
70;Sucre;70473;Morroa;2023;Diciembre;Total;16402;0;0.0;;Morroa-Sucre;70473-Diciembre-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70473;Morroa;2022;Diciembre;Total;16245;0;0.0;0.0;Morroa-Sucre;70473-Diciembre-2022;F;F;MAYOR;PDET;6
70;Sucre;70473;Morroa;2023;Agosto;Total;16402;0;0.0;0.0;Morroa-Sucre;70473-Agosto-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70473;Morroa;2022;Agosto;Total;16245;0;0.0;0.0;Morroa-Sucre;70473-Agosto-2022;F;F;MAYOR;PDET;6
70;Sucre;70473;Morroa;2023;Abril;Total;16402;0;0.0;0.0;Morroa-Sucre;70473-Abril-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70473;Morroa;2022;Abril;Total;16245;0;0.0;0.0;Morroa-Sucre;70473-Abril-2022;F;F;MAYOR;PDET;6
70;Sucre;70429;Majagual;2023;Septiembre;Total;39611;1;2.524551261013355;0.0884955752212389;Majagual-Sucre;70429-Septiembre-2023;1.0;100.0;MAYOR;N/A;6
70;Sucre;70429;Majagual;2022;Septiembre;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Septiembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Octubre;Total;39611;0;0.0;;Majagual-Sucre;70429-Octubre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70429;Majagual;2022;Octubre;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Octubre-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Noviembre;Total;39611;0;0.0;;Majagual-Sucre;70429-Noviembre-2023;-2.0;-100.0;MENOR;N/A;6
70;Sucre;70429;Majagual;2022;Noviembre;Total;39233;2;5.097749343664772;0.1834862385321101;Majagual-Sucre;70429-Noviembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Mayo;Total;39611;0;0.0;0.0;Majagual-Sucre;70429-Mayo-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70429;Majagual;2022;Mayo;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Mayo-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Marzo;Total;39611;0;0.0;0.0;Majagual-Sucre;70429-Marzo-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70429;Majagual;2022;Marzo;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Marzo-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Junio;Total;39611;1;2.524551261013355;0.0874890638670166;Majagual-Sucre;70429-Junio-2023;-1.0;-50.0;MENOR;N/A;6
70;Sucre;70429;Majagual;2022;Junio;Total;39233;2;5.097749343664772;0.1937984496124031;Majagual-Sucre;70429-Junio-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Julio;Total;39611;2;5.04910252202671;0.163265306122449;Majagual-Sucre;70429-Julio-2023;2.0;200.0;MAYOR;N/A;6
70;Sucre;70429;Majagual;2022;Julio;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Julio-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Febrero;Total;39611;0;0.0;0.0;Majagual-Sucre;70429-Febrero-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70429;Majagual;2022;Febrero;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Febrero-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Enero;Total;39611;0;0.0;0.0;Majagual-Sucre;70429-Enero-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70429;Majagual;2022;Enero;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Enero-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Diciembre;Total;39611;0;0.0;;Majagual-Sucre;70429-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70429;Majagual;2022;Diciembre;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Diciembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Agosto;Total;39611;0;0.0;0.0;Majagual-Sucre;70429-Agosto-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70429;Majagual;2022;Agosto;Total;39233;0;0.0;0.0;Majagual-Sucre;70429-Agosto-2022;F;F;MAYOR;N/A;6
70;Sucre;70429;Majagual;2023;Abril;Total;39611;0;0.0;0.0;Majagual-Sucre;70429-Abril-2023;-1.0;-100.0;MENOR;N/A;6
70;Sucre;70429;Majagual;2022;Abril;Total;39233;1;2.548874671832386;0.0881057268722467;Majagual-Sucre;70429-Abril-2022;F;F;MAYOR;N/A;6
70;Sucre;70418;Los Palmitos;2023;Septiembre;Total;24698;1;4.048910842983238;0.0884955752212389;Los Palmitos-Sucre;70418-Septiembre-2023;1.0;100.0;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2022;Septiembre;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Septiembre-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Octubre;Total;24698;0;0.0;;Los Palmitos-Sucre;70418-Octubre-2023;-1.0;-100.0;MENOR;PDET;6
70;Sucre;70418;Los Palmitos;2022;Octubre;Total;24462;1;4.0879731828959205;0.0870322019147084;Los Palmitos-Sucre;70418-Octubre-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Noviembre;Total;24698;0;0.0;;Los Palmitos-Sucre;70418-Noviembre-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70418;Los Palmitos;2022;Noviembre;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Noviembre-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Mayo;Total;24698;2;8.097821685966476;0.1785714285714285;Los Palmitos-Sucre;70418-Mayo-2023;2.0;200.0;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2022;Mayo;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Mayo-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Marzo;Total;24698;0;0.0;0.0;Los Palmitos-Sucre;70418-Marzo-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70418;Los Palmitos;2022;Marzo;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Marzo-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Junio;Total;24698;0;0.0;0.0;Los Palmitos-Sucre;70418-Junio-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70418;Los Palmitos;2022;Junio;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Junio-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Julio;Total;24698;2;8.097821685966476;0.163265306122449;Los Palmitos-Sucre;70418-Julio-2023;2.0;200.0;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2022;Julio;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Julio-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Febrero;Total;24698;0;0.0;0.0;Los Palmitos-Sucre;70418-Febrero-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70418;Los Palmitos;2022;Febrero;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Febrero-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Enero;Total;24698;0;0.0;0.0;Los Palmitos-Sucre;70418-Enero-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70418;Los Palmitos;2022;Enero;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Enero-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Diciembre;Total;24698;0;0.0;;Los Palmitos-Sucre;70418-Diciembre-2023;-1.0;-100.0;MENOR;PDET;6
70;Sucre;70418;Los Palmitos;2022;Diciembre;Total;24462;1;4.0879731828959205;0.0830564784053156;Los Palmitos-Sucre;70418-Diciembre-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Agosto;Total;24698;1;4.048910842983238;0.0869565217391304;Los Palmitos-Sucre;70418-Agosto-2023;1.0;100.0;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2022;Agosto;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Agosto-2022;F;F;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2023;Abril;Total;24698;1;4.048910842983238;0.0964320154291224;Los Palmitos-Sucre;70418-Abril-2023;1.0;100.0;MAYOR;PDET;6
70;Sucre;70418;Los Palmitos;2022;Abril;Total;24462;0;0.0;0.0;Los Palmitos-Sucre;70418-Abril-2022;F;F;MAYOR;PDET;6
70;Sucre;70400;La Unión;2023;Septiembre;Total;13439;1;7.441029838529652;0.0884955752212389;La Unión-Sucre;70400-Septiembre-2023;1.0;100.0;MAYOR;N/A;6
70;Sucre;70400;La Unión;2022;Septiembre;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Septiembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Octubre;Total;13439;0;0.0;;La Unión-Sucre;70400-Octubre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Octubre;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Octubre-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Noviembre;Total;13439;0;0.0;;La Unión-Sucre;70400-Noviembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Noviembre;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Noviembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Mayo;Total;13439;0;0.0;0.0;La Unión-Sucre;70400-Mayo-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Mayo;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Mayo-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Marzo;Total;13439;0;0.0;0.0;La Unión-Sucre;70400-Marzo-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Marzo;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Marzo-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Junio;Total;13439;0;0.0;0.0;La Unión-Sucre;70400-Junio-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Junio;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Junio-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Julio;Total;13439;0;0.0;0.0;La Unión-Sucre;70400-Julio-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Julio;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Julio-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Febrero;Total;13439;0;0.0;0.0;La Unión-Sucre;70400-Febrero-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Febrero;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Febrero-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Enero;Total;13439;0;0.0;0.0;La Unión-Sucre;70400-Enero-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Enero;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Enero-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Diciembre;Total;13439;0;0.0;;La Unión-Sucre;70400-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Diciembre;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Diciembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Agosto;Total;13439;0;0.0;0.0;La Unión-Sucre;70400-Agosto-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70400;La Unión;2022;Agosto;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Agosto-2022;F;F;MAYOR;N/A;6
70;Sucre;70400;La Unión;2023;Abril;Total;13439;1;7.441029838529652;0.0964320154291224;La Unión-Sucre;70400-Abril-2023;1.0;100.0;MAYOR;N/A;6
70;Sucre;70400;La Unión;2022;Abril;Total;13311;0;0.0;0.0;La Unión-Sucre;70400-Abril-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Septiembre;Total;19239;0;0.0;0.0;Guaranda-Sucre;70265-Septiembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70265;Guaranda;2022;Septiembre;Total;19055;0;0.0;0.0;Guaranda-Sucre;70265-Septiembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Octubre;Total;19239;0;0.0;;Guaranda-Sucre;70265-Octubre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70265;Guaranda;2022;Octubre;Total;19055;0;0.0;0.0;Guaranda-Sucre;70265-Octubre-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Noviembre;Total;19239;0;0.0;;Guaranda-Sucre;70265-Noviembre-2023;-1.0;-100.0;MENOR;N/A;6
70;Sucre;70265;Guaranda;2022;Noviembre;Total;19055;1;5.247966413014956;0.091743119266055;Guaranda-Sucre;70265-Noviembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Mayo;Total;19239;0;0.0;0.0;Guaranda-Sucre;70265-Mayo-2023;-1.0;-100.0;MENOR;N/A;6
70;Sucre;70265;Guaranda;2022;Mayo;Total;19055;1;5.247966413014956;0.0848896434634974;Guaranda-Sucre;70265-Mayo-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Marzo;Total;19239;0;0.0;0.0;Guaranda-Sucre;70265-Marzo-2023;-1.0;-100.0;MENOR;N/A;6
70;Sucre;70265;Guaranda;2022;Marzo;Total;19055;1;5.247966413014956;0.0924214417744916;Guaranda-Sucre;70265-Marzo-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Junio;Total;19239;1;5.19777535214928;0.0874890638670166;Guaranda-Sucre;70265-Junio-2023;1.0;100.0;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2022;Junio;Total;19055;0;0.0;0.0;Guaranda-Sucre;70265-Junio-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Julio;Total;19239;1;5.19777535214928;0.0816326530612245;Guaranda-Sucre;70265-Julio-2023;1.0;100.0;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2022;Julio;Total;19055;0;0.0;0.0;Guaranda-Sucre;70265-Julio-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Febrero;Total;19239;0;0.0;0.0;Guaranda-Sucre;70265-Febrero-2023;-1.0;-100.0;MENOR;N/A;6
70;Sucre;70265;Guaranda;2022;Febrero;Total;19055;1;5.247966413014956;0.0966183574879227;Guaranda-Sucre;70265-Febrero-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Enero;Total;19239;0;0.0;0.0;Guaranda-Sucre;70265-Enero-2023;-1.0;-100.0;MENOR;N/A;6
70;Sucre;70265;Guaranda;2022;Enero;Total;19055;1;5.247966413014956;0.0860585197934595;Guaranda-Sucre;70265-Enero-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Diciembre;Total;19239;0;0.0;;Guaranda-Sucre;70265-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70265;Guaranda;2022;Diciembre;Total;19055;0;0.0;0.0;Guaranda-Sucre;70265-Diciembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Agosto;Total;19239;0;0.0;0.0;Guaranda-Sucre;70265-Agosto-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70265;Guaranda;2022;Agosto;Total;19055;0;0.0;0.0;Guaranda-Sucre;70265-Agosto-2022;F;F;MAYOR;N/A;6
70;Sucre;70265;Guaranda;2023;Abril;Total;19239;0;0.0;0.0;Guaranda-Sucre;70265-Abril-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70265;Guaranda;2022;Abril;Total;19055;0;0.0;0.0;Guaranda-Sucre;70265-Abril-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Septiembre;Total;24035;0;0.0;0.0;Galeras-Sucre;70235-Septiembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Septiembre;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Septiembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Octubre;Total;24035;0;0.0;;Galeras-Sucre;70235-Octubre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Octubre;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Octubre-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Noviembre;Total;24035;0;0.0;;Galeras-Sucre;70235-Noviembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Noviembre;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Noviembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Mayo;Total;24035;0;0.0;0.0;Galeras-Sucre;70235-Mayo-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Mayo;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Mayo-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Marzo;Total;24035;0;0.0;0.0;Galeras-Sucre;70235-Marzo-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Marzo;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Marzo-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Junio;Total;24035;3;12.48179737882255;0.2624671916010498;Galeras-Sucre;70235-Junio-2023;3.0;300.0;MAYOR;N/A;6
70;Sucre;70235;Galeras;2022;Junio;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Junio-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Julio;Total;24035;2;8.321198252548367;0.163265306122449;Galeras-Sucre;70235-Julio-2023;2.0;200.0;MAYOR;N/A;6
70;Sucre;70235;Galeras;2022;Julio;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Julio-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Febrero;Total;24035;1;4.160599126274184;0.1026694045174538;Galeras-Sucre;70235-Febrero-2023;1.0;100.0;MAYOR;N/A;6
70;Sucre;70235;Galeras;2022;Febrero;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Febrero-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Enero;Total;24035;0;0.0;0.0;Galeras-Sucre;70235-Enero-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Enero;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Enero-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Diciembre;Total;24035;0;0.0;;Galeras-Sucre;70235-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Diciembre;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Diciembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Agosto;Total;24035;0;0.0;0.0;Galeras-Sucre;70235-Agosto-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Agosto;Total;23805;0;0.0;0.0;Galeras-Sucre;70235-Agosto-2022;F;F;MAYOR;N/A;6
70;Sucre;70235;Galeras;2023;Abril;Total;24035;1;4.160599126274184;0.0964320154291224;Galeras-Sucre;70235-Abril-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70235;Galeras;2022;Abril;Total;23805;1;4.200798151648813;0.0881057268722467;Galeras-Sucre;70235-Abril-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Septiembre;Total;10797;0;0.0;0.0;El Roble-Sucre;70233-Septiembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Septiembre;Total;10694;0;0.0;0.0;El Roble-Sucre;70233-Septiembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Octubre;Total;10797;0;0.0;;El Roble-Sucre;70233-Octubre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Octubre;Total;10694;0;0.0;0.0;El Roble-Sucre;70233-Octubre-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Noviembre;Total;10797;0;0.0;;El Roble-Sucre;70233-Noviembre-2023;-1.0;-100.0;MENOR;N/A;6
70;Sucre;70233;El Roble;2022;Noviembre;Total;10694;1;9.35103796521414;0.091743119266055;El Roble-Sucre;70233-Noviembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Mayo;Total;10797;1;9.261831990367696;0.0892857142857142;El Roble-Sucre;70233-Mayo-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Mayo;Total;10694;1;9.35103796521414;0.0848896434634974;El Roble-Sucre;70233-Mayo-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Marzo;Total;10797;0;0.0;0.0;El Roble-Sucre;70233-Marzo-2023;-1.0;-100.0;MENOR;N/A;6
70;Sucre;70233;El Roble;2022;Marzo;Total;10694;1;9.35103796521414;0.0924214417744916;El Roble-Sucre;70233-Marzo-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Junio;Total;10797;0;0.0;0.0;El Roble-Sucre;70233-Junio-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Junio;Total;10694;0;0.0;0.0;El Roble-Sucre;70233-Junio-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Julio;Total;10797;0;0.0;0.0;El Roble-Sucre;70233-Julio-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Julio;Total;10694;0;0.0;0.0;El Roble-Sucre;70233-Julio-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Febrero;Total;10797;0;0.0;0.0;El Roble-Sucre;70233-Febrero-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Febrero;Total;10694;0;0.0;0.0;El Roble-Sucre;70233-Febrero-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Enero;Total;10797;1;9.261831990367696;0.0905797101449275;El Roble-Sucre;70233-Enero-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Enero;Total;10694;1;9.35103796521414;0.0860585197934595;El Roble-Sucre;70233-Enero-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Diciembre;Total;10797;0;0.0;;El Roble-Sucre;70233-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Diciembre;Total;10694;0;0.0;0.0;El Roble-Sucre;70233-Diciembre-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Agosto;Total;10797;0;0.0;0.0;El Roble-Sucre;70233-Agosto-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Agosto;Total;10694;0;0.0;0.0;El Roble-Sucre;70233-Agosto-2022;F;F;MAYOR;N/A;6
70;Sucre;70233;El Roble;2023;Abril;Total;10797;0;0.0;0.0;El Roble-Sucre;70233-Abril-2023;0.0;0.0;IGUAL;N/A;6
70;Sucre;70233;El Roble;2022;Abril;Total;10694;0;0.0;0.0;El Roble-Sucre;70233-Abril-2022;F;F;MAYOR;N/A;6
70;Sucre;70230;Chalán;2023;Septiembre;Total;4761;0;0.0;0.0;Chalán-Sucre;70230-Septiembre-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70230;Chalán;2022;Septiembre;Total;4715;0;0.0;0.0;Chalán-Sucre;70230-Septiembre-2022;F;F;MAYOR;PDET;6
70;Sucre;70230;Chalán;2023;Octubre;Total;4761;0;0.0;;Chalán-Sucre;70230-Octubre-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70230;Chalán;2022;Octubre;Total;4715;0;0.0;0.0;Chalán-Sucre;70230-Octubre-2022;F;F;MAYOR;PDET;6
70;Sucre;70230;Chalán;2023;Noviembre;Total;4761;0;0.0;;Chalán-Sucre;70230-Noviembre-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70230;Chalán;2022;Noviembre;Total;4715;0;0.0;0.0;Chalán-Sucre;70230-Noviembre-2022;F;F;MAYOR;PDET;6
70;Sucre;70230;Chalán;2023;Mayo;Total;4761;0;0.0;0.0;Chalán-Sucre;70230-Mayo-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70230;Chalán;2022;Mayo;Total;4715;0;0.0;0.0;Chalán-Sucre;70230-Mayo-2022;F;F;MAYOR;PDET;6
70;Sucre;70230;Chalán;2023;Marzo;Total;4761;0;0.0;0.0;Chalán-Sucre;70230-Marzo-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70230;Chalán;2022;Marzo;Total;4715;0;0.0;0.0;Chalán-Sucre;70230-Marzo-2022;F;F;MAYOR;PDET;6
70;Sucre;70230;Chalán;2023;Junio;Total;4761;0;0.0;0.0;Chalán-Sucre;70230-Junio-2023;0.0;0.0;IGUAL;PDET;6
70;Sucre;70230;Chalán;2022;Junio;Total;4715;0;0.0;0.0;Chalán-Sucre;70230-Junio-2022;F;F;MAYOR;PDET;6
