div_dpto;departamento;div_mun;municipio;ano;mes;area_geo;proy;casos;tasa;porcentaje;mun_dep;concat;CambioCasos;CambioPor;Indicador;PDET;CATEGORIA
52;Nariño;52699;Santacruz;2023;Noviembre;Total;11099;0;0.0;;Santacruz-Nariño;52699-Noviembre-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52699;Santacruz;2022;Noviembre;Total;11086;1;9.020386072523904;0.091743119266055;Santacruz-Nariño;52699-Noviembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Mayo;Total;11099;1;9.00982070456798;0.0892857142857142;Santacruz-Nariño;52699-Mayo-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2022;Mayo;Total;11086;0;0.0;0.0;Santacruz-Nariño;52699-Mayo-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Marzo;Total;11099;0;0.0;0.0;Santacruz-Nariño;52699-Marzo-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52699;Santacruz;2022;Marzo;Total;11086;0;0.0;0.0;Santacruz-Nariño;52699-Marzo-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Junio;Total;11099;0;0.0;0.0;Santacruz-Nariño;52699-Junio-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52699;Santacruz;2022;Junio;Total;11086;1;9.020386072523904;0.0968992248062015;Santacruz-Nariño;52699-Junio-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Julio;Total;11099;0;0.0;0.0;Santacruz-Nariño;52699-Julio-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52699;Santacruz;2022;Julio;Total;11086;1;9.020386072523904;0.0836120401337792;Santacruz-Nariño;52699-Julio-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Febrero;Total;11099;0;0.0;0.0;Santacruz-Nariño;52699-Febrero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52699;Santacruz;2022;Febrero;Total;11086;0;0.0;0.0;Santacruz-Nariño;52699-Febrero-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Enero;Total;11099;0;0.0;0.0;Santacruz-Nariño;52699-Enero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52699;Santacruz;2022;Enero;Total;11086;0;0.0;0.0;Santacruz-Nariño;52699-Enero-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Diciembre;Total;11099;0;0.0;;Santacruz-Nariño;52699-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52699;Santacruz;2022;Diciembre;Total;11086;0;0.0;0.0;Santacruz-Nariño;52699-Diciembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Agosto;Total;11099;0;0.0;0.0;Santacruz-Nariño;52699-Agosto-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52699;Santacruz;2022;Agosto;Total;11086;0;0.0;0.0;Santacruz-Nariño;52699-Agosto-2022;F;F;MAYOR;N/A;6
52;Nariño;52699;Santacruz;2023;Abril;Total;11099;0;0.0;0.0;Santacruz-Nariño;52699-Abril-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52699;Santacruz;2022;Abril;Total;11086;0;0.0;0.0;Santacruz-Nariño;52699-Abril-2022;F;F;MAYOR;N/A;6
52;Nariño;52696;Santa Bárbara;2023;Septiembre;Total;13269;0;0.0;0.0;Santa Bárbara-Nariño;52696-Septiembre-2023;-1.0;-100.0;MENOR;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Septiembre;Total;13253;1;7.545461404964914;0.091491308325709;Santa Bárbara-Nariño;52696-Septiembre-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Octubre;Total;13269;0;0.0;;Santa Bárbara-Nariño;52696-Octubre-2023;0.0;0.0;IGUAL;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Octubre;Total;13253;0;0.0;0.0;Santa Bárbara-Nariño;52696-Octubre-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Noviembre;Total;13269;0;0.0;;Santa Bárbara-Nariño;52696-Noviembre-2023;0.0;0.0;IGUAL;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Noviembre;Total;13253;0;0.0;0.0;Santa Bárbara-Nariño;52696-Noviembre-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Mayo;Total;13269;0;0.0;0.0;Santa Bárbara-Nariño;52696-Mayo-2023;-1.0;-100.0;MENOR;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Mayo;Total;13253;1;7.545461404964914;0.0848896434634974;Santa Bárbara-Nariño;52696-Mayo-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Marzo;Total;13269;0;0.0;0.0;Santa Bárbara-Nariño;52696-Marzo-2023;-1.0;-100.0;MENOR;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Marzo;Total;13253;1;7.545461404964914;0.0924214417744916;Santa Bárbara-Nariño;52696-Marzo-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Junio;Total;13269;0;0.0;0.0;Santa Bárbara-Nariño;52696-Junio-2023;0.0;0.0;IGUAL;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Junio;Total;13253;0;0.0;0.0;Santa Bárbara-Nariño;52696-Junio-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Julio;Total;13269;0;0.0;0.0;Santa Bárbara-Nariño;52696-Julio-2023;0.0;0.0;IGUAL;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Julio;Total;13253;0;0.0;0.0;Santa Bárbara-Nariño;52696-Julio-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Febrero;Total;13269;0;0.0;0.0;Santa Bárbara-Nariño;52696-Febrero-2023;-1.0;-100.0;MENOR;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Febrero;Total;13253;1;7.545461404964914;0.0966183574879227;Santa Bárbara-Nariño;52696-Febrero-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Enero;Total;13269;1;7.536362951239732;0.0905797101449275;Santa Bárbara-Nariño;52696-Enero-2023;1.0;100.0;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Enero;Total;13253;0;0.0;0.0;Santa Bárbara-Nariño;52696-Enero-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Diciembre;Total;13269;0;0.0;;Santa Bárbara-Nariño;52696-Diciembre-2023;0.0;0.0;IGUAL;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Diciembre;Total;13253;0;0.0;0.0;Santa Bárbara-Nariño;52696-Diciembre-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Agosto;Total;13269;1;7.536362951239732;0.0869565217391304;Santa Bárbara-Nariño;52696-Agosto-2023;1.0;100.0;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Agosto;Total;13253;0;0.0;0.0;Santa Bárbara-Nariño;52696-Agosto-2022;F;F;MAYOR;PDET;6
52;Nariño;52696;Santa Bárbara;2023;Abril;Total;13269;0;0.0;0.0;Santa Bárbara-Nariño;52696-Abril-2023;-1.0;-100.0;MENOR;PDET;6
52;Nariño;52696;Santa Bárbara;2022;Abril;Total;13253;1;7.545461404964914;0.0881057268722467;Santa Bárbara-Nariño;52696-Abril-2022;F;F;MAYOR;PDET;6
52;Nariño;52694;San Pedro de Cartago;2023;Septiembre;Total;6834;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Septiembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Septiembre;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Septiembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Octubre;Total;6834;0;0.0;;San Pedro de Cartago-Nariño;52694-Octubre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Octubre;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Octubre-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Noviembre;Total;6834;0;0.0;;San Pedro de Cartago-Nariño;52694-Noviembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Noviembre;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Noviembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Mayo;Total;6834;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Mayo-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Mayo;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Mayo-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Marzo;Total;6834;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Marzo-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Marzo;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Marzo-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Junio;Total;6834;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Junio-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Junio;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Junio-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Julio;Total;6834;1;14.63271875914545;0.0816326530612245;San Pedro de Cartago-Nariño;52694-Julio-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Julio;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Julio-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Febrero;Total;6834;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Febrero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Febrero;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Febrero-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Enero;Total;6834;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Enero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Enero;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Enero-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Diciembre;Total;6834;0;0.0;;San Pedro de Cartago-Nariño;52694-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Diciembre;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Diciembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Agosto;Total;6834;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Agosto-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Agosto;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Agosto-2022;F;F;MAYOR;N/A;6
52;Nariño;52694;San Pedro de Cartago;2023;Abril;Total;6834;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Abril-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52694;San Pedro de Cartago;2022;Abril;Total;6826;0;0.0;0.0;San Pedro de Cartago-Nariño;52694-Abril-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Septiembre;Total;14823;1;6.746272684341902;0.0884955752212389;San Pablo-Nariño;52693-Septiembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52693;San Pablo;2022;Septiembre;Total;14806;1;6.754018641091449;0.091491308325709;San Pablo-Nariño;52693-Septiembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Octubre;Total;14823;0;0.0;;San Pablo-Nariño;52693-Octubre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52693;San Pablo;2022;Octubre;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Octubre-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Noviembre;Total;14823;0;0.0;;San Pablo-Nariño;52693-Noviembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52693;San Pablo;2022;Noviembre;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Noviembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Mayo;Total;14823;1;6.746272684341902;0.0892857142857142;San Pablo-Nariño;52693-Mayo-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2022;Mayo;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Mayo-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Marzo;Total;14823;0;0.0;0.0;San Pablo-Nariño;52693-Marzo-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52693;San Pablo;2022;Marzo;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Marzo-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Junio;Total;14823;1;6.746272684341902;0.0874890638670166;San Pablo-Nariño;52693-Junio-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2022;Junio;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Junio-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Julio;Total;14823;1;6.746272684341902;0.0816326530612245;San Pablo-Nariño;52693-Julio-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2022;Julio;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Julio-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Febrero;Total;14823;0;0.0;0.0;San Pablo-Nariño;52693-Febrero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52693;San Pablo;2022;Febrero;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Febrero-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Enero;Total;14823;0;0.0;0.0;San Pablo-Nariño;52693-Enero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52693;San Pablo;2022;Enero;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Enero-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Diciembre;Total;14823;0;0.0;;San Pablo-Nariño;52693-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52693;San Pablo;2022;Diciembre;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Diciembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Agosto;Total;14823;1;6.746272684341902;0.0869565217391304;San Pablo-Nariño;52693-Agosto-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52693;San Pablo;2022;Agosto;Total;14806;1;6.754018641091449;0.0920810313075506;San Pablo-Nariño;52693-Agosto-2022;F;F;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2023;Abril;Total;14823;2;13.492545368683803;0.1928640308582449;San Pablo-Nariño;52693-Abril-2023;2.0;200.0;MAYOR;N/A;6
52;Nariño;52693;San Pablo;2022;Abril;Total;14806;0;0.0;0.0;San Pablo-Nariño;52693-Abril-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Septiembre;Total;18437;0;0.0;0.0;San Lorenzo-Nariño;52687-Septiembre-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52687;San Lorenzo;2022;Septiembre;Total;18415;1;5.430355688297583;0.091491308325709;San Lorenzo-Nariño;52687-Septiembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Octubre;Total;18437;0;0.0;;San Lorenzo-Nariño;52687-Octubre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52687;San Lorenzo;2022;Octubre;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Octubre-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Noviembre;Total;18437;0;0.0;;San Lorenzo-Nariño;52687-Noviembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52687;San Lorenzo;2022;Noviembre;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Noviembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Mayo;Total;18437;0;0.0;0.0;San Lorenzo-Nariño;52687-Mayo-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52687;San Lorenzo;2022;Mayo;Total;18415;1;5.430355688297583;0.0848896434634974;San Lorenzo-Nariño;52687-Mayo-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Marzo;Total;18437;0;0.0;0.0;San Lorenzo-Nariño;52687-Marzo-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52687;San Lorenzo;2022;Marzo;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Marzo-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Junio;Total;18437;0;0.0;0.0;San Lorenzo-Nariño;52687-Junio-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52687;San Lorenzo;2022;Junio;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Junio-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Julio;Total;18437;0;0.0;0.0;San Lorenzo-Nariño;52687-Julio-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52687;San Lorenzo;2022;Julio;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Julio-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Febrero;Total;18437;0;0.0;0.0;San Lorenzo-Nariño;52687-Febrero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52687;San Lorenzo;2022;Febrero;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Febrero-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Enero;Total;18437;1;5.423875901719368;0.0905797101449275;San Lorenzo-Nariño;52687-Enero-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2022;Enero;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Enero-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Diciembre;Total;18437;0;0.0;;San Lorenzo-Nariño;52687-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52687;San Lorenzo;2022;Diciembre;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Diciembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Agosto;Total;18437;0;0.0;0.0;San Lorenzo-Nariño;52687-Agosto-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52687;San Lorenzo;2022;Agosto;Total;18415;1;5.430355688297583;0.0920810313075506;San Lorenzo-Nariño;52687-Agosto-2022;F;F;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2023;Abril;Total;18437;1;5.423875901719368;0.0964320154291224;San Lorenzo-Nariño;52687-Abril-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52687;San Lorenzo;2022;Abril;Total;18415;0;0.0;0.0;San Lorenzo-Nariño;52687-Abril-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Septiembre;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Septiembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Septiembre;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Septiembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Octubre;Total;9190;0;0.0;;San Bernardo-Nariño;52685-Octubre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Octubre;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Octubre-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Noviembre;Total;9190;0;0.0;;San Bernardo-Nariño;52685-Noviembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Noviembre;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Noviembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Mayo;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Mayo-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52685;San Bernardo;2022;Mayo;Total;9179;1;10.894432944765226;0.0848896434634974;San Bernardo-Nariño;52685-Mayo-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Marzo;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Marzo-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Marzo;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Marzo-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Junio;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Junio-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Junio;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Junio-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Julio;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Julio-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52685;San Bernardo;2022;Julio;Total;9179;1;10.894432944765226;0.0836120401337792;San Bernardo-Nariño;52685-Julio-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Febrero;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Febrero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Febrero;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Febrero-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Enero;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Enero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Enero;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Enero-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Diciembre;Total;9190;0;0.0;;San Bernardo-Nariño;52685-Diciembre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Diciembre;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Diciembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Agosto;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Agosto-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Agosto;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Agosto-2022;F;F;MAYOR;N/A;6
52;Nariño;52685;San Bernardo;2023;Abril;Total;9190;0;0.0;0.0;San Bernardo-Nariño;52685-Abril-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52685;San Bernardo;2022;Abril;Total;9179;0;0.0;0.0;San Bernardo-Nariño;52685-Abril-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Septiembre;Total;19811;1;5.047700772298218;0.0884955752212389;Sandoná-Nariño;52683-Septiembre-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2022;Septiembre;Total;19787;0;0.0;0.0;Sandoná-Nariño;52683-Septiembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Octubre;Total;19811;0;0.0;;Sandoná-Nariño;52683-Octubre-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52683;Sandoná;2022;Octubre;Total;19787;0;0.0;0.0;Sandoná-Nariño;52683-Octubre-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Noviembre;Total;19811;0;0.0;;Sandoná-Nariño;52683-Noviembre-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52683;Sandoná;2022;Noviembre;Total;19787;1;5.05382321726386;0.091743119266055;Sandoná-Nariño;52683-Noviembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Mayo;Total;19811;0;0.0;0.0;Sandoná-Nariño;52683-Mayo-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52683;Sandoná;2022;Mayo;Total;19787;0;0.0;0.0;Sandoná-Nariño;52683-Mayo-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Marzo;Total;19811;0;0.0;0.0;Sandoná-Nariño;52683-Marzo-2023;-2.0;-100.0;MENOR;N/A;6
52;Nariño;52683;Sandoná;2022;Marzo;Total;19787;2;10.10764643452772;0.1848428835489833;Sandoná-Nariño;52683-Marzo-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Junio;Total;19811;0;0.0;0.0;Sandoná-Nariño;52683-Junio-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52683;Sandoná;2022;Junio;Total;19787;0;0.0;0.0;Sandoná-Nariño;52683-Junio-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Julio;Total;19811;2;10.095401544596436;0.163265306122449;Sandoná-Nariño;52683-Julio-2023;2.0;200.0;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2022;Julio;Total;19787;0;0.0;0.0;Sandoná-Nariño;52683-Julio-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Febrero;Total;19811;0;0.0;0.0;Sandoná-Nariño;52683-Febrero-2023;0.0;0.0;IGUAL;N/A;6
52;Nariño;52683;Sandoná;2022;Febrero;Total;19787;0;0.0;0.0;Sandoná-Nariño;52683-Febrero-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Enero;Total;19811;1;5.047700772298218;0.0905797101449275;Sandoná-Nariño;52683-Enero-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2022;Enero;Total;19787;0;0.0;0.0;Sandoná-Nariño;52683-Enero-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Diciembre;Total;19811;0;0.0;;Sandoná-Nariño;52683-Diciembre-2023;-1.0;-100.0;MENOR;N/A;6
52;Nariño;52683;Sandoná;2022;Diciembre;Total;19787;1;5.05382321726386;0.0830564784053156;Sandoná-Nariño;52683-Diciembre-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Agosto;Total;19811;0;0.0;0.0;Sandoná-Nariño;52683-Agosto-2023;-2.0;-100.0;MENOR;N/A;6
52;Nariño;52683;Sandoná;2022;Agosto;Total;19787;2;10.10764643452772;0.1841620626151013;Sandoná-Nariño;52683-Agosto-2022;F;F;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2023;Abril;Total;19811;1;5.047700772298218;0.0964320154291224;Sandoná-Nariño;52683-Abril-2023;1.0;100.0;MAYOR;N/A;6
52;Nariño;52683;Sandoná;2022;Abril;Total;19787;0;0.0;0.0;Sandoná-Nariño;52683-Abril-2022;F;F;MAYOR;N/A;6
