div_dpto;departamento;div_mun;municipio;casos;mes;ano;prueba;CambioCasos;CambioPor;Indicador;población;PDET;CATEGORIA
68;Santander;68324;Guavatá;0;Enero - Septiembre;2022;68324-Enero - Septiembre-2022;F;F;MAYOR;4270;N/A;6
68;Santander;68322;Guapotá;0;Enero - Septiembre;2023;68322-Enero - Septiembre-2023;0.0;0.0;IGUAL;2458;N/A;6
68;Santander;68322;Guapotá;0;Enero - Septiembre;2022;68322-Enero - Septiembre-2022;F;F;MAYOR;2458;N/A;6
68;Santander;68320;Guadalupe;0;Enero - Septiembre;2023;68320-Enero - Septiembre-2023;0.0;0.0;IGUAL;4552;N/A;6
68;Santander;68320;Guadalupe;0;Enero - Septiembre;2022;68320-Enero - Septiembre-2022;F;F;MAYOR;4552;N/A;6
68;Santander;68318;Guaca;0;Enero - Septiembre;2023;68318-Enero - Septiembre-2023;-2.0;-100.0;MENOR;6020;N/A;6
68;Santander;68318;Guaca;2;Enero - Septiembre;2022;68318-Enero - Septiembre-2022;F;F;MAYOR;6020;N/A;6
68;Santander;68307;Girón;20;Enero - Septiembre;2023;68307-Enero - Septiembre-2023;2.0;11.11111111111111;MAYOR;175170;N/A;2
68;Santander;68307;Girón;18;Enero - Septiembre;2022;68307-Enero - Septiembre-2022;F;F;MAYOR;175170;N/A;2
68;Santander;68298;Gámbita;0;Enero - Septiembre;2023;68298-Enero - Septiembre-2023;0.0;0.0;IGUAL;4088;N/A;6
68;Santander;68298;Gámbita;0;Enero - Septiembre;2022;68298-Enero - Septiembre-2022;F;F;MAYOR;4088;N/A;6
68;Santander;68296;Galán;0;Enero - Septiembre;2023;68296-Enero - Septiembre-2023;0.0;0.0;IGUAL;2945;N/A;6
68;Santander;68296;Galán;0;Enero - Septiembre;2022;68296-Enero - Septiembre-2022;F;F;MAYOR;2945;N/A;6
68;Santander;68276;Floridablanca;16;Enero - Septiembre;2023;68276-Enero - Septiembre-2023;-12.0;-42.85714285714285;MENOR;313745;N/A;1
68;Santander;68276;Floridablanca;28;Enero - Septiembre;2022;68276-Enero - Septiembre-2022;F;F;MAYOR;313745;N/A;1
68;Santander;68271;Florián;0;Enero - Septiembre;2023;68271-Enero - Septiembre-2023;-1.0;-100.0;MENOR;5694;N/A;6
68;Santander;68271;Florián;1;Enero - Septiembre;2022;68271-Enero - Septiembre-2022;F;F;MAYOR;5694;N/A;6
68;Santander;68266;Enciso;1;Enero - Septiembre;2023;68266-Enero - Septiembre-2023;1.0;100.0;MAYOR;3510;N/A;6
68;Santander;68266;Enciso;0;Enero - Septiembre;2022;68266-Enero - Septiembre-2022;F;F;MAYOR;3510;N/A;6
68;Santander;68264;Encino;0;Enero - Septiembre;2023;68264-Enero - Septiembre-2023;0.0;0.0;IGUAL;2632;N/A;6
68;Santander;68264;Encino;0;Enero - Septiembre;2022;68264-Enero - Septiembre-2022;F;F;MAYOR;2632;N/A;6
68;Santander;68255;El Playón;0;Enero - Septiembre;2023;68255-Enero - Septiembre-2023;-1.0;-100.0;MENOR;14302;N/A;6
68;Santander;68255;El Playón;1;Enero - Septiembre;2022;68255-Enero - Septiembre-2022;F;F;MAYOR;14302;N/A;6
68;Santander;68250;El Peñón;1;Enero - Septiembre;2023;68250-Enero - Septiembre-2023;1.0;100.0;MAYOR;5610;N/A;6
68;Santander;68250;El Peñón;0;Enero - Septiembre;2022;68250-Enero - Septiembre-2022;F;F;MAYOR;5610;N/A;6
68;Santander;68245;El Guacamayo;0;Enero - Septiembre;2023;68245-Enero - Septiembre-2023;-1.0;-100.0;MENOR;2124;N/A;6
68;Santander;68245;El Guacamayo;1;Enero - Septiembre;2022;68245-Enero - Septiembre-2022;F;F;MAYOR;2124;N/A;6
68;Santander;68235;El Carmen de Chucurí;1;Enero - Septiembre;2023;68235-Enero - Septiembre-2023;-3.0;-75.0;MENOR;22230;N/A;6
68;Santander;68235;El Carmen de Chucurí;4;Enero - Septiembre;2022;68235-Enero - Septiembre-2022;F;F;MAYOR;22230;N/A;6
68;Santander;68229;Curití;1;Enero - Septiembre;2023;68229-Enero - Septiembre-2023;1.0;100.0;MAYOR;13535;N/A;6
68;Santander;68229;Curití;0;Enero - Septiembre;2022;68229-Enero - Septiembre-2022;F;F;MAYOR;13535;N/A;6
68;Santander;68217;Coromoro;1;Enero - Septiembre;2023;68217-Enero - Septiembre-2023;-1.0;-50.0;MENOR;5118;N/A;6
68;Santander;68217;Coromoro;2;Enero - Septiembre;2022;68217-Enero - Septiembre-2022;F;F;MAYOR;5118;N/A;6
68;Santander;68211;Contratación;0;Enero - Septiembre;2023;68211-Enero - Septiembre-2023;0.0;0.0;IGUAL;3769;N/A;6
68;Santander;68211;Contratación;0;Enero - Septiembre;2022;68211-Enero - Septiembre-2022;F;F;MAYOR;3769;N/A;6
68;Santander;68209;Confines;0;Enero - Septiembre;2023;68209-Enero - Septiembre-2023;0.0;0.0;IGUAL;3356;N/A;6
68;Santander;68209;Confines;0;Enero - Septiembre;2022;68209-Enero - Septiembre-2022;F;F;MAYOR;3356;N/A;6
68;Santander;68207;Concepción;0;Enero - Septiembre;2023;68207-Enero - Septiembre-2023;0.0;0.0;IGUAL;5865;N/A;6
68;Santander;68207;Concepción;0;Enero - Septiembre;2022;68207-Enero - Septiembre-2022;F;F;MAYOR;5865;N/A;6
68;Santander;68190;Cimitarra;4;Enero - Septiembre;2023;68190-Enero - Septiembre-2023;-1.0;-20.0;MENOR;35056;N/A;6
68;Santander;68190;Cimitarra;5;Enero - Septiembre;2022;68190-Enero - Septiembre-2022;F;F;MAYOR;35056;N/A;6
68;Santander;68179;Chipatá;0;Enero - Septiembre;2023;68179-Enero - Septiembre-2023;0.0;0.0;IGUAL;5189;N/A;6
68;Santander;68179;Chipatá;0;Enero - Septiembre;2022;68179-Enero - Septiembre-2022;F;F;MAYOR;5189;N/A;6
68;Santander;68176;Chimá;0;Enero - Septiembre;2023;68176-Enero - Septiembre-2023;0.0;0.0;IGUAL;2920;N/A;6
68;Santander;68176;Chimá;0;Enero - Septiembre;2022;68176-Enero - Septiembre-2022;F;F;MAYOR;2920;N/A;6
68;Santander;68169;Charta;0;Enero - Septiembre;2023;68169-Enero - Septiembre-2023;0.0;0.0;IGUAL;2942;N/A;6
68;Santander;68169;Charta;0;Enero - Septiembre;2022;68169-Enero - Septiembre-2022;F;F;MAYOR;2942;N/A;6
68;Santander;68167;Charalá;0;Enero - Septiembre;2023;68167-Enero - Septiembre-2023;-1.0;-100.0;MENOR;12503;N/A;6
68;Santander;68167;Charalá;1;Enero - Septiembre;2022;68167-Enero - Septiembre-2022;F;F;MAYOR;12503;N/A;6
68;Santander;68162;Cerrito;0;Enero - Septiembre;2023;68162-Enero - Septiembre-2023;-1.0;-100.0;MENOR;7063;N/A;6
68;Santander;68162;Cerrito;1;Enero - Septiembre;2022;68162-Enero - Septiembre-2022;F;F;MAYOR;7063;N/A;6
68;Santander;68160;Cepitá;0;Enero - Septiembre;2023;68160-Enero - Septiembre-2023;0.0;0.0;IGUAL;2063;N/A;6
68;Santander;68160;Cepitá;0;Enero - Septiembre;2022;68160-Enero - Septiembre-2022;F;F;MAYOR;2063;N/A;6
68;Santander;68152;Carcasí;0;Enero - Septiembre;2023;68152-Enero - Septiembre-2023;0.0;0.0;IGUAL;4339;N/A;6
68;Santander;68152;Carcasí;0;Enero - Septiembre;2022;68152-Enero - Septiembre-2022;F;F;MAYOR;4339;N/A;6
68;Santander;68147;Capitanejo;0;Enero - Septiembre;2023;68147-Enero - Septiembre-2023;0.0;0.0;IGUAL;5582;N/A;6
68;Santander;68147;Capitanejo;0;Enero - Septiembre;2022;68147-Enero - Septiembre-2022;F;F;MAYOR;5582;N/A;6
68;Santander;68132;California;0;Enero - Septiembre;2023;68132-Enero - Septiembre-2023;0.0;0.0;IGUAL;2274;N/A;6
68;Santander;68132;California;0;Enero - Septiembre;2022;68132-Enero - Septiembre-2022;F;F;MAYOR;2274;N/A;6
68;Santander;68121;Cabrera;0;Enero - Septiembre;2023;68121-Enero - Septiembre-2023;0.0;0.0;IGUAL;2059;N/A;6
68;Santander;68121;Cabrera;0;Enero - Septiembre;2022;68121-Enero - Septiembre-2022;F;F;MAYOR;2059;N/A;6
68;Santander;68101;Bolívar;0;Enero - Septiembre;2023;68101-Enero - Septiembre-2023;-1.0;-100.0;MENOR;11186;N/A;6
68;Santander;68101;Bolívar;1;Enero - Septiembre;2022;68101-Enero - Septiembre-2022;F;F;MAYOR;11186;N/A;6
68;Santander;68092;Betulia;0;Enero - Septiembre;2023;68092-Enero - Septiembre-2023;0.0;0.0;IGUAL;6175;N/A;6
68;Santander;68092;Betulia;0;Enero - Septiembre;2022;68092-Enero - Septiembre-2022;F;F;MAYOR;6175;N/A;6
68;Santander;68081;Barrancabermeja;96;Enero - Septiembre;2023;68081-Enero - Septiembre-2023;42.0;77.77777777777779;MAYOR;214689;N/A;1
68;Santander;68081;Barrancabermeja;54;Enero - Septiembre;2022;68081-Enero - Septiembre-2022;F;F;MAYOR;214689;N/A;1
68;Santander;68079;Barichara;0;Enero - Septiembre;2023;68079-Enero - Septiembre-2023;0.0;0.0;IGUAL;11018;N/A;6
68;Santander;68079;Barichara;0;Enero - Septiembre;2022;68079-Enero - Septiembre-2022;F;F;MAYOR;11018;N/A;6
68;Santander;68077;Barbosa;6;Enero - Septiembre;2023;68077-Enero - Septiembre-2023;5.0;500.0;MAYOR;33273;N/A;6
68;Santander;68077;Barbosa;1;Enero - Septiembre;2022;68077-Enero - Septiembre-2022;F;F;MAYOR;33273;N/A;6
68;Santander;68051;Aratoca;0;Enero - Septiembre;2023;68051-Enero - Septiembre-2023;-1.0;-100.0;MENOR;8646;N/A;6
68;Santander;68051;Aratoca;1;Enero - Septiembre;2022;68051-Enero - Septiembre-2022;F;F;MAYOR;8646;N/A;6
68;Santander;68020;Albania;0;Enero - Septiembre;2023;68020-Enero - Septiembre-2023;-1.0;-100.0;MENOR;4418;N/A;6
68;Santander;68020;Albania;1;Enero - Septiembre;2022;68020-Enero - Septiembre-2022;F;F;MAYOR;4418;N/A;6
68;Santander;68013;Aguada;0;Enero - Septiembre;2023;68013-Enero - Septiembre-2023;-1.0;-100.0;MENOR;1902;N/A;6
68;Santander;68013;Aguada;1;Enero - Septiembre;2022;68013-Enero - Septiembre-2022;F;F;MAYOR;1902;N/A;6
68;Santander;68001;Bucaramanga;87;Enero - Septiembre;2023;68001-Enero - Septiembre-2023;8.0;10.126582278481012;MAYOR;618967;N/A;ESP
68;Santander;68001;Bucaramanga;79;Enero - Septiembre;2022;68001-Enero - Septiembre-2022;F;F;MAYOR;618967;N/A;ESP
66;Risaralda;66687;Santuario;6;Enero - Septiembre;2023;66687-Enero - Septiembre-2023;3.0;100.0;MAYOR;12649;N/A;6
66;Risaralda;66687;Santuario;3;Enero - Septiembre;2022;66687-Enero - Septiembre-2022;F;F;MAYOR;12649;N/A;6
66;Risaralda;66682;Santa Rosa de Cabal;18;Enero - Septiembre;2023;66682-Enero - Septiembre-2023;11.0;157.14285714285714;MAYOR;80760;N/A;5
66;Risaralda;66682;Santa Rosa de Cabal;7;Enero - Septiembre;2022;66682-Enero - Septiembre-2022;F;F;MAYOR;80760;N/A;5
66;Risaralda;66594;Quinchía;1;Enero - Septiembre;2023;66594-Enero - Septiembre-2023;-4.0;-80.0;MENOR;27746;N/A;6
66;Risaralda;66594;Quinchía;5;Enero - Septiembre;2022;66594-Enero - Septiembre-2022;F;F;MAYOR;27746;N/A;6
66;Risaralda;66572;Pueblo Rico;0;Enero - Septiembre;2023;66572-Enero - Septiembre-2023;0.0;0.0;IGUAL;16734;N/A;6
66;Risaralda;66572;Pueblo Rico;0;Enero - Septiembre;2022;66572-Enero - Septiembre-2022;F;F;MAYOR;16734;N/A;6
66;Risaralda;66456;Mistrató;4;Enero - Septiembre;2023;66456-Enero - Septiembre-2023;1.0;33.33333333333333;MAYOR;17555;N/A;6
66;Risaralda;66456;Mistrató;3;Enero - Septiembre;2022;66456-Enero - Septiembre-2022;F;F;MAYOR;17555;N/A;6
66;Risaralda;66440;Marsella;1;Enero - Septiembre;2023;66440-Enero - Septiembre-2023;-2.0;-66.66666666666666;MENOR;17005;N/A;6
66;Risaralda;66440;Marsella;3;Enero - Septiembre;2022;66440-Enero - Septiembre-2022;F;F;MAYOR;17005;N/A;6
66;Risaralda;66400;La Virginia;10;Enero - Septiembre;2023;66400-Enero - Septiembre-2023;3.0;42.85714285714285;MAYOR;28465;N/A;6
66;Risaralda;66400;La Virginia;7;Enero - Septiembre;2022;66400-Enero - Septiembre-2022;F;F;MAYOR;28465;N/A;6
66;Risaralda;66383;La Celia;1;Enero - Septiembre;2023;66383-Enero - Septiembre-2023;-2.0;-66.66666666666666;MENOR;7554;N/A;6
66;Risaralda;66383;La Celia;3;Enero - Septiembre;2022;66383-Enero - Septiembre-2022;F;F;MAYOR;7554;N/A;6
66;Risaralda;66318;Guática;0;Enero - Septiembre;2023;66318-Enero - Septiembre-2023;0.0;0.0;IGUAL;12319;N/A;6
66;Risaralda;66318;Guática;0;Enero - Septiembre;2022;66318-Enero - Septiembre-2022;F;F;MAYOR;12319;N/A;6
66;Risaralda;66170;Dosquebradas;53;Enero - Septiembre;2023;66170-Enero - Septiembre-2023;23.0;76.66666666666667;MAYOR;227696;N/A;2
66;Risaralda;66170;Dosquebradas;30;Enero - Septiembre;2022;66170-Enero - Septiembre-2022;F;F;MAYOR;227696;N/A;2
66;Risaralda;66088;Belén de Umbría;9;Enero - Septiembre;2023;66088-Enero - Septiembre-2023;6.0;200.0;MAYOR;25135;N/A;6
66;Risaralda;66088;Belén de Umbría;3;Enero - Septiembre;2022;66088-Enero - Septiembre-2022;F;F;MAYOR;25135;N/A;6
66;Risaralda;66075;Balboa;0;Enero - Septiembre;2023;66075-Enero - Septiembre-2023;0.0;0.0;IGUAL;6406;N/A;6
66;Risaralda;66075;Balboa;0;Enero - Septiembre;2022;66075-Enero - Septiembre-2022;F;F;MAYOR;6406;N/A;6
66;Risaralda;66045;Apía;3;Enero - Septiembre;2023;66045-Enero - Septiembre-2023;2.0;200.0;MAYOR;12432;N/A;6
66;Risaralda;66045;Apía;1;Enero - Septiembre;2022;66045-Enero - Septiembre-2022;F;F;MAYOR;12432;N/A;6
66;Risaralda;66001;Pereira;80;Enero - Septiembre;2023;66001-Enero - Septiembre-2023;4.0;5.263157894736842;MAYOR;485373;N/A;1
66;Risaralda;66001;Pereira;76;Enero - Septiembre;2022;66001-Enero - Septiembre-2022;F;F;MAYOR;485373;N/A;1
63;Quindio;63690;Salento;1;Enero - Septiembre;2023;63690-Enero - Septiembre-2023;1.0;100.0;MAYOR;9772;N/A;6
63;Quindio;63690;Salento;0;Enero - Septiembre;2022;63690-Enero - Septiembre-2022;F;F;MAYOR;9772;N/A;6
63;Quindio;63594;Quimbaya;10;Enero - Septiembre;2023;63594-Enero - Septiembre-2023;0.0;0.0;IGUAL;31931;N/A;6
63;Quindio;63594;Quimbaya;10;Enero - Septiembre;2022;63594-Enero - Septiembre-2022;F;F;MAYOR;31931;N/A;6
63;Quindio;63548;Pijao;5;Enero - Septiembre;2023;63548-Enero - Septiembre-2023;5.0;500.0;MAYOR;5251;N/A;6
63;Quindio;63548;Pijao;0;Enero - Septiembre;2022;63548-Enero - Septiembre-2022;F;F;MAYOR;5251;N/A;6
63;Quindio;63470;Montenegro;27;Enero - Septiembre;2023;63470-Enero - Septiembre-2023;17.0;170.0;MAYOR;38469;N/A;6
63;Quindio;63470;Montenegro;10;Enero - Septiembre;2022;63470-Enero - Septiembre-2022;F;F;MAYOR;38469;N/A;6
63;Quindio;63401;La Tebaida;7;Enero - Septiembre;2023;63401-Enero - Septiembre-2023;-3.0;-30.0;MENOR;35692;N/A;6
63;Quindio;63401;La Tebaida;10;Enero - Septiembre;2022;63401-Enero - Septiembre-2022;F;F;MAYOR;35692;N/A;6
63;Quindio;63302;Génova;2;Enero - Septiembre;2023;63302-Enero - Septiembre-2023;0.0;0.0;IGUAL;7636;N/A;6
63;Quindio;63302;Génova;2;Enero - Septiembre;2022;63302-Enero - Septiembre-2022;F;F;MAYOR;7636;N/A;6
63;Quindio;63272;Filandia;0;Enero - Septiembre;2023;63272-Enero - Septiembre-2023;0.0;0.0;IGUAL;12570;N/A;6
63;Quindio;63272;Filandia;0;Enero - Septiembre;2022;63272-Enero - Septiembre-2022;F;F;MAYOR;12570;N/A;6
63;Quindio;63212;Córdoba;0;Enero - Septiembre;2023;63212-Enero - Septiembre-2023;0.0;0.0;IGUAL;5884;N/A;6
63;Quindio;63212;Córdoba;0;Enero - Septiembre;2022;63212-Enero - Septiembre-2022;F;F;MAYOR;5884;N/A;6
63;Quindio;63190;Circasia;6;Enero - Septiembre;2023;63190-Enero - Septiembre-2023;-2.0;-25.0;MENOR;29802;N/A;6
63;Quindio;63190;Circasia;8;Enero - Septiembre;2022;63190-Enero - Septiembre-2022;F;F;MAYOR;29802;N/A;6
63;Quindio;63130;Calarcá;16;Enero - Septiembre;2023;63130-Enero - Septiembre-2023;0.0;0.0;IGUAL;76803;N/A;5
63;Quindio;63130;Calarcá;16;Enero - Septiembre;2022;63130-Enero - Septiembre-2022;F;F;MAYOR;76803;N/A;5
63;Quindio;63111;Buenavista;0;Enero - Septiembre;2023;63111-Enero - Septiembre-2023;-1.0;-100.0;MENOR;3208;N/A;6
63;Quindio;63111;Buenavista;1;Enero - Septiembre;2022;63111-Enero - Septiembre-2022;F;F;MAYOR;3208;N/A;6
63;Quindio;63001;Armenia;68;Enero - Septiembre;2023;63001-Enero - Septiembre-2023;11.0;19.29824561403509;MAYOR;312551;N/A;1
63;Quindio;63001;Armenia;57;Enero - Septiembre;2022;63001-Enero - Septiembre-2022;F;F;MAYOR;312551;N/A;1
5;Antioquia;5895;Zaragoza;7;Enero - Septiembre;2023;5895-Enero - Septiembre-2023;-1.0;-12.5;MENOR;26510;PDET;6
5;Antioquia;5895;Zaragoza;8;Enero - Septiembre;2022;5895-Enero - Septiembre-2022;F;F;MAYOR;26510;PDET;6
5;Antioquia;5893;Yondó;13;Enero - Septiembre;2023;5893-Enero - Septiembre-2023;2.0;18.181818181818183;MAYOR;20741;PDET;5
5;Antioquia;5893;Yondó;11;Enero - Septiembre;2022;5893-Enero - Septiembre-2022;F;F;MAYOR;20741;PDET;5
5;Antioquia;5890;Yolombó;14;Enero - Septiembre;2023;5890-Enero - Septiembre-2023;1.0;7.6923076923076925;MAYOR;24239;N/A;6
5;Antioquia;5890;Yolombó;13;Enero - Septiembre;2022;5890-Enero - Septiembre-2022;F;F;MAYOR;24239;N/A;6
5;Antioquia;5887;Yarumal;19;Enero - Septiembre;2023;5887-Enero - Septiembre-2023;-2.0;-9.523809523809524;MENOR;44009;N/A;6
5;Antioquia;5887;Yarumal;21;Enero - Septiembre;2022;5887-Enero - Septiembre-2022;F;F;MAYOR;44009;N/A;6
5;Antioquia;5885;Yalí;8;Enero - Septiembre;2023;5885-Enero - Septiembre-2023;5.0;166.66666666666669;MAYOR;7921;N/A;6
5;Antioquia;5885;Yalí;3;Enero - Septiembre;2022;5885-Enero - Septiembre-2022;F;F;MAYOR;7921;N/A;6
5;Antioquia;5873;Vigía del Fuerte;0;Enero - Septiembre;2023;5873-Enero - Septiembre-2023;0.0;0.0;IGUAL;9717;PDET;6
5;Antioquia;5873;Vigía del Fuerte;0;Enero - Septiembre;2022;5873-Enero - Septiembre-2022;F;F;MAYOR;9717;PDET;6
5;Antioquia;5861;Venecia;11;Enero - Septiembre;2023;5861-Enero - Septiembre-2023;-2.0;-15.384615384615383;MENOR;12080;N/A;6
5;Antioquia;5861;Venecia;13;Enero - Septiembre;2022;5861-Enero - Septiembre-2022;F;F;MAYOR;12080;N/A;6
5;Antioquia;5858;Vegachí;2;Enero - Septiembre;2023;5858-Enero - Septiembre-2023;-16.0;-88.88888888888889;MENOR;12414;N/A;6
5;Antioquia;5858;Vegachí;18;Enero - Septiembre;2022;5858-Enero - Septiembre-2022;F;F;MAYOR;12414;N/A;6
5;Antioquia;5856;Valparaíso;0;Enero - Septiembre;2023;5856-Enero - Septiembre-2023;0.0;0.0;IGUAL;6674;N/A;6
5;Antioquia;5856;Valparaíso;0;Enero - Septiembre;2022;5856-Enero - Septiembre-2022;F;F;MAYOR;6674;N/A;6
5;Antioquia;5854;Valdivia;6;Enero - Septiembre;2023;5854-Enero - Septiembre-2023;-16.0;-72.72727272727273;MENOR;14542;PDET;6
5;Antioquia;5854;Valdivia;22;Enero - Septiembre;2022;5854-Enero - Septiembre-2022;F;F;MAYOR;14542;PDET;6
5;Antioquia;5847;Urrao;23;Enero - Septiembre;2023;5847-Enero - Septiembre-2023;3.0;15.0;MAYOR;31839;N/A;6
5;Antioquia;5847;Urrao;20;Enero - Septiembre;2022;5847-Enero - Septiembre-2022;F;F;MAYOR;31839;N/A;6
5;Antioquia;5842;Uramita;1;Enero - Septiembre;2023;5842-Enero - Septiembre-2023;-2.0;-66.66666666666666;MENOR;7114;N/A;6
5;Antioquia;5842;Uramita;3;Enero - Septiembre;2022;5842-Enero - Septiembre-2022;F;F;MAYOR;7114;N/A;6
5;Antioquia;5837;Turbo;36;Enero - Septiembre;2023;5837-Enero - Septiembre-2023;-22.0;-37.93103448275862;MENOR;134278;PDET;4
5;Antioquia;5837;Turbo;58;Enero - Septiembre;2022;5837-Enero - Septiembre-2022;F;F;MAYOR;134278;PDET;4
5;Antioquia;5819;Toledo;1;Enero - Septiembre;2023;5819-Enero - Septiembre-2023;-3.0;-75.0;MENOR;5200;N/A;6
5;Antioquia;5819;Toledo;4;Enero - Septiembre;2022;5819-Enero - Septiembre-2022;F;F;MAYOR;5200;N/A;6
5;Antioquia;5809;Titiribí;6;Enero - Septiembre;2023;5809-Enero - Septiembre-2023;5.0;500.0;MAYOR;11053;N/A;6
5;Antioquia;5809;Titiribí;1;Enero - Septiembre;2022;5809-Enero - Septiembre-2022;F;F;MAYOR;11053;N/A;6
5;Antioquia;5792;Tarso;1;Enero - Septiembre;2023;5792-Enero - Septiembre-2023;1.0;100.0;MAYOR;6425;N/A;6
5;Antioquia;5792;Tarso;0;Enero - Septiembre;2022;5792-Enero - Septiembre-2022;F;F;MAYOR;6425;N/A;6
5;Antioquia;5790;Tarazá;9;Enero - Septiembre;2023;5790-Enero - Septiembre-2023;-7.0;-43.75;MENOR;28868;PDET;6
5;Antioquia;5790;Tarazá;16;Enero - Septiembre;2022;5790-Enero - Septiembre-2022;F;F;MAYOR;28868;PDET;6
5;Antioquia;5789;Támesis;3;Enero - Septiembre;2023;5789-Enero - Septiembre-2023;2.0;200.0;MAYOR;16706;N/A;6
5;Antioquia;5789;Támesis;1;Enero - Septiembre;2022;5789-Enero - Septiembre-2022;F;F;MAYOR;16706;N/A;6
5;Antioquia;5761;Sopetrán;6;Enero - Septiembre;2023;5761-Enero - Septiembre-2023;3.0;100.0;MAYOR;15996;N/A;6
5;Antioquia;5761;Sopetrán;3;Enero - Septiembre;2022;5761-Enero - Septiembre-2022;F;F;MAYOR;15996;N/A;6
5;Antioquia;5756;Sonsón;7;Enero - Septiembre;2023;5756-Enero - Septiembre-2023;-15.0;-68.18181818181817;MENOR;37767;N/A;5
5;Antioquia;5756;Sonsón;22;Enero - Septiembre;2022;5756-Enero - Septiembre-2022;F;F;MAYOR;37767;N/A;5
5;Antioquia;5736;Segovia;32;Enero - Septiembre;2023;5736-Enero - Septiembre-2023;-6.0;-15.789473684210526;MENOR;40607;PDET;3
5;Antioquia;5736;Segovia;38;Enero - Septiembre;2022;5736-Enero - Septiembre-2022;F;F;MAYOR;40607;PDET;3
5;Antioquia;5697;El Santuario;5;Enero - Septiembre;2023;5697-Enero - Septiembre-2023;0.0;0.0;IGUAL;37747;N/A;6
5;Antioquia;5697;El Santuario;5;Enero - Septiembre;2022;5697-Enero - Septiembre-2022;F;F;MAYOR;37747;N/A;6
5;Antioquia;5690;Santo Domingo;3;Enero - Septiembre;2023;5690-Enero - Septiembre-2023;-8.0;-72.72727272727273;MENOR;12708;N/A;6
5;Antioquia;5690;Santo Domingo;11;Enero - Septiembre;2022;5690-Enero - Septiembre-2022;F;F;MAYOR;12708;N/A;6
5;Antioquia;5686;Santa Rosa de Osos;10;Enero - Septiembre;2023;5686-Enero - Septiembre-2023;-7.0;-41.17647058823529;MENOR;39058;N/A;5
5;Antioquia;5686;Santa Rosa de Osos;17;Enero - Septiembre;2022;5686-Enero - Septiembre-2022;F;F;MAYOR;39058;N/A;5
5;Antioquia;5679;Santa Bárbara;9;Enero - Septiembre;2023;5679-Enero - Septiembre-2023;-1.0;-10.0;MENOR;28034;N/A;6
5;Antioquia;5679;Santa Bárbara;10;Enero - Septiembre;2022;5679-Enero - Septiembre-2022;F;F;MAYOR;28034;N/A;6
5;Antioquia;5674;San Vicente;7;Enero - Septiembre;2023;5674-Enero - Septiembre-2023;3.0;75.0;MAYOR;23170;N/A;6
5;Antioquia;5674;San Vicente;4;Enero - Septiembre;2022;5674-Enero - Septiembre-2022;F;F;MAYOR;23170;N/A;6
5;Antioquia;5670;San Roque;7;Enero - Septiembre;2023;5670-Enero - Septiembre-2023;-8.0;-53.333333333333336;MENOR;22271;N/A;6
5;Antioquia;5670;San Roque;15;Enero - Septiembre;2022;5670-Enero - Septiembre-2022;F;F;MAYOR;22271;N/A;6
5;Antioquia;5667;San Rafael;3;Enero - Septiembre;2023;5667-Enero - Septiembre-2023;1.0;50.0;MAYOR;16151;N/A;6
5;Antioquia;5667;San Rafael;2;Enero - Septiembre;2022;5667-Enero - Septiembre-2022;F;F;MAYOR;16151;N/A;6
5;Antioquia;5665;San Pedro de Urabá;0;Enero - Septiembre;2023;5665-Enero - Septiembre-2023;-4.0;-100.0;MENOR;33150;PDET;6
5;Antioquia;5665;San Pedro de Urabá;4;Enero - Septiembre;2022;5665-Enero - Septiembre-2022;F;F;MAYOR;33150;PDET;6
5;Antioquia;5664;San Pedro de Los Milagros;5;Enero - Septiembre;2023;5664-Enero - Septiembre-2023;2.0;66.66666666666666;MAYOR;23603;N/A;6
5;Antioquia;5664;San Pedro de Los Milagros;3;Enero - Septiembre;2022;5664-Enero - Septiembre-2022;F;F;MAYOR;23603;N/A;6
5;Antioquia;5660;San Luis;2;Enero - Septiembre;2023;5660-Enero - Septiembre-2023;-7.0;-77.77777777777779;MENOR;13532;N/A;6
5;Antioquia;5660;San Luis;9;Enero - Septiembre;2022;5660-Enero - Septiembre-2022;F;F;MAYOR;13532;N/A;6
5;Antioquia;5659;San Juan de Urabá;0;Enero - Septiembre;2023;5659-Enero - Septiembre-2023;-1.0;-100.0;MENOR;21608;N/A;6
5;Antioquia;5659;San Juan de Urabá;1;Enero - Septiembre;2022;5659-Enero - Septiembre-2022;F;F;MAYOR;21608;N/A;6
5;Antioquia;5658;San José de La Montaña;0;Enero - Septiembre;2023;5658-Enero - Septiembre-2023;-1.0;-100.0;MENOR;3882;N/A;6
5;Antioquia;5658;San José de La Montaña;1;Enero - Septiembre;2022;5658-Enero - Septiembre-2022;F;F;MAYOR;3882;N/A;6
5;Antioquia;5656;San Jerónimo;5;Enero - Septiembre;2023;5656-Enero - Septiembre-2023;1.0;25.0;MAYOR;16520;N/A;6
5;Antioquia;5656;San Jerónimo;4;Enero - Septiembre;2022;5656-Enero - Septiembre-2022;F;F;MAYOR;16520;N/A;6
5;Antioquia;5652;San Francisco;2;Enero - Septiembre;2023;5652-Enero - Septiembre-2023;-6.0;-75.0;MENOR;6074;N/A;6
5;Antioquia;5652;San Francisco;8;Enero - Septiembre;2022;5652-Enero - Septiembre-2022;F;F;MAYOR;6074;N/A;6
