div_dpto;departamento;div_mun;municipio;casos;mes;ano;prueba;CambioCasos;CambioPor;Indicador;población;PDET;CATEGORIA
47;Magdalena;47541;Pedraza;0;Enero - Septiembre;2022;47541-Enero - Septiembre-2022;F;F;MAYOR;9526;N/A;6
47;Magdalena;47460;Nueva Granada;10;Enero - Septiembre;2023;47460-Enero - Septiembre-2023;6.0;150.0;MAYOR;21707;N/A;6
47;Magdalena;47460;Nueva Granada;4;Enero - Septiembre;2022;47460-Enero - Septiembre-2022;F;F;MAYOR;21707;N/A;6
47;Magdalena;47318;Guamal;2;Enero - Septiembre;2023;47318-Enero - Septiembre-2023;2.0;200.0;MAYOR;28626;N/A;6
47;Magdalena;47318;Guamal;0;Enero - Septiembre;2022;47318-Enero - Septiembre-2022;F;F;MAYOR;28626;N/A;6
47;Magdalena;47288;Fundación;13;Enero - Septiembre;2023;47288-Enero - Septiembre-2023;-4.0;-23.52941176470588;MENOR;72280;PDET;6
47;Magdalena;47288;Fundación;17;Enero - Septiembre;2022;47288-Enero - Septiembre-2022;F;F;MAYOR;72280;PDET;6
47;Magdalena;47268;El Retén;9;Enero - Septiembre;2023;47268-Enero - Septiembre-2023;1.0;12.5;MAYOR;21591;N/A;6
47;Magdalena;47268;El Retén;8;Enero - Septiembre;2022;47268-Enero - Septiembre-2022;F;F;MAYOR;21591;N/A;6
47;Magdalena;47258;El Piñón;4;Enero - Septiembre;2023;47258-Enero - Septiembre-2023;2.0;100.0;MAYOR;24699;N/A;6
47;Magdalena;47258;El Piñón;2;Enero - Septiembre;2022;47258-Enero - Septiembre-2022;F;F;MAYOR;24699;N/A;6
47;Magdalena;47245;El Banco;13;Enero - Septiembre;2023;47245-Enero - Septiembre-2023;-3.0;-18.75;MENOR;71484;N/A;6
47;Magdalena;47245;El Banco;16;Enero - Septiembre;2022;47245-Enero - Septiembre-2022;F;F;MAYOR;71484;N/A;6
47;Magdalena;47205;Concordia;2;Enero - Septiembre;2023;47205-Enero - Septiembre-2023;2.0;200.0;MAYOR;11514;N/A;6
47;Magdalena;47205;Concordia;0;Enero - Septiembre;2022;47205-Enero - Septiembre-2022;F;F;MAYOR;11514;N/A;6
47;Magdalena;47189;Ciénaga;49;Enero - Septiembre;2023;47189-Enero - Septiembre-2023;-10.0;-16.94915254237288;MENOR;127494;PDET;5
47;Magdalena;47189;Ciénaga;59;Enero - Septiembre;2022;47189-Enero - Septiembre-2022;F;F;MAYOR;127494;PDET;5
47;Magdalena;47170;Chibolo;1;Enero - Septiembre;2023;47170-Enero - Septiembre-2023;-4.0;-80.0;MENOR;23986;N/A;6
47;Magdalena;47170;Chibolo;5;Enero - Septiembre;2022;47170-Enero - Septiembre-2022;F;F;MAYOR;23986;N/A;6
47;Magdalena;47161;Cerro de San Antonio;0;Enero - Septiembre;2023;47161-Enero - Septiembre-2023;0.0;0.0;IGUAL;10193;N/A;6
47;Magdalena;47161;Cerro de San Antonio;0;Enero - Septiembre;2022;47161-Enero - Septiembre-2022;F;F;MAYOR;10193;N/A;6
47;Magdalena;47058;Ariguaní;7;Enero - Septiembre;2023;47058-Enero - Septiembre-2023;-4.0;-36.36363636363637;MENOR;32601;N/A;6
47;Magdalena;47058;Ariguaní;11;Enero - Septiembre;2022;47058-Enero - Septiembre-2022;F;F;MAYOR;32601;N/A;6
47;Magdalena;47053;Aracataca;14;Enero - Septiembre;2023;47053-Enero - Septiembre-2023;3.0;27.27272727272727;MAYOR;42545;PDET;6
47;Magdalena;47053;Aracataca;11;Enero - Septiembre;2022;47053-Enero - Septiembre-2022;F;F;MAYOR;42545;PDET;6
47;Magdalena;47030;Algarrobo;1;Enero - Septiembre;2023;47030-Enero - Septiembre-2023;-4.0;-80.0;MENOR;17214;N/A;6
47;Magdalena;47030;Algarrobo;5;Enero - Septiembre;2022;47030-Enero - Septiembre-2022;F;F;MAYOR;17214;N/A;6
47;Magdalena;47001;Santa Marta;130;Enero - Septiembre;2023;47001-Enero - Septiembre-2023;-16.0;-10.95890410958904;MENOR;552391;PDET;1
47;Magdalena;47001;Santa Marta;146;Enero - Septiembre;2022;47001-Enero - Septiembre-2022;F;F;MAYOR;552391;PDET;1
44;La Guajira;44874;Villanueva;4;Enero - Septiembre;2023;44874-Enero - Septiembre-2023;1.0;33.33333333333333;MAYOR;30344;N/A;6
44;La Guajira;44874;Villanueva;3;Enero - Septiembre;2022;44874-Enero - Septiembre-2022;F;F;MAYOR;30344;N/A;6
44;La Guajira;44855;Urumita;1;Enero - Septiembre;2023;44855-Enero - Septiembre-2023;1.0;100.0;MAYOR;11688;N/A;6
44;La Guajira;44855;Urumita;0;Enero - Septiembre;2022;44855-Enero - Septiembre-2022;F;F;MAYOR;11688;N/A;6
44;La Guajira;44847;Uribia;6;Enero - Septiembre;2023;44847-Enero - Septiembre-2023;2.0;50.0;MAYOR;197327;N/A;4
44;La Guajira;44847;Uribia;4;Enero - Septiembre;2022;44847-Enero - Septiembre-2022;F;F;MAYOR;197327;N/A;4
44;La Guajira;44650;San Juan del Cesar;6;Enero - Septiembre;2023;44650-Enero - Septiembre-2023;-1.0;-14.285714285714285;MENOR;51463;PDET;6
44;La Guajira;44650;San Juan del Cesar;7;Enero - Septiembre;2022;44650-Enero - Septiembre-2022;F;F;MAYOR;51463;PDET;6
44;La Guajira;44560;Manaure;1;Enero - Septiembre;2023;44560-Enero - Septiembre-2023;-2.0;-66.66666666666666;MENOR;96991;N/A;4
44;La Guajira;44560;Manaure;3;Enero - Septiembre;2022;44560-Enero - Septiembre-2022;F;F;MAYOR;96991;N/A;4
44;La Guajira;44430;Maicao;25;Enero - Septiembre;2023;44430-Enero - Septiembre-2023;-13.0;-34.21052631578947;MENOR;192085;N/A;4
44;La Guajira;44430;Maicao;38;Enero - Septiembre;2022;44430-Enero - Septiembre-2022;F;F;MAYOR;192085;N/A;4
44;La Guajira;44420;La Jagua del Pilar;1;Enero - Septiembre;2023;44420-Enero - Septiembre-2023;1.0;100.0;MAYOR;3979;N/A;6
44;La Guajira;44420;La Jagua del Pilar;0;Enero - Septiembre;2022;44420-Enero - Septiembre-2022;F;F;MAYOR;3979;N/A;6
44;La Guajira;44378;Hatonuevo;0;Enero - Septiembre;2023;44378-Enero - Septiembre-2023;-2.0;-100.0;MENOR;22873;N/A;6
44;La Guajira;44378;Hatonuevo;2;Enero - Septiembre;2022;44378-Enero - Septiembre-2022;F;F;MAYOR;22873;N/A;6
44;La Guajira;44279;Fonseca;6;Enero - Septiembre;2023;44279-Enero - Septiembre-2023;-8.0;-57.14285714285714;MENOR;46232;PDET;6
44;La Guajira;44279;Fonseca;14;Enero - Septiembre;2022;44279-Enero - Septiembre-2022;F;F;MAYOR;46232;PDET;6
44;La Guajira;44110;El Molino;0;Enero - Septiembre;2023;44110-Enero - Septiembre-2023;0.0;0.0;IGUAL;8178;N/A;6
44;La Guajira;44110;El Molino;0;Enero - Septiembre;2022;44110-Enero - Septiembre-2022;F;F;MAYOR;8178;N/A;6
44;La Guajira;44098;Distracción;0;Enero - Septiembre;2023;44098-Enero - Septiembre-2023;-1.0;-100.0;MENOR;14788;N/A;6
44;La Guajira;44098;Distracción;1;Enero - Septiembre;2022;44098-Enero - Septiembre-2022;F;F;MAYOR;14788;N/A;6
44;La Guajira;44090;Dibulla;19;Enero - Septiembre;2023;44090-Enero - Septiembre-2023;3.0;18.75;MAYOR;43663;PDET;6
44;La Guajira;44090;Dibulla;16;Enero - Septiembre;2022;44090-Enero - Septiembre-2022;F;F;MAYOR;43663;PDET;6
44;La Guajira;44078;Barrancas;4;Enero - Septiembre;2023;44078-Enero - Septiembre-2023;1.0;33.33333333333333;MAYOR;39801;N/A;6
44;La Guajira;44078;Barrancas;3;Enero - Septiembre;2022;44078-Enero - Septiembre-2022;F;F;MAYOR;39801;N/A;6
44;La Guajira;44035;Albania;2;Enero - Septiembre;2023;44035-Enero - Septiembre-2023;1.0;100.0;MAYOR;33494;N/A;5
44;La Guajira;44035;Albania;1;Enero - Septiembre;2022;44035-Enero - Septiembre-2022;F;F;MAYOR;33494;N/A;5
44;La Guajira;44001;Riohacha;50;Enero - Septiembre;2023;44001-Enero - Septiembre-2023;14.0;38.88888888888889;MAYOR;209488;N/A;3
44;La Guajira;44001;Riohacha;36;Enero - Septiembre;2022;44001-Enero - Septiembre-2022;F;F;MAYOR;209488;N/A;3
41;Huila;41885;Yaguará;0;Enero - Septiembre;2023;41885-Enero - Septiembre-2023;0.0;0.0;IGUAL;7951;N/A;6
41;Huila;41885;Yaguará;0;Enero - Septiembre;2022;41885-Enero - Septiembre-2022;F;F;MAYOR;7951;N/A;6
41;Huila;41872;Villavieja;3;Enero - Septiembre;2023;41872-Enero - Septiembre-2023;3.0;300.0;MAYOR;7357;N/A;6
41;Huila;41872;Villavieja;0;Enero - Septiembre;2022;41872-Enero - Septiembre-2022;F;F;MAYOR;7357;N/A;6
41;Huila;41807;Timaná;2;Enero - Septiembre;2023;41807-Enero - Septiembre-2023;0.0;0.0;IGUAL;22428;N/A;6
41;Huila;41807;Timaná;2;Enero - Septiembre;2022;41807-Enero - Septiembre-2022;F;F;MAYOR;22428;N/A;6
41;Huila;41801;Teruel;5;Enero - Septiembre;2023;41801-Enero - Septiembre-2023;4.0;400.0;MAYOR;8225;N/A;6
41;Huila;41801;Teruel;1;Enero - Septiembre;2022;41801-Enero - Septiembre-2022;F;F;MAYOR;8225;N/A;6
41;Huila;41799;Tello;9;Enero - Septiembre;2023;41799-Enero - Septiembre-2023;8.0;800.0;MAYOR;11991;N/A;6
41;Huila;41799;Tello;1;Enero - Septiembre;2022;41799-Enero - Septiembre-2022;F;F;MAYOR;11991;N/A;6
41;Huila;41797;Tesalia;0;Enero - Septiembre;2023;41797-Enero - Septiembre-2023;0.0;0.0;IGUAL;11102;N/A;6
41;Huila;41797;Tesalia;0;Enero - Septiembre;2022;41797-Enero - Septiembre-2022;F;F;MAYOR;11102;N/A;6
41;Huila;41791;Tarqui;3;Enero - Septiembre;2023;41791-Enero - Septiembre-2023;2.0;200.0;MAYOR;18016;N/A;6
41;Huila;41791;Tarqui;1;Enero - Septiembre;2022;41791-Enero - Septiembre-2022;F;F;MAYOR;18016;N/A;6
41;Huila;41770;Suaza;8;Enero - Septiembre;2023;41770-Enero - Septiembre-2023;4.0;100.0;MAYOR;23102;N/A;6
41;Huila;41770;Suaza;4;Enero - Septiembre;2022;41770-Enero - Septiembre-2022;F;F;MAYOR;23102;N/A;6
41;Huila;41676;Santa María;0;Enero - Septiembre;2023;41676-Enero - Septiembre-2023;-5.0;-100.0;MENOR;10632;N/A;6
41;Huila;41676;Santa María;5;Enero - Septiembre;2022;41676-Enero - Septiembre-2022;F;F;MAYOR;10632;N/A;6
41;Huila;41668;San Agustín;1;Enero - Septiembre;2023;41668-Enero - Septiembre-2023;-7.0;-87.5;MENOR;34281;N/A;6
41;Huila;41668;San Agustín;8;Enero - Septiembre;2022;41668-Enero - Septiembre-2022;F;F;MAYOR;34281;N/A;6
41;Huila;41660;Saladoblanco;0;Enero - Septiembre;2023;41660-Enero - Septiembre-2023;-1.0;-100.0;MENOR;10738;N/A;6
41;Huila;41660;Saladoblanco;1;Enero - Septiembre;2022;41660-Enero - Septiembre-2022;F;F;MAYOR;10738;N/A;6
41;Huila;41615;Rivera;5;Enero - Septiembre;2023;41615-Enero - Septiembre-2023;2.0;66.66666666666666;MAYOR;25544;N/A;6
41;Huila;41615;Rivera;3;Enero - Septiembre;2022;41615-Enero - Septiembre-2022;F;F;MAYOR;25544;N/A;6
41;Huila;41551;Pitalito;34;Enero - Septiembre;2023;41551-Enero - Septiembre-2023;6.0;21.428571428571427;MAYOR;130742;N/A;3
41;Huila;41551;Pitalito;28;Enero - Septiembre;2022;41551-Enero - Septiembre-2022;F;F;MAYOR;130742;N/A;3
41;Huila;41548;Pital;1;Enero - Septiembre;2023;41548-Enero - Septiembre-2023;1.0;100.0;MAYOR;14153;N/A;6
41;Huila;41548;Pital;0;Enero - Septiembre;2022;41548-Enero - Septiembre-2022;F;F;MAYOR;14153;N/A;6
41;Huila;41530;Palestina;0;Enero - Septiembre;2023;41530-Enero - Septiembre-2023;-1.0;-100.0;MENOR;11582;N/A;6
41;Huila;41530;Palestina;1;Enero - Septiembre;2022;41530-Enero - Septiembre-2022;F;F;MAYOR;11582;N/A;6
41;Huila;41524;Palermo;3;Enero - Septiembre;2023;41524-Enero - Septiembre-2023;-3.0;-50.0;MENOR;27322;N/A;6
41;Huila;41524;Palermo;6;Enero - Septiembre;2022;41524-Enero - Septiembre-2022;F;F;MAYOR;27322;N/A;6
41;Huila;41518;Paicol;1;Enero - Septiembre;2023;41518-Enero - Septiembre-2023;1.0;100.0;MAYOR;6832;N/A;6
41;Huila;41518;Paicol;0;Enero - Septiembre;2022;41518-Enero - Septiembre-2022;F;F;MAYOR;6832;N/A;6
41;Huila;41503;Oporapa;3;Enero - Septiembre;2023;41503-Enero - Septiembre-2023;1.0;50.0;MAYOR;12116;N/A;6
41;Huila;41503;Oporapa;2;Enero - Septiembre;2022;41503-Enero - Septiembre-2022;F;F;MAYOR;12116;N/A;6
41;Huila;41483;Nátaga;1;Enero - Septiembre;2023;41483-Enero - Septiembre-2023;1.0;100.0;MAYOR;6680;N/A;6
41;Huila;41483;Nátaga;0;Enero - Septiembre;2022;41483-Enero - Septiembre-2022;F;F;MAYOR;6680;N/A;6
41;Huila;41396;La Plata;17;Enero - Septiembre;2023;41396-Enero - Septiembre-2023;9.0;112.5;MAYOR;63404;N/A;6
41;Huila;41396;La Plata;8;Enero - Septiembre;2022;41396-Enero - Septiembre-2022;F;F;MAYOR;63404;N/A;6
41;Huila;41378;La Argentina;1;Enero - Septiembre;2023;41378-Enero - Septiembre-2023;1.0;100.0;MAYOR;13378;N/A;6
41;Huila;41378;La Argentina;0;Enero - Septiembre;2022;41378-Enero - Septiembre-2022;F;F;MAYOR;13378;N/A;6
41;Huila;41359;Isnos;8;Enero - Septiembre;2023;41359-Enero - Septiembre-2023;1.0;14.285714285714285;MAYOR;26141;N/A;6
41;Huila;41359;Isnos;7;Enero - Septiembre;2022;41359-Enero - Septiembre-2022;F;F;MAYOR;26141;N/A;6
41;Huila;41357;Íquira;6;Enero - Septiembre;2023;41357-Enero - Septiembre-2023;4.0;200.0;MAYOR;9497;N/A;6
41;Huila;41357;Íquira;2;Enero - Septiembre;2022;41357-Enero - Septiembre-2022;F;F;MAYOR;9497;N/A;6
41;Huila;41349;Hobo;6;Enero - Septiembre;2023;41349-Enero - Septiembre-2023;6.0;600.0;MAYOR;7507;N/A;6
41;Huila;41349;Hobo;0;Enero - Septiembre;2022;41349-Enero - Septiembre-2022;F;F;MAYOR;7507;N/A;6
41;Huila;41319;Guadalupe;5;Enero - Septiembre;2023;41319-Enero - Septiembre-2023;2.0;66.66666666666666;MAYOR;18602;N/A;6
41;Huila;41319;Guadalupe;3;Enero - Septiembre;2022;41319-Enero - Septiembre-2022;F;F;MAYOR;18602;N/A;6
41;Huila;41306;Gigante;2;Enero - Septiembre;2023;41306-Enero - Septiembre-2023;-2.0;-50.0;MENOR;25127;N/A;6
41;Huila;41306;Gigante;4;Enero - Septiembre;2022;41306-Enero - Septiembre-2022;F;F;MAYOR;25127;N/A;6
41;Huila;41298;Garzón;12;Enero - Septiembre;2023;41298-Enero - Septiembre-2023;1.0;9.090909090909092;MAYOR;75353;N/A;6
41;Huila;41298;Garzón;11;Enero - Septiembre;2022;41298-Enero - Septiembre-2022;F;F;MAYOR;75353;N/A;6
41;Huila;41244;Elías;0;Enero - Septiembre;2023;41244-Enero - Septiembre-2023;0.0;0.0;IGUAL;4371;N/A;6
41;Huila;41244;Elías;0;Enero - Septiembre;2022;41244-Enero - Septiembre-2022;F;F;MAYOR;4371;N/A;6
41;Huila;41206;Colombia;0;Enero - Septiembre;2023;41206-Enero - Septiembre-2023;0.0;0.0;IGUAL;7179;N/A;6
41;Huila;41206;Colombia;0;Enero - Septiembre;2022;41206-Enero - Septiembre-2022;F;F;MAYOR;7179;N/A;6
41;Huila;41132;Campoalegre;19;Enero - Septiembre;2023;41132-Enero - Septiembre-2023;4.0;26.666666666666668;MAYOR;31865;N/A;6
41;Huila;41132;Campoalegre;15;Enero - Septiembre;2022;41132-Enero - Septiembre-2022;F;F;MAYOR;31865;N/A;6
41;Huila;41078;Baraya;1;Enero - Septiembre;2023;41078-Enero - Septiembre-2023;-4.0;-80.0;MENOR;8403;N/A;6
41;Huila;41078;Baraya;5;Enero - Septiembre;2022;41078-Enero - Septiembre-2022;F;F;MAYOR;8403;N/A;6
41;Huila;41026;Altamira;1;Enero - Septiembre;2023;41026-Enero - Septiembre-2023;1.0;100.0;MAYOR;4439;N/A;6
41;Huila;41026;Altamira;0;Enero - Septiembre;2022;41026-Enero - Septiembre-2022;F;F;MAYOR;4439;N/A;6
41;Huila;41020;Algeciras;25;Enero - Septiembre;2023;41020-Enero - Septiembre-2023;19.0;316.66666666666663;MAYOR;22941;PDET;6
41;Huila;41020;Algeciras;6;Enero - Septiembre;2022;41020-Enero - Septiembre-2022;F;F;MAYOR;22941;PDET;6
41;Huila;41016;Aipe;1;Enero - Septiembre;2023;41016-Enero - Septiembre-2023;0.0;0.0;IGUAL;16818;N/A;6
41;Huila;41016;Aipe;1;Enero - Septiembre;2022;41016-Enero - Septiembre-2022;F;F;MAYOR;16818;N/A;6
41;Huila;41013;Agrado;0;Enero - Septiembre;2023;41013-Enero - Septiembre-2023;0.0;0.0;IGUAL;9082;N/A;6
41;Huila;41013;Agrado;0;Enero - Septiembre;2022;41013-Enero - Septiembre-2022;F;F;MAYOR;9082;N/A;6
41;Huila;41006;Acevedo;11;Enero - Septiembre;2023;41006-Enero - Septiembre-2023;1.0;10.0;MAYOR;25713;N/A;6
41;Huila;41006;Acevedo;10;Enero - Septiembre;2022;41006-Enero - Septiembre-2022;F;F;MAYOR;25713;N/A;6
41;Huila;41001;Neiva;66;Enero - Septiembre;2023;41001-Enero - Septiembre-2023;-2.0;-2.941176470588235;MENOR;370318;N/A;1
41;Huila;41001;Neiva;68;Enero - Septiembre;2022;41001-Enero - Septiembre-2022;F;F;MAYOR;370318;N/A;1
27;Chocó;27810;Unión Panamericana;0;Enero - Septiembre;2023;27810-Enero - Septiembre-2023;-1.0;-100.0;MENOR;7095;N/A;6
27;Chocó;27810;Unión Panamericana;1;Enero - Septiembre;2022;27810-Enero - Septiembre-2022;F;F;MAYOR;7095;N/A;6
27;Chocó;27800;Unguía;2;Enero - Septiembre;2023;27800-Enero - Septiembre-2023;-2.0;-50.0;MENOR;13027;PDET;6
27;Chocó;27800;Unguía;4;Enero - Septiembre;2022;27800-Enero - Septiembre-2022;F;F;MAYOR;13027;PDET;6
27;Chocó;27787;Tadó;2;Enero - Septiembre;2023;27787-Enero - Septiembre-2023;-2.0;-50.0;MENOR;18199;N/A;6
27;Chocó;27787;Tadó;4;Enero - Septiembre;2022;27787-Enero - Septiembre-2022;F;F;MAYOR;18199;N/A;6
27;Chocó;27745;Sipí;3;Enero - Septiembre;2023;27745-Enero - Septiembre-2023;3.0;300.0;MAYOR;3271;PDET;6
27;Chocó;27745;Sipí;0;Enero - Septiembre;2022;27745-Enero - Septiembre-2022;F;F;MAYOR;3271;PDET;6
27;Chocó;27660;San José del Palmar;3;Enero - Septiembre;2023;27660-Enero - Septiembre-2023;-6.0;-66.66666666666666;MENOR;5040;N/A;6
27;Chocó;27660;San José del Palmar;9;Enero - Septiembre;2022;27660-Enero - Septiembre-2022;F;F;MAYOR;5040;N/A;6
27;Chocó;27615;Riosucio;7;Enero - Septiembre;2023;27615-Enero - Septiembre-2023;-3.0;-30.0;MENOR;56126;PDET;6
27;Chocó;27615;Riosucio;10;Enero - Septiembre;2022;27615-Enero - Septiembre-2022;F;F;MAYOR;56126;PDET;6
27;Chocó;27600;Río Quito;5;Enero - Septiembre;2023;27600-Enero - Septiembre-2023;5.0;500.0;MAYOR;8585;N/A;6
27;Chocó;27600;Río Quito;0;Enero - Septiembre;2022;27600-Enero - Septiembre-2022;F;F;MAYOR;8585;N/A;6
27;Chocó;27580;Río Iró;1;Enero - Septiembre;2023;27580-Enero - Septiembre-2023;0.0;0.0;IGUAL;5682;N/A;6
27;Chocó;27580;Río Iró;1;Enero - Septiembre;2022;27580-Enero - Septiembre-2022;F;F;MAYOR;5682;N/A;6
27;Chocó;27495;Nuquí;2;Enero - Septiembre;2023;27495-Enero - Septiembre-2023;0.0;0.0;IGUAL;16911;N/A;6
27;Chocó;27495;Nuquí;2;Enero - Septiembre;2022;27495-Enero - Septiembre-2022;F;F;MAYOR;16911;N/A;6
27;Chocó;27491;Nóvita;5;Enero - Septiembre;2023;27491-Enero - Septiembre-2023;0.0;0.0;IGUAL;9250;PDET;6
27;Chocó;27491;Nóvita;5;Enero - Septiembre;2022;27491-Enero - Septiembre-2022;F;F;MAYOR;9250;PDET;6
27;Chocó;27450;Medio San Juan;1;Enero - Septiembre;2023;27450-Enero - Septiembre-2023;-4.0;-80.0;MENOR;11001;PDET;6
27;Chocó;27450;Medio San Juan;5;Enero - Septiembre;2022;27450-Enero - Septiembre-2022;F;F;MAYOR;11001;PDET;6
27;Chocó;27430;Medio Baudó;0;Enero - Septiembre;2023;27430-Enero - Septiembre-2023;0.0;0.0;IGUAL;15937;N/A;6
27;Chocó;27430;Medio Baudó;0;Enero - Septiembre;2022;27430-Enero - Septiembre-2022;F;F;MAYOR;15937;N/A;6
27;Chocó;27425;Medio Atrato;0;Enero - Septiembre;2023;27425-Enero - Septiembre-2023;-5.0;-100.0;MENOR;11107;PDET;6
27;Chocó;27425;Medio Atrato;5;Enero - Septiembre;2022;27425-Enero - Septiembre-2022;F;F;MAYOR;11107;PDET;6
27;Chocó;27413;Lloró;1;Enero - Septiembre;2023;27413-Enero - Septiembre-2023;-1.0;-50.0;MENOR;10071;N/A;6
27;Chocó;27413;Lloró;2;Enero - Septiembre;2022;27413-Enero - Septiembre-2022;F;F;MAYOR;10071;N/A;6
27;Chocó;27372;Juradó;0;Enero - Septiembre;2023;27372-Enero - Septiembre-2023;-1.0;-100.0;MENOR;6952;N/A;6
27;Chocó;27372;Juradó;1;Enero - Septiembre;2022;27372-Enero - Septiembre-2022;F;F;MAYOR;6952;N/A;6
27;Chocó;27361;Istmina;12;Enero - Septiembre;2023;27361-Enero - Septiembre-2023;2.0;20.0;MAYOR;31298;PDET;6
27;Chocó;27361;Istmina;10;Enero - Septiembre;2022;27361-Enero - Septiembre-2022;F;F;MAYOR;31298;PDET;6
27;Chocó;27250;El Litoral del San Juan;0;Enero - Septiembre;2023;27250-Enero - Septiembre-2023;-2.0;-100.0;MENOR;23260;PDET;6
27;Chocó;27250;El Litoral del San Juan;2;Enero - Septiembre;2022;27250-Enero - Septiembre-2022;F;F;MAYOR;23260;PDET;6
27;Chocó;27245;El Carmen de Atrato;1;Enero - Septiembre;2023;27245-Enero - Septiembre-2023;-1.0;-50.0;MENOR;8343;N/A;6
27;Chocó;27245;El Carmen de Atrato;2;Enero - Septiembre;2022;27245-Enero - Septiembre-2022;F;F;MAYOR;8343;N/A;6
27;Chocó;27205;Condoto;2;Enero - Septiembre;2023;27205-Enero - Septiembre-2023;0.0;0.0;IGUAL;12565;PDET;6
27;Chocó;27205;Condoto;2;Enero - Septiembre;2022;27205-Enero - Septiembre-2022;F;F;MAYOR;12565;PDET;6
27;Chocó;27160;Cértegui;1;Enero - Septiembre;2023;27160-Enero - Septiembre-2023;1.0;100.0;MAYOR;5853;N/A;6
27;Chocó;27160;Cértegui;0;Enero - Septiembre;2022;27160-Enero - Septiembre-2022;F;F;MAYOR;5853;N/A;6
27;Chocó;27150;Carmen del Darién;3;Enero - Septiembre;2023;27150-Enero - Septiembre-2023;3.0;300.0;MAYOR;19825;PDET;6
27;Chocó;27150;Carmen del Darién;0;Enero - Septiembre;2022;27150-Enero - Septiembre-2022;F;F;MAYOR;19825;PDET;6
27;Chocó;27135;El Cantón del San Pablo;0;Enero - Septiembre;2023;27135-Enero - Septiembre-2023;-1.0;-100.0;MENOR;6388;N/A;6
27;Chocó;27135;El Cantón del San Pablo;1;Enero - Septiembre;2022;27135-Enero - Septiembre-2022;F;F;MAYOR;6388;N/A;6
27;Chocó;27099;Bojayá;0;Enero - Septiembre;2023;27099-Enero - Septiembre-2023;-1.0;-100.0;MENOR;12525;PDET;6
27;Chocó;27099;Bojayá;1;Enero - Septiembre;2022;27099-Enero - Septiembre-2022;F;F;MAYOR;12525;PDET;6
27;Chocó;27077;Bajo Baudó;3;Enero - Septiembre;2023;27077-Enero - Septiembre-2023;3.0;300.0;MAYOR;30959;N/A;6
27;Chocó;27077;Bajo Baudó;0;Enero - Septiembre;2022;27077-Enero - Septiembre-2022;F;F;MAYOR;30959;N/A;6
27;Chocó;27075;Bahía Solano;5;Enero - Septiembre;2023;27075-Enero - Septiembre-2023;1.0;25.0;MAYOR;10443;N/A;6
27;Chocó;27075;Bahía Solano;4;Enero - Septiembre;2022;27075-Enero - Septiembre-2022;F;F;MAYOR;10443;N/A;6
27;Chocó;27073;Bagadó;0;Enero - Septiembre;2023;27073-Enero - Septiembre-2023;0.0;0.0;IGUAL;11444;N/A;6
27;Chocó;27073;Bagadó;0;Enero - Septiembre;2022;27073-Enero - Septiembre-2022;F;F;MAYOR;11444;N/A;6
27;Chocó;27050;Atrato;0;Enero - Septiembre;2023;27050-Enero - Septiembre-2023;-3.0;-100.0;MENOR;6308;N/A;6
27;Chocó;27050;Atrato;3;Enero - Septiembre;2022;27050-Enero - Septiembre-2022;F;F;MAYOR;6308;N/A;6
27;Chocó;27025;Alto Baudó;0;Enero - Septiembre;2023;27025-Enero - Septiembre-2023;-3.0;-100.0;MENOR;28751;N/A;6
27;Chocó;27025;Alto Baudó;3;Enero - Septiembre;2022;27025-Enero - Septiembre-2022;F;F;MAYOR;28751;N/A;6
27;Chocó;27006;Acandí;3;Enero - Septiembre;2023;27006-Enero - Septiembre-2023;-6.0;-66.66666666666666;MENOR;14385;PDET;6
27;Chocó;27006;Acandí;9;Enero - Septiembre;2022;27006-Enero - Septiembre-2022;F;F;MAYOR;14385;PDET;6
27;Chocó;27001;Quibdó;83;Enero - Septiembre;2023;27001-Enero - Septiembre-2023;-50.0;-37.59398496240601;MENOR;132918;N/A;3
27;Chocó;27001;Quibdó;133;Enero - Septiembre;2022;27001-Enero - Septiembre-2022;F;F;MAYOR;132918;N/A;3
25;Cundinamarca;25899;Zipaquirá;5;Enero - Septiembre;2023;25899-Enero - Septiembre-2023;-8.0;-61.53846153846154;MENOR;156983;N/A;2
25;Cundinamarca;25899;Zipaquirá;13;Enero - Septiembre;2022;25899-Enero - Septiembre-2022;F;F;MAYOR;156983;N/A;2
25;Cundinamarca;25898;Zipacón;0;Enero - Septiembre;2023;25898-Enero - Septiembre-2023;0.0;0.0;IGUAL;5386;N/A;6
25;Cundinamarca;25898;Zipacón;0;Enero - Septiembre;2022;25898-Enero - Septiembre-2022;F;F;MAYOR;5386;N/A;6
25;Cundinamarca;25885;Yacopí;1;Enero - Septiembre;2023;25885-Enero - Septiembre-2023;0.0;0.0;IGUAL;13474;N/A;6
25;Cundinamarca;25885;Yacopí;1;Enero - Septiembre;2022;25885-Enero - Septiembre-2022;F;F;MAYOR;13474;N/A;6
25;Cundinamarca;25878;Viotá;4;Enero - Septiembre;2023;25878-Enero - Septiembre-2023;3.0;300.0;MAYOR;14883;N/A;6
25;Cundinamarca;25878;Viotá;1;Enero - Septiembre;2022;25878-Enero - Septiembre-2022;F;F;MAYOR;14883;N/A;6
25;Cundinamarca;25875;Villeta;3;Enero - Septiembre;2023;25875-Enero - Septiembre-2023;0.0;0.0;IGUAL;31238;N/A;6
