DEPARTAMENTO;MUNICIPIO;AÑO;CONCAT;CODIGO_DANE;CASOS;POBLACIÓN;TASA;PORCENTAJE;Mun_Dep;CAMBIO;CamPORC;CAMBIOConteo;CamCasos;CamCasosPorc;PDET;CATEGORIA
TOLIMA;CUNDAY;2016;73226-2016;73226;3;9110;32.93084522502745;0.0246629398224268;CUNDAY - TOLIMA;Mayor;inf;Mayor;3.0;inf;N/A;6
TOLIMA;CUNDAY;2015;73226-2015;73226;0;9275;0.0;0.0;CUNDAY - TOLIMA;Menor;100.0;Menor;3.0;100.0;N/A;6
TOLIMA;CUNDAY;2014;73226-2014;73226;3;9473;31.668953868890533;0.0231517209445902;CUNDAY - TOLIMA;Mayor;2.9241000738942375;Igual;0.0;0.0;N/A;6
TOLIMA;CUNDAY;2013;73226-2013;73226;3;9750;30.76923076923077;0.0200387415670295;CUNDAY - TOLIMA;Mayor;54.49230769230772;Mayor;1.0;50.0;N/A;6
TOLIMA;CUNDAY;2012;73226-2012;73226;2;10042;19.91635132443736;0.0124742718143828;CUNDAY - TOLIMA;Mayor;inf;Mayor;2.0;inf;N/A;6
TOLIMA;CUNDAY;2011;73226-2011;73226;0;10246;0.0;0.0;CUNDAY - TOLIMA;Mayor;nan;Igual;0.0;nan;N/A;6
TOLIMA;CUNDAY;2010;73226-2010;73226;0;10448;0.0;0.0;CUNDAY - TOLIMA;NA;NA;NA;NA;NA;N/A;6
TOLIMA;COYAIMA;2023;73217-2023;73217;3;22656;13.241525423728811;0.0393184796854521;COYAIMA - TOLIMA;Menor;0.2295197740113224;Igual;0.0;0.0;N/A;6
TOLIMA;COYAIMA;2022;73217-2022;73217;3;22604;13.271987258892231;0.0223181074244904;COYAIMA - TOLIMA;Menor;66.74187459446705;Menor;6.0;66.66666666666666;N/A;6
TOLIMA;COYAIMA;2021;73217-2021;73217;9;22553;39.905999201880014;0.064874216103222;COYAIMA - TOLIMA;Mayor;797.4859220502815;Mayor;8.0;800.0;N/A;6
TOLIMA;COYAIMA;2020;73217-2020;73217;1;22490;4.44642063139173;0.0071669175087794;COYAIMA - TOLIMA;Menor;85.63806136060471;Menor;6.0;85.71428571428571;N/A;6
TOLIMA;COYAIMA;2019;73217-2019;73217;7;22610;30.959752321981423;0.0553097345132743;COYAIMA - TOLIMA;Menor;21.523907808737533;Menor;2.0;22.22222222222223;N/A;6
TOLIMA;COYAIMA;2018;73217-2018;73217;9;22813;39.45119011090168;0.0710507618220573;COYAIMA - TOLIMA;Mayor;79.84219523955639;Mayor;4.0;80.0;N/A;6
TOLIMA;COYAIMA;2017;73217-2017;73217;5;22793;21.936559470012725;0.0413941551452934;COYAIMA - TOLIMA;Mayor;401.95235379283116;Mayor;4.0;400.0;N/A;6
TOLIMA;COYAIMA;2016;73217-2016;73217;1;22882;4.37024735600035;0.0082209799408089;COYAIMA - TOLIMA;Menor;83.23937301517932;Menor;5.0;83.33333333333333;N/A;6
TOLIMA;COYAIMA;2015;73217-2015;73217;6;23011;26.074486115336143;0.0481540930979133;COYAIMA - TOLIMA;Mayor;0.8039633218895403;Igual;0.0;0.0;N/A;6
TOLIMA;COYAIMA;2014;73217-2014;73217;6;23196;25.86652871184687;0.0463034418891804;COYAIMA - TOLIMA;Mayor;20.362131401965826;Mayor;1.0;20.0;N/A;6
TOLIMA;COYAIMA;2013;73217-2013;73217;5;23266;21.4905871228402;0.0333979026117159;COYAIMA - TOLIMA;Mayor;67.36152898363858;Mayor;2.0;66.66666666666666;N/A;6
TOLIMA;COYAIMA;2012;73217-2012;73217;3;23363;12.840816675940587;0.0187114077215742;COYAIMA - TOLIMA;Menor;49.72606257757994;Menor;3.0;50.0;N/A;6
TOLIMA;COYAIMA;2011;73217-2011;73217;6;23491;25.541696820058743;0.0379674745301525;COYAIMA - TOLIMA;Mayor;inf;Mayor;6.0;inf;N/A;6
TOLIMA;COYAIMA;2010;73217-2010;73217;0;23641;0.0;0.0;COYAIMA - TOLIMA;NA;NA;NA;NA;NA;N/A;6
TOLIMA;COELLO;2023;73200-2023;73200;1;8383;11.92890373374687;0.0131061598951507;COELLO - TOLIMA;Menor;50.113324585470586;Menor;1.0;50.0;N/A;6
TOLIMA;COELLO;2022;73200-2022;73200;2;8364;23.91200382592061;0.0148787382829936;COELLO - TOLIMA;Mayor;99.5456719273075;Mayor;1.0;100.0;N/A;6
TOLIMA;COELLO;2021;73200-2021;73200;1;8345;11.983223487118035;0.0072082462336913;COELLO - TOLIMA;Menor;50.14979029358898;Menor;1.0;50.0;N/A;6
TOLIMA;COELLO;2020;73200-2020;73200;2;8320;24.03846153846154;0.0143338350175589;COELLO - TOLIMA;Mayor;99.18269230769229;Mayor;1.0;100.0;N/A;6
TOLIMA;COELLO;2019;73200-2019;73200;1;8286;12.068549360366884;0.0079013906447534;COELLO - TOLIMA;Menor;0.4586048756939505;Igual;0.0;0.0;N/A;6
TOLIMA;COELLO;2018;73200-2018;73200;1;8248;12.124151309408342;0.0078945290913397;COELLO - TOLIMA;Mayor;inf;Mayor;1.0;inf;N/A;6
TOLIMA;COELLO;2017;73200-2017;73200;0;8276;0.0;0.0;COELLO - TOLIMA;Mayor;nan;Igual;0.0;nan;N/A;6
TOLIMA;COELLO;2016;73200-2016;73200;0;8283;0.0;0.0;COELLO - TOLIMA;Mayor;nan;Igual;0.0;nan;N/A;6
TOLIMA;COELLO;2015;73200-2015;73200;0;8272;0.0;0.0;COELLO - TOLIMA;Mayor;nan;Igual;0.0;nan;N/A;6
TOLIMA;COELLO;2014;73200-2014;73200;0;8258;0.0;0.0;COELLO - TOLIMA;Menor;100.0;Menor;1.0;100.0;N/A;6
TOLIMA;COELLO;2013;73200-2013;73200;1;8293;12.05836247437598;0.0066795805223431;COELLO - TOLIMA;Menor;74.81610997226576;Menor;3.0;75.0;N/A;6
TOLIMA;COELLO;2012;73200-2012;73200;4;8354;47.8812544888676;0.0249485436287656;COELLO - TOLIMA;Mayor;inf;Mayor;4.0;inf;N/A;6
TOLIMA;COELLO;2011;73200-2011;73200;0;8400;0.0;0.0;COELLO - TOLIMA;Mayor;nan;Igual;0.0;nan;N/A;6
TOLIMA;COELLO;2010;73200-2010;73200;0;8472;0.0;0.0;COELLO - TOLIMA;NA;NA;NA;NA;NA;N/A;6
TOLIMA;CHAPARRAL;2023;73168-2023;73168;9;51125;17.6039119804401;0.1179554390563565;CHAPARRAL - TOLIMA;Menor;60.96141171468056;Menor;14.0;60.869565217391305;PDET;6
TOLIMA;CHAPARRAL;2022;73168-2022;73168;23;51005;45.09361827271836;0.1711054902544264;CHAPARRAL - TOLIMA;Mayor;63.91208144859746;Mayor;9.0;64.28571428571428;PDET;6
TOLIMA;CHAPARRAL;2021;73168-2021;73168;14;50889;27.510856963194403;0.1009154472716788;CHAPARRAL - TOLIMA;Mayor;26.90258119722246;Mayor;3.0;27.272727272727266;PDET;6
TOLIMA;CHAPARRAL;2020;73168-2020;73168;11;50741;21.678721349598945;0.0788360925965742;CHAPARRAL - TOLIMA;Menor;8.651287913127447;Menor;1.0;8.333333333333329;PDET;6
TOLIMA;CHAPARRAL;2019;73168-2019;73168;12;50565;23.73183031741323;0.0948166877370417;CHAPARRAL - TOLIMA;Mayor;19.53010975971523;Mayor;2.0;20.0;PDET;6
TOLIMA;CHAPARRAL;2018;73168-2018;73168;10;50367;19.85426966069053;0.078945290913397;CHAPARRAL - TOLIMA;Menor;28.762880457442378;Menor;4.0;28.57142857142857;PDET;6
TOLIMA;CHAPARRAL;2017;73168-2017;73168;14;50232;27.870680044593087;0.1159036344068217;CHAPARRAL - TOLIMA;Mayor;27.082699908786864;Mayor;3.0;27.272727272727266;PDET;6
TOLIMA;CHAPARRAL;2016;73168-2016;73168;11;50157;21.931136232230795;0.0904307793488983;CHAPARRAL - TOLIMA;Mayor;37.277947245648676;Mayor;3.0;37.5;PDET;6
TOLIMA;CHAPARRAL;2015;73168-2015;73168;8;50076;15.975716910296349;0.0642054574638844;CHAPARRAL - TOLIMA;Menor;68.01917086029236;Menor;17.0;68.0;PDET;6
TOLIMA;CHAPARRAL;2014;73168-2014;73168;25;50046;49.95404228110139;0.1929310078715851;CHAPARRAL - TOLIMA;Mayor;108.10854014306835;Mayor;13.0;108.33333333333334;PDET;6
TOLIMA;CHAPARRAL;2013;73168-2013;73168;12;49992;24.00384061449832;0.0801549662681183;CHAPARRAL - TOLIMA;Menor;55.60089614338295;Menor;15.0;55.55555555555556;PDET;6
TOLIMA;CHAPARRAL;2012;73168-2012;73168;27;49941;54.06379527842854;0.1684026694941682;CHAPARRAL - TOLIMA;Menor;30.788638285484566;Menor;12.0;30.769230769230774;PDET;6
TOLIMA;CHAPARRAL;2011;73168-2011;73168;39;49927;78.11404650790153;0.2467885844459912;CHAPARRAL - TOLIMA;Mayor;549.8177338914816;Mayor;33.0;550.0;PDET;6
TOLIMA;CHAPARRAL;2010;73168-2010;73168;6;49913;12.020916394526475;0.1182732111176818;CHAPARRAL - TOLIMA;NA;NA;NA;NA;NA;PDET;6
TOLIMA;CASABIANCA;2023;73152-2023;73152;3;6344;47.28877679697352;0.0393184796854521;CASABIANCA - TOLIMA;Menor;0.2364438839848475;Igual;0.0;0.0;N/A;6
TOLIMA;CASABIANCA;2022;73152-2022;73152;3;6329;47.40085321535788;0.0223181074244904;CASABIANCA - TOLIMA;Menor;0.2212039816716782;Igual;0.0;0.0;N/A;6
TOLIMA;CASABIANCA;2021;73152-2021;73152;3;6315;47.50593824228029;0.021624738701074;CASABIANCA - TOLIMA;Menor;25.21377672209026;Menor;1.0;25.0;N/A;6
TOLIMA;CASABIANCA;2020;73152-2020;73152;4;6297;63.52231221216452;0.0286676700351178;CASABIANCA - TOLIMA;Menor;19.631570589169442;Menor;1.0;20.0;N/A;6
TOLIMA;CASABIANCA;2019;73152-2019;73152;5;6326;79.03888713246917;0.0395069532237673;CASABIANCA - TOLIMA;Mayor;67.90494256507534;Mayor;2.0;66.66666666666666;N/A;6
TOLIMA;CASABIANCA;2018;73152-2018;73152;3;6373;47.073591715047854;0.0236835872740191;CASABIANCA - TOLIMA;Mayor;50.30597834614778;Mayor;1.0;50.0;N/A;6
TOLIMA;CASABIANCA;2017;73152-2017;73152;2;6386;31.318509238960228;0.0165576620581173;CASABIANCA - TOLIMA;Mayor;99.96868149076107;Mayor;1.0;100.0;N/A;6
TOLIMA;CASABIANCA;2016;73152-2016;73152;1;6385;15.661707126076742;0.0082209799408089;CASABIANCA - TOLIMA;Menor;49.87470634299138;Menor;1.0;50.0;N/A;6
TOLIMA;CASABIANCA;2015;73152-2015;73152;2;6401;31.24511795032026;0.0160513643659711;CASABIANCA - TOLIMA;Menor;49.89845336666147;Menor;2.0;50.0;N/A;6
TOLIMA;CASABIANCA;2014;73152-2014;73152;4;6414;62.36357966947303;0.0308689612594536;CASABIANCA - TOLIMA;Mayor;0.4521359526036832;Igual;0.0;0.0;N/A;6
TOLIMA;CASABIANCA;2013;73152-2013;73152;4;6443;62.08288064566196;0.0267183220893727;CASABIANCA - TOLIMA;Mayor;0.8225981685550181;Igual;0.0;0.0;N/A;6
TOLIMA;CASABIANCA;2012;73152-2012;73152;4;6496;61.57635467980296;0.0249485436287656;CASABIANCA - TOLIMA;Menor;72.89408866995073;Menor;11.0;73.33333333333333;N/A;6
TOLIMA;CASABIANCA;2011;73152-2011;73152;15;6603;227.1694684234439;0.0949186863253812;CASABIANCA - TOLIMA;Mayor;1418.6278964107228;Mayor;14.0;1400.0;N/A;6
TOLIMA;CASABIANCA;2010;73152-2010;73152;1;6685;14.958863126402392;0.0197122018529469;CASABIANCA - TOLIMA;NA;NA;NA;NA;NA;N/A;6
TOLIMA;CARMEN DE APICALÁ;2023;73148-2023;73148;1;10527;9.499382540134892;0.0131061598951507;CARMEN DE APICALÁ - TOLIMA;Menor;66.74266172698773;Menor;2.0;66.66666666666666;N/A;6
TOLIMA;CARMEN DE APICALÁ;2022;73148-2022;73148;3;10503;28.563267637817766;0.0223181074244904;CARMEN DE APICALÁ - TOLIMA;Menor;0.22850614110254241;Igual;0.0;0.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2021;73148-2021;73148;3;10479;28.6286859433152;0.021624738701074;CARMEN DE APICALÁ - TOLIMA;Mayor;49.55625536787858;Mayor;1.0;50.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2020;73148-2020;73148;2;10448;19.142419601837677;0.0143338350175589;CARMEN DE APICALÁ - TOLIMA;Menor;1.3591117917304416;Igual;0.0;0.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2019;73148-2019;73148;2;10306;19.40617116242965;0.0158027812895069;CARMEN DE APICALÁ - TOLIMA;Menor;34.55592211656639;Menor;1.0;33.33333333333333;N/A;6
TOLIMA;CARMEN DE APICALÁ;2018;73148-2018;73148;3;10117;29.65305920727488;0.0236835872740191;CARMEN DE APICALÁ - TOLIMA;Menor;40.80656321043788;Menor;2.0;40.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2017;73148-2017;73148;5;9981;50.09518084360284;0.0413941551452934;CARMEN DE APICALÁ - TOLIMA;Mayor;399.24857228734584;Mayor;4.0;400.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2016;73148-2016;73148;1;9966;10.034115994380896;0.0082209799408089;CARMEN DE APICALÁ - TOLIMA;Mayor;inf;Mayor;1.0;inf;N/A;6
TOLIMA;CARMEN DE APICALÁ;2015;73148-2015;73148;0;9858;0.0;0.0;CARMEN DE APICALÁ - TOLIMA;Menor;100.0;Menor;1.0;100.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2014;73148-2014;73148;1;9739;10.267994660642776;0.0077172403148634;CARMEN DE APICALÁ - TOLIMA;Menor;50.292637847828324;Menor;1.0;50.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2013;73148-2013;73148;2;9682;20.65688907250568;0.0133591610446863;CARMEN DE APICALÁ - TOLIMA;Mayor;97.41788886593682;Mayor;1.0;100.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2012;73148-2012;73148;1;9557;10.463534581981794;0.0062371359071914;CARMEN DE APICALÁ - TOLIMA;Menor;1.1300617348540243;Igual;0.0;0.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2011;73148-2011;73148;1;9449;10.583130489998942;0.006327912421692;CARMEN DE APICALÁ - TOLIMA;Menor;50.44978304582496;Menor;1.0;50.0;N/A;6
TOLIMA;CARMEN DE APICALÁ;2010;73148-2010;73148;2;9364;21.358393848782573;0.0394244037058939;CARMEN DE APICALÁ - TOLIMA;NA;NA;NA;NA;NA;N/A;6
TOLIMA;CAJAMARCA;2023;73124-2023;73124;0;18578;0.0;0.0;CAJAMARCA - TOLIMA;Menor;100.0;Menor;2.0;100.0;N/A;6
TOLIMA;CAJAMARCA;2022;73124-2022;73124;2;18535;10.790396547073104;0.0148787382829936;CAJAMARCA - TOLIMA;Menor;0.22120312921497032;Igual;0.0;0.0;N/A;6
TOLIMA;CAJAMARCA;2021;73124-2021;73124;2;18494;10.814318157240184;0.0144164924673826;CAJAMARCA - TOLIMA;Mayor;inf;Mayor;2.0;inf;N/A;6
TOLIMA;CAJAMARCA;2020;73124-2020;73124;0;18442;0.0;0.0;CAJAMARCA - TOLIMA;Menor;100.0;Menor;9.0;100.0;N/A;6
TOLIMA;CAJAMARCA;2019;73124-2019;73124;9;18443;48.799002331507886;0.0711125158027812;CAJAMARCA - TOLIMA;Mayor;350.68318603264106;Mayor;7.0;350.0;N/A;6
TOLIMA;CAJAMARCA;2018;73124-2018;73124;2;18471;10.827784093985166;0.0157890581826794;CAJAMARCA - TOLIMA;Menor;66.58365365527945;Menor;4.0;66.66666666666666;N/A;6
TOLIMA;CAJAMARCA;2017;73124-2017;73124;6;18517;32.40265701787547;0.0496729861743521;CAJAMARCA - TOLIMA;Menor;14.373664354762795;Menor;1.0;14.285714285714292;N/A;6
TOLIMA;CAJAMARCA;2016;73124-2016;73124;7;18498;37.84192885717375;0.0575468595856626;CAJAMARCA - TOLIMA;Mayor;75.21759109092869;Mayor;3.0;75.0;N/A;6
TOLIMA;CAJAMARCA;2015;73124-2015;73124;4;18521;21.59710598779764;0.0321027287319422;CAJAMARCA - TOLIMA;Mayor;inf;Mayor;4.0;inf;N/A;6
TOLIMA;CAJAMARCA;2014;73124-2014;73124;0;18589;0.0;0.0;CAJAMARCA - TOLIMA;Menor;100.0;Menor;5.0;100.0;N/A;6
TOLIMA;CAJAMARCA;2013;73124-2013;73124;5;18654;26.80390264822558;0.0333979026117159;CAJAMARCA - TOLIMA;Menor;58.147939673349775;Menor;7.0;58.333333333333336;N/A;6
TOLIMA;CAJAMARCA;2012;73124-2012;73124;12;18737;64.04440412019;0.074845630886297;CAJAMARCA - TOLIMA;Menor;7.583924854565836;Menor;1.0;7.692307692307693;N/A;6
TOLIMA;CAJAMARCA;2011;73124-2011;73124;13;18759;69.3000693000693;0.082262861481997;CAJAMARCA - TOLIMA;Mayor;335.04273504273505;Mayor;10.0;333.3333333333333;N/A;6
TOLIMA;CAJAMARCA;2010;73124-2010;73124;3;18833;15.929485477619073;0.0591366055588409;CAJAMARCA - TOLIMA;NA;NA;NA;NA;NA;N/A;6
TOLIMA;ATACO;2023;73067-2023;73067;1;19258;5.192647211548447;0.0131061598951507;ATACO - TOLIMA;Menor;75.05711911932704;Menor;3.0;75.0;PDET;6
TOLIMA;ATACO;2022;73067-2022;73067;4;19214;20.818153429790776;0.0297574765659872;ATACO - TOLIMA;Menor;42.98502579964015;Menor;3.0;42.857142857142854;PDET;6
TOLIMA;ATACO;2021;73067-2021;73067;7;19171;36.51348390798602;0.0504577236358394;ATACO - TOLIMA;Mayor;74.50706796724216;Mayor;3.0;75.0;PDET;6
TOLIMA;ATACO;2020;73067-2020;73067;4;19117;20.923785112726893;0.0286676700351178;ATACO - TOLIMA;Mayor;33.877351746264225;Mayor;1.0;33.33333333333334;PDET;6
TOLIMA;ATACO;2019;73067-2019;73067;3;19195;15.629070070330815;0.0237041719342604;ATACO - TOLIMA;Mayor;51.05496222974733;Mayor;1.0;50.0;PDET;6
TOLIMA;ATACO;2018;73067-2018;73067;2;19330;10.346611484738748;0.0157890581826794;ATACO - TOLIMA;Menor;66.62872909122262;Menor;4.0;66.66666666666666;PDET;6
TOLIMA;ATACO;2017;73067-2017;73067;6;19352;31.00454733360893;0.0496729861743521;ATACO - TOLIMA;Mayor;0.573584125671772;Igual;0.0;0.0;PDET;6
TOLIMA;ATACO;2016;73067-2016;73067;6;19463;30.82772440014386;0.0493258796448536;ATACO - TOLIMA;Menor;39.66706057647844;Menor;4.0;40.0;PDET;6
TOLIMA;ATACO;2015;73067-2015;73067;10;19571;51.096009401665725;0.0802568218298555;ATACO - TOLIMA;Menor;28.356095388950138;Menor;4.0;28.57142857142857;PDET;6
TOLIMA;ATACO;2014;73067-2014;73067;14;19630;71.31940906775344;0.1080413644080876;ATACO - TOLIMA;Mayor;181.14111054508408;Mayor;9.0;180.0;PDET;6
TOLIMA;ATACO;2013;73067-2013;73067;5;19710;25.367833587011667;0.0333979026117159;ATACO - TOLIMA;Menor;44.23586447939568;Menor;4.0;44.44444444444444;PDET;6
TOLIMA;ATACO;2012;73067-2012;73067;9;19784;45.4913061059442;0.0561342231647227;ATACO - TOLIMA;Mayor;29.201808098896663;Mayor;2.0;28.571428571428584;PDET;6
TOLIMA;ATACO;2011;73067-2011;73067;7;19881;35.20949650419999;0.0442953869518445;ATACO - TOLIMA;Mayor;inf;Mayor;7.0;inf;PDET;6
TOLIMA;ATACO;2010;73067-2010;73067;0;19990;0.0;0.0;ATACO - TOLIMA;NA;NA;NA;NA;NA;PDET;6
TOLIMA;ARMERO;2023;73055-2023;73055;2;12127;16.49212501030758;0.0262123197903014;ARMERO - TOLIMA;Menor;60.09235590005771;Menor;3.0;60.0;N/A;6
TOLIMA;ARMERO;2022;73055-2022;73055;5;12099;41.32572939912389;0.037196845707484;ARMERO - TOLIMA;Menor;16.852632448962737;Menor;1.0;16.66666666666667;N/A;6
TOLIMA;ARMERO;2021;73055-2021;73055;6;12072;49.70178926441351;0.043249477402148;ARMERO - TOLIMA;Mayor;199.1550695825049;Mayor;4.0;200.0;N/A;6
TOLIMA;ARMERO;2020;73055-2020;73055;2;12038;16.61405549094534;0.0143338350175589;ARMERO - TOLIMA;Menor;31.688541839729737;Menor;1.0;33.33333333333333;N/A;6
TOLIMA;ARMERO;2019;73055-2019;73055;3;12335;24.321037697608432;0.0237041719342604;ARMERO - TOLIMA;Mayor;208.77989460883663;Mayor;2.0;200.0;N/A;6
TOLIMA;ARMERO;2018;73055-2018;73055;1;12696;7.876496534341525;0.0078945290913397;ARMERO - TOLIMA;Menor;49.95667926906113;Menor;1.0;50.0;N/A;6
TOLIMA;ARMERO;2017;73055-2017;73055;2;12707;15.739356260328954;0.0165576620581173;ARMERO - TOLIMA;Mayor;1.833635004328329;Igual;0.0;0.0;N/A;6
TOLIMA;ARMERO;2016;73055-2016;73055;2;12940;15.45595054095827;0.0164419598816178;ARMERO - TOLIMA;Menor;33.271509531169485;Menor;1.0;33.33333333333333;N/A;6
TOLIMA;ARMERO;2015;73055-2015;73055;3;12952;23.16244595429277;0.0240770465489566;ARMERO - TOLIMA;Menor;66.42732139180563;Menor;6.0;66.66666666666666;N/A;6
TOLIMA;ARMERO;2014;73055-2014;73055;9;13045;68.9919509390571;0.0694551628337706;ARMERO - TOLIMA;Mayor;13.698735147566097;Mayor;1.0;12.5;N/A;6
TOLIMA;ARMERO;2013;73055-2013;73055;8;13184;60.67961165048544;0.0534366441787455;ARMERO - TOLIMA;Mayor;303.9745145631068;Mayor;6.0;300.0;N/A;6
TOLIMA;ARMERO;2012;73055-2012;73055;2;13315;15.020653398422832;0.0124742718143828;ARMERO - TOLIMA;Mayor;0.6834397296282475;Igual;0.0;0.0;N/A;6
TOLIMA;ARMERO;2011;73055-2011;73055;2;13406;14.91869312248247;0.0126558248433841;ARMERO - TOLIMA;Menor;32.766422994679004;Menor;1.0;33.33333333333333;N/A;6
TOLIMA;ARMERO;2010;73055-2010;73055;3;13520;22.189349112426036;0.0591366055588409;ARMERO - TOLIMA;NA;NA;NA;NA;NA;N/A;6
TOLIMA;ANZOÁTEGUI;2023;73043-2023;73043;2;10080;19.84126984126984;0.0262123197903014;ANZOÁTEGUI - TOLIMA;Menor;50.114087301587304;Menor;2.0;50.0;N/A;6
TOLIMA;ANZOÁTEGUI;2022;73043-2022;73043;4;10057;39.77329223426469;0.0297574765659872;ANZOÁTEGUI - TOLIMA;Mayor;33.028404759537295;Mayor;1.0;33.33333333333334;N/A;6
TOLIMA;ANZOÁTEGUI;2021;73043-2021;73043;3;10034;29.89834562487542;0.021624738701074;ANZOÁTEGUI - TOLIMA;Menor;75.06976280645804;Menor;9.0;75.0;N/A;6
TOLIMA;ANZOÁTEGUI;2020;73043-2020;73043;12;10006;119.92804317409554;0.0860030101053536;ANZOÁTEGUI - TOLIMA;Mayor;102.07875274835095;Mayor;6.0;100.0;N/A;6
TOLIMA;ANZOÁTEGUI;2019;73043-2019;73043;6;10110;59.34718100890208;0.0474083438685208;ANZOÁTEGUI - TOLIMA;Mayor;1.0583580613254213;Igual;0.0;0.0;N/A;6
TOLIMA;ANZOÁTEGUI;2018;73043-2018;73043;6;10217;58.725653322893216;0.0473671745480382;ANZOÁTEGUI - TOLIMA;Menor;14.839413302758715;Menor;1.0;14.285714285714292;N/A;6
TOLIMA;ANZOÁTEGUI;2017;73043-2017;73043;7;10151;68.95872327849473;0.0579518172034108;ANZOÁTEGUI - TOLIMA;Mayor;15.94260007224247;Mayor;1.0;16.66666666666667;N/A;6
TOLIMA;ANZOÁTEGUI;2016;73043-2016;73043;6;10088;59.47660586835844;0.0493258796448536;ANZOÁTEGUI - TOLIMA;Mayor;49.59853291038854;Mayor;2.0;50.0;N/A;6
TOLIMA;ANZOÁTEGUI;2015;73043-2015;73043;4;10061;39.75747937580758;0.0321027287319422;ANZOÁTEGUI - TOLIMA;Menor;42.62995726070966;Menor;3.0;42.857142857142854;N/A;6
TOLIMA;ANZOÁTEGUI;2014;73043-2014;73043;7;10101;69.3000693000693;0.0540206822040438;ANZOÁTEGUI - TOLIMA;Mayor;0.13860013860013964;Igual;0.0;0.0;N/A;6
TOLIMA;ANZOÁTEGUI;2013;73043-2013;73043;7;10115;69.20415224913495;0.0467570636564023;ANZOÁTEGUI - TOLIMA;Menor;22.145328719723196;Menor;2.0;22.22222222222223;N/A;6
TOLIMA;ANZOÁTEGUI;2012;73043-2012;73043;9;10125;88.8888888888889;0.0561342231647227;ANZOÁTEGUI - TOLIMA;Menor;9.72444444444443;Menor;1.0;10.0;N/A;6
TOLIMA;ANZOÁTEGUI;2011;73043-2011;73043;10;10156;98.46396218983853;0.0632791242169208;ANZOÁTEGUI - TOLIMA;Mayor;400.3938558487595;Mayor;8.0;400.0;N/A;6
TOLIMA;ANZOÁTEGUI;2010;73043-2010;73043;2;10164;19.67729240456513;0.0394244037058939;ANZOÁTEGUI - TOLIMA;NA;NA;NA;NA;NA;N/A;6
TOLIMA;AMBALEMA;2023;73030-2023;73030;3;6610;45.3857791225416;0.0393184796854521;AMBALEMA - TOLIMA;Menor;70.07261724659607;Menor;7.0;70.0;N/A;6
TOLIMA;AMBALEMA;2022;73030-2022;73030;10;6594;151.6530178950561;0.074393691414968;AMBALEMA - TOLIMA;Mayor;24.71565059144679;Mayor;2.0;25.0;N/A;6
TOLIMA;AMBALEMA;2021;73030-2021;73030;8;6579;121.59902720778231;0.0576659698695307;AMBALEMA - TOLIMA;Mayor;inf;Mayor;8.0;inf;N/A;6
TOLIMA;AMBALEMA;2020;73030-2020;73030;0;6561;0.0;0.0;AMBALEMA - TOLIMA;Menor;100.0;Menor;3.0;100.0;N/A;6
TOLIMA;AMBALEMA;2019;73030-2019;73030;3;6596;45.482110369921166;0.0237041719342604;AMBALEMA - TOLIMA;Menor;49.53759854457247;Menor;3.0;50.0;N/A;6
TOLIMA;AMBALEMA;2018;73030-2018;73030;6;6657;90.13068949977468;0.0473671745480382;AMBALEMA - TOLIMA;Mayor;49.9549346552501;Mayor;2.0;50.0;N/A;6
TOLIMA;AMBALEMA;2017;73030-2017;73030;4;6655;60.10518407212623;0.0331153241162347;AMBALEMA - TOLIMA;Menor;32.6120711244678;Menor;2.0;33.33333333333333;N/A;6
TOLIMA;AMBALEMA;2016;73030-2016;73030;6;6727;89.19280511372082;0.0493258796448536;AMBALEMA - TOLIMA;Menor;12.208796109494784;Menor;1.0;14.285714285714292;N/A;6
TOLIMA;AMBALEMA;2015;73030-2015;73030;7;6890;101.5965166908563;0.0561797752808988;AMBALEMA - TOLIMA;Mayor;76.39695210449929;Mayor;3.0;75.0;N/A;6
TOLIMA;AMBALEMA;2014;73030-2014;73030;4;6945;57.5953923686105;0.0308689612594536;AMBALEMA - TOLIMA;Mayor;34.21646268298531;Mayor;1.0;33.33333333333334;N/A;6
TOLIMA;AMBALEMA;2013;73030-2013;73030;3;6991;42.91231583464455;0.0200387415670295;AMBALEMA - TOLIMA;Mayor;1.301673580317555;Igual;0.0;0.0;N/A;6
TOLIMA;AMBALEMA;2012;73030-2012;73030;3;7082;42.36091499576391;0.0187114077215742;AMBALEMA - TOLIMA;Mayor;203.0923467946908;Mayor;2.0;200.0;N/A;6
TOLIMA;AMBALEMA;2011;73030-2011;73030;1;7155;13.97624039133473;0.006327912421692;AMBALEMA - TOLIMA;Mayor;1.6631726065688355;Igual;0.0;0.0;N/A;6
TOLIMA;AMBALEMA;2010;73030-2010;73030;1;7274;13.747594171020072;0.0197122018529469;AMBALEMA - TOLIMA;NA;NA;NA;NA;NA;N/A;6
