DEPARTAMENTO;MUNICIPIO;AÑO;CONCAT;CODIGO_DANE;CASOS;POBLACIÓN;TASA;PORCENTAJE;Mun_Dep;CAMBIO;CamPORC;CAMBIOConteo;CamCasos;CamCasosPorc;PDET;CATEGORIA
GUAJIRA;RIOHACHA (CT);2020;44001-2020;44001;57;201839;28.24033016414073;0.40851429800043;RIOHACHA (CT) - GUAJIRA;Menor;10.839356312257166;Menor;5.0;8.064516129032256;N/A;3
GUAJIRA;RIOHACHA (CT);2019;44001-2019;44001;62;195747;31.673537780911072;0.4898862199747156;RIOHACHA (CT) - GUAJIRA;Menor;5.475102661266433;Menor;1.0;1.5873015873015817;N/A;3
GUAJIRA;RIOHACHA (CT);2018;44001-2018;44001;63;188014;33.50814301062687;0.4973553327544012;RIOHACHA (CT) - GUAJIRA;Mayor;7.809458338208856;Mayor;7.0;12.5;N/A;3
GUAJIRA;RIOHACHA (CT);2017;44001-2017;44001;56;180175;31.0808935756903;0.463614537627287;RIOHACHA (CT) - GUAJIRA;Menor;6.395066099529657;Menor;2.0;3.448275862068968;N/A;3
GUAJIRA;RIOHACHA (CT);2016;44001-2016;44001;58;174676;33.20433259291488;0.4768168365669187;RIOHACHA (CT) - GUAJIRA;Mayor;8.572420675113648;Mayor;6.0;11.538461538461533;N/A;3
GUAJIRA;RIOHACHA (CT);2015;44001-2015;44001;52;170031;30.582658456399127;0.4173354735152488;RIOHACHA (CT) - GUAJIRA;Menor;12.43341224389306;Menor;6.0;10.34482758620689;N/A;3
GUAJIRA;RIOHACHA (CT);2014;44001-2014;44001;58;166070;34.92503161317517;0.4475999382620775;RIOHACHA (CT) - GUAJIRA;Mayor;23.145661468055636;Mayor;12.0;26.086956521739125;N/A;3
GUAJIRA;RIOHACHA (CT);2013;44001-2013;44001;46;162196;28.36074872376631;0.307260704027787;RIOHACHA (CT) - GUAJIRA;Menor;41.68551244558051;Menor;31.0;40.25974025974026;N/A;3
GUAJIRA;RIOHACHA (CT);2012;44001-2012;44001;77;158325;48.63413863887573;0.4802594648537391;RIOHACHA (CT) - GUAJIRA;Menor;4.862390492237765;Menor;2.0;2.5316455696202524;N/A;3
GUAJIRA;RIOHACHA (CT);2011;44001-2011;44001;79;154539;51.1197820614861;0.4999050813136746;RIOHACHA (CT) - GUAJIRA;Mayor;133.6747201402726;Mayor;46.0;139.3939393939394;N/A;3
GUAJIRA;RIOHACHA (CT);2010;44001-2010;44001;33;150847;21.87647086120373;0.6505026611472502;RIOHACHA (CT) - GUAJIRA;NA;NA;NA;NA;NA;N/A;3
HUILA;YAGUARÁ;2023;41885-2023;41885;0;8011;0.0;0.0;YAGUARÁ - HUILA;Menor;100.0;Menor;1.0;100.0;N/A;6
HUILA;YAGUARÁ;2022;41885-2022;41885;1;7951;12.577034335303736;0.0074393691414968;YAGUARÁ - HUILA;Menor;50.39617658156207;Menor;1.0;50.0;N/A;6
HUILA;YAGUARÁ;2021;41885-2021;41885;2;7888;25.35496957403651;0.0144164924673826;YAGUARÁ - HUILA;Mayor;98.37728194726162;Mayor;1.0;100.0;N/A;6
HUILA;YAGUARÁ;2020;41885-2020;41885;1;7824;12.78118609406953;0.0071669175087794;YAGUARÁ - HUILA;Mayor;inf;Mayor;1.0;inf;N/A;6
HUILA;YAGUARÁ;2019;41885-2019;41885;0;7774;0.0;0.0;YAGUARÁ - HUILA;Menor;100.0;Menor;1.0;100.0;N/A;6
HUILA;YAGUARÁ;2018;41885-2018;41885;1;7730;12.9366106080207;0.0078945290913397;YAGUARÁ - HUILA;Mayor;inf;Mayor;1.0;inf;N/A;6
HUILA;YAGUARÁ;2017;41885-2017;41885;0;7637;0.0;0.0;YAGUARÁ - HUILA;Mayor;nan;Igual;0.0;nan;N/A;6
HUILA;YAGUARÁ;2016;41885-2016;41885;0;7572;0.0;0.0;YAGUARÁ - HUILA;Menor;100.0;Menor;1.0;100.0;N/A;6
HUILA;YAGUARÁ;2015;41885-2015;41885;1;7563;13.22226629644321;0.0080256821829855;YAGUARÁ - HUILA;Mayor;inf;Mayor;1.0;inf;N/A;6
HUILA;YAGUARÁ;2014;41885-2014;41885;0;7473;0.0;0.0;YAGUARÁ - HUILA;Menor;100.0;Menor;2.0;100.0;N/A;6
HUILA;YAGUARÁ;2013;41885-2013;41885;2;7412;26.98327037236913;0.0133591610446863;YAGUARÁ - HUILA;Menor;0.9579060982191265;Igual;0.0;0.0;N/A;6
HUILA;YAGUARÁ;2012;41885-2012;41885;2;7341;27.24424465331699;0.0124742718143828;YAGUARÁ - HUILA;Menor;1.1578803977659646;Igual;0.0;0.0;N/A;6
HUILA;YAGUARÁ;2011;41885-2011;41885;2;7256;27.56339581036384;0.0126558248433841;YAGUARÁ - HUILA;Mayor;98.07056229327452;Mayor;1.0;100.0;N/A;6
HUILA;YAGUARÁ;2010;41885-2010;41885;1;7186;13.91594767603674;0.0197122018529469;YAGUARÁ - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;VILLAVIEJA;2023;41872-2023;41872;3;7413;40.46944556859571;0.0393184796854521;VILLAVIEJA - HUILA;Mayor;inf;Mayor;3.0;inf;N/A;6
HUILA;VILLAVIEJA;2022;41872-2022;41872;0;7357;0.0;0.0;VILLAVIEJA - HUILA;Menor;100.0;Menor;2.0;100.0;N/A;6
HUILA;VILLAVIEJA;2021;41872-2021;41872;2;7299;27.40101383751199;0.0144164924673826;VILLAVIEJA - HUILA;Mayor;inf;Mayor;2.0;inf;N/A;6
HUILA;VILLAVIEJA;2020;41872-2020;41872;0;7240;0.0;0.0;VILLAVIEJA - HUILA;Menor;100.0;Menor;1.0;100.0;N/A;6
HUILA;VILLAVIEJA;2019;41872-2019;41872;1;7247;13.798813302056022;0.0079013906447534;VILLAVIEJA - HUILA;Mayor;0.5657513453842711;Igual;0.0;0.0;N/A;6
HUILA;VILLAVIEJA;2018;41872-2018;41872;1;7288;13.721185510428102;0.0078945290913397;VILLAVIEJA - HUILA;Menor;1.0565312843029488;Igual;0.0;0.0;N/A;6
HUILA;VILLAVIEJA;2017;41872-2017;41872;1;7211;13.867702121758423;0.0082788310290586;VILLAVIEJA - HUILA;Mayor;0.45763417001799667;Igual;0.0;0.0;N/A;6
HUILA;VILLAVIEJA;2016;41872-2016;41872;1;7244;13.80452788514633;0.0082209799408089;VILLAVIEJA - HUILA;Mayor;inf;Mayor;1.0;inf;N/A;6
HUILA;VILLAVIEJA;2015;41872-2015;41872;0;7284;0.0;0.0;VILLAVIEJA - HUILA;Menor;100.0;Menor;1.0;100.0;N/A;6
HUILA;VILLAVIEJA;2014;41872-2014;41872;1;7244;13.80452788514633;0.0077172403148634;VILLAVIEJA - HUILA;Mayor;inf;Mayor;1.0;inf;N/A;6
HUILA;VILLAVIEJA;2013;41872-2013;41872;0;7196;0.0;0.0;VILLAVIEJA - HUILA;Mayor;nan;Igual;0.0;nan;N/A;6
HUILA;VILLAVIEJA;2012;41872-2012;41872;0;7129;0.0;0.0;VILLAVIEJA - HUILA;Menor;100.0;Menor;2.0;100.0;N/A;6
HUILA;VILLAVIEJA;2011;41872-2011;41872;2;7143;27.999440011199777;0.0126558248433841;VILLAVIEJA - HUILA;Mayor;inf;Mayor;2.0;inf;N/A;6
HUILA;VILLAVIEJA;2010;41872-2010;41872;0;7155;0.0;0.0;VILLAVIEJA - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;TIMANÁ;2023;41807-2023;41807;1;22598;4.4251703690592095;0.0131061598951507;TIMANÁ - HUILA;Menor;83.45871316045668;Menor;5.0;83.33333333333333;N/A;6
HUILA;TIMANÁ;2022;41807-2022;41807;6;22428;26.75227394328518;0.0446362148489808;TIMANÁ - HUILA;Mayor;48.816211878009625;Mayor;2.0;50.0;N/A;6
HUILA;TIMANÁ;2021;41807-2021;41807;4;22251;17.976720147409104;0.0288329849347653;TIMANÁ - HUILA;Mayor;inf;Mayor;4.0;inf;N/A;6
HUILA;TIMANÁ;2020;41807-2020;41807;0;22070;0.0;0.0;TIMANÁ - HUILA;Menor;100.0;Menor;3.0;100.0;N/A;6
HUILA;TIMANÁ;2019;41807-2019;41807;3;21921;13.685507048036133;0.0237041719342604;TIMANÁ - HUILA;Menor;25.41740796496508;Menor;1.0;25.0;N/A;6
HUILA;TIMANÁ;2018;41807-2018;41807;4;21799;18.34946557181522;0.0315781163653588;TIMANÁ - HUILA;Menor;1.0826184687371097;Igual;0.0;0.0;N/A;6
HUILA;TIMANÁ;2017;41807-2017;41807;4;21563;18.550294485924965;0.0331153241162347;TIMANÁ - HUILA;Mayor;31.750374870534415;Mayor;1.0;33.33333333333334;N/A;6
HUILA;TIMANÁ;2016;41807-2016;41807;3;21307;14.079879851691931;0.0246629398224268;TIMANÁ - HUILA;Menor;40.357628948232986;Menor;2.0;40.0;N/A;6
HUILA;TIMANÁ;2015;41807-2015;41807;5;21180;23.607176581680832;0.0401284109149277;TIMANÁ - HUILA;Menor;0.7271010387157588;Igual;0.0;0.0;N/A;6
HUILA;TIMANÁ;2014;41807-2014;41807;5;21026;23.780081803481405;0.038586201574317;TIMANÁ - HUILA;Menor;38.05883192238181;Menor;3.0;37.5;N/A;6
HUILA;TIMANÁ;2013;41807-2013;41807;8;20838;38.3914003263269;0.0534366441787455;TIMANÁ - HUILA;Mayor;295.9689029657357;Mayor;6.0;300.0;N/A;6
HUILA;TIMANÁ;2012;41807-2012;41807;2;20628;9.695559433779328;0.0124742718143828;TIMANÁ - HUILA;Menor;60.2986232305604;Menor;3.0;60.0;N/A;6
HUILA;TIMANÁ;2011;41807-2011;41807;5;20474;24.421217153462926;0.0316395621084604;TIMANÁ - HUILA;Mayor;inf;Mayor;5.0;inf;N/A;6
HUILA;TIMANÁ;2010;41807-2010;41807;0;20279;0.0;0.0;TIMANÁ - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;TERUEL;2023;41801-2023;41801;4;8288;48.262548262548265;0.0524246395806028;TERUEL - HUILA;Mayor;98.47972972972971;Mayor;2.0;100.0;N/A;6
HUILA;TERUEL;2022;41801-2022;41801;2;8225;24.316109422492403;0.0148787382829936;TERUEL - HUILA;Mayor;98.41945288753803;Mayor;1.0;100.0;N/A;6
HUILA;TERUEL;2021;41801-2021;41801;1;8160;12.254901960784313;0.0072082462336913;TERUEL - HUILA;Menor;66.93627450980392;Menor;2.0;66.66666666666666;N/A;6
HUILA;TERUEL;2020;41801-2020;41801;3;8094;37.06449221645664;0.0215007525263384;TERUEL - HUILA;Menor;40.222386953298724;Menor;2.0;40.0;N/A;6
HUILA;TERUEL;2019;41801-2019;41801;5;8064;62.00396825396825;0.0395069532237673;TERUEL - HUILA;Mayor;149.62797619047618;Mayor;3.0;150.0;N/A;6
HUILA;TERUEL;2018;41801-2018;41801;2;8052;24.838549428713364;0.0157890581826794;TERUEL - HUILA;Mayor;97.91356184798812;Mayor;1.0;100.0;N/A;6
HUILA;TERUEL;2017;41801-2017;41801;1;7968;12.55020080321285;0.0082788310290586;TERUEL - HUILA;Menor;66.70850066934405;Menor;2.0;66.66666666666666;N/A;6
HUILA;TERUEL;2016;41801-2016;41801;3;7958;37.69791404875597;0.0246629398224268;TERUEL - HUILA;Menor;0.276451369690875;Igual;0.0;0.0;N/A;6
HUILA;TERUEL;2015;41801-2015;41801;3;7936;37.80241935483871;0.0240770465489566;TERUEL - HUILA;Menor;50.30871975806451;Menor;3.0;50.0;N/A;6
HUILA;TERUEL;2014;41801-2014;41801;6;7887;76.07455306200076;0.0463034418891804;TERUEL - HUILA;Menor;24.828832255610507;Menor;2.0;25.0;N/A;6
HUILA;TERUEL;2013;41801-2013;41801;8;7905;101.20177103099304;0.0534366441787455;TERUEL - HUILA;Mayor;694.1302972802024;Mayor;7.0;700.0;N/A;6
HUILA;TERUEL;2012;41801-2012;41801;1;7847;12.743723716069836;0.0062371359071914;TERUEL - HUILA;Menor;66.93003695679877;Menor;2.0;66.66666666666666;N/A;6
HUILA;TERUEL;2011;41801-2011;41801;3;7785;38.53564547206166;0.0189837372650762;TERUEL - HUILA;Mayor;inf;Mayor;3.0;inf;N/A;6
HUILA;TERUEL;2010;41801-2010;41801;0;7730;0.0;0.0;TERUEL - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;TELLO;2023;41799-2023;41799;7;12082;57.93742757821553;0.091743119266055;TELLO - HUILA;Mayor;594.7276940903824;Mayor;6.0;600.0;N/A;6
HUILA;TELLO;2022;41799-2022;41799;1;11991;8.339588024351597;0.0074393691414968;TELLO - HUILA;Menor;75.19598031857227;Menor;3.0;75.0;N/A;6
HUILA;TELLO;2021;41799-2021;41799;4;11897;33.621921492813314;0.0288329849347653;TELLO - HUILA;Menor;0.8153315962007355;Igual;0.0;0.0;N/A;6
HUILA;TELLO;2020;41799-2020;41799;4;11800;33.898305084745765;0.0286676700351178;TELLO - HUILA;Menor;0.2118644067796538;Igual;0.0;0.0;N/A;6
HUILA;TELLO;2019;41799-2019;41799;4;11775;33.97027600849257;0.0316055625790139;TELLO - HUILA;Mayor;300.8492569002123;Mayor;3.0;300.0;N/A;6
HUILA;TELLO;2018;41799-2018;41799;1;11800;8.474576271186441;0.0078945290913397;TELLO - HUILA;Menor;79.9915254237288;Menor;4.0;80.0;N/A;6
HUILA;TELLO;2017;41799-2017;41799;5;11805;42.35493434985175;0.0413941551452934;TELLO - HUILA;Mayor;24.735281660313404;Mayor;1.0;25.0;N/A;6
HUILA;TELLO;2016;41799-2016;41799;4;11780;33.955857385398986;0.0328839197632357;TELLO - HUILA;Mayor;inf;Mayor;4.0;inf;N/A;6
HUILA;TELLO;2015;41799-2015;41799;0;11680;0.0;0.0;TELLO - HUILA;Menor;100.0;Menor;5.0;100.0;N/A;6
HUILA;TELLO;2014;41799-2014;41799;5;11691;42.767941151312975;0.038586201574317;TELLO - HUILA;Mayor;149.16602514754933;Mayor;3.0;150.0;N/A;6
HUILA;TELLO;2013;41799-2013;41799;2;11652;17.16443529007896;0.0133591610446863;TELLO - HUILA;Menor;50.09440439409543;Menor;2.0;50.0;N/A;6
HUILA;TELLO;2012;41799-2012;41799;4;11630;34.393809114359414;0.0249485436287656;TELLO - HUILA;Mayor;33.29893952421898;Mayor;1.0;33.33333333333334;N/A;6
HUILA;TELLO;2011;41799-2011;41799;3;11627;25.802012556979445;0.0189837372650762;TELLO - HUILA;Mayor;inf;Mayor;3.0;inf;N/A;6
HUILA;TELLO;2010;41799-2010;41799;0;11622;0.0;0.0;TELLO - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;TESALIA;2023;41797-2023;41797;0;11187;0.0;0.0;TESALIA - HUILA;Mayor;nan;Igual;0.0;nan;N/A;6
HUILA;TESALIA;2022;41797-2022;41797;0;11102;0.0;0.0;TESALIA - HUILA;Mayor;nan;Igual;0.0;nan;N/A;6
HUILA;TESALIA;2021;41797-2021;41797;0;11015;0.0;0.0;TESALIA - HUILA;Mayor;nan;Igual;0.0;nan;N/A;6
HUILA;TESALIA;2020;41797-2020;41797;0;10923;0.0;0.0;TESALIA - HUILA;Mayor;nan;Igual;0.0;nan;N/A;6
HUILA;TESALIA;2019;41797-2019;41797;0;10815;0.0;0.0;TESALIA - HUILA;Mayor;nan;Igual;0.0;nan;N/A;6
HUILA;TESALIA;2018;41797-2018;41797;0;10697;0.0;0.0;TESALIA - HUILA;Menor;100.0;Menor;1.0;100.0;N/A;6
HUILA;TESALIA;2017;41797-2017;41797;1;10534;9.493070058857034;0.0082788310290586;TESALIA - HUILA;Menor;0.7309663945319897;Igual;0.0;0.0;N/A;6
HUILA;TESALIA;2016;41797-2016;41797;1;10457;9.56297217175098;0.0082209799408089;TESALIA - HUILA;Menor;50.44467820598643;Menor;1.0;50.0;N/A;6
HUILA;TESALIA;2015;41797-2015;41797;2;10364;19.2975685063682;0.0160513643659711;TESALIA - HUILA;Mayor;98.6684677730606;Mayor;1.0;100.0;N/A;6
HUILA;TESALIA;2014;41797-2014;41797;1;10295;9.713453132588636;0.0077172403148634;TESALIA - HUILA;Menor;66.97102153148776;Menor;2.0;66.66666666666666;N/A;6
HUILA;TESALIA;2013;41797-2013;41797;3;10201;29.408881482207622;0.0200387415670295;TESALIA - HUILA;Mayor;inf;Mayor;3.0;inf;N/A;6
HUILA;TESALIA;2012;41797-2012;41797;0;10105;0.0;0.0;TESALIA - HUILA;Menor;100.0;Menor;4.0;100.0;N/A;6
HUILA;TESALIA;2011;41797-2011;41797;4;9935;40.26170105686965;0.0253116496867683;TESALIA - HUILA;Mayor;inf;Mayor;4.0;inf;N/A;6
HUILA;TESALIA;2010;41797-2010;41797;0;9820;0.0;0.0;TESALIA - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;TARQUI;2023;41791-2023;41791;2;18153;11.017462678345176;0.0262123197903014;TARQUI - HUILA;Menor;50.377348096733336;Menor;2.0;50.0;N/A;6
HUILA;TARQUI;2022;41791-2022;41791;4;18016;22.202486678507995;0.0297574765659872;TARQUI - HUILA;Menor;0.7881882770870305;Igual;0.0;0.0;N/A;6
HUILA;TARQUI;2021;41791-2021;41791;4;17874;22.378874342620566;0.0288329849347653;TARQUI - HUILA;Mayor;296.75506322032004;Mayor;3.0;300.0;N/A;6
HUILA;TARQUI;2020;41791-2020;41791;1;17729;5.640476056179141;0.0071669175087794;TARQUI - HUILA;Menor;75.20023689999437;Menor;3.0;75.0;N/A;6
HUILA;TARQUI;2019;41791-2019;41791;4;17587;22.74407232615;0.0316055625790139;TARQUI - HUILA;Menor;20.668675726388813;Menor;1.0;20.0;N/A;6
HUILA;TARQUI;2018;41791-2018;41791;5;17440;28.669724770642205;0.0394726454566985;TARQUI - HUILA;Mayor;inf;Mayor;5.0;inf;N/A;6
HUILA;TARQUI;2017;41791-2017;41791;0;17243;0.0;0.0;TARQUI - HUILA;Menor;100.0;Menor;8.0;100.0;N/A;6
HUILA;TARQUI;2016;41791-2016;41791;8;17015;47.01733764325595;0.0657678395264715;TARQUI - HUILA;Mayor;164.48819668919577;Mayor;5.0;166.66666666666669;N/A;6
HUILA;TARQUI;2015;41791-2015;41791;3;16876;17.7767243422612;0.0240770465489566;TARQUI - HUILA;Menor;25.73773406020382;Menor;1.0;25.0;N/A;6
HUILA;TARQUI;2014;41791-2014;41791;4;16710;23.937761819269895;0.0308689612594536;TARQUI - HUILA;Menor;20.756433273488938;Menor;1.0;20.0;N/A;6
HUILA;TARQUI;2013;41791-2013;41791;5;16552;30.207829869502174;0.0333979026117159;TARQUI - HUILA;Menor;44.9646904033081;Menor;4.0;44.44444444444444;N/A;6
HUILA;TARQUI;2012;41791-2012;41791;9;16397;54.88808928462524;0.0561342231647227;TARQUI - HUILA;Mayor;196.50545831554558;Mayor;6.0;200.0;N/A;6
HUILA;TARQUI;2011;41791-2011;41791;3;16206;18.511662347278783;0.0189837372650762;TARQUI - HUILA;Mayor;inf;Mayor;3.0;inf;N/A;6
HUILA;TARQUI;2010;41791-2010;41791;0;15982;0.0;0.0;TARQUI - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;SUAZA;2023;41770-2023;41770;3;23278;12.887705129306642;0.0393184796854521;SUAZA - HUILA;Menor;40.4536472205516;Menor;2.0;40.0;N/A;6
HUILA;SUAZA;2022;41770-2022;41770;5;23102;21.64314777941304;0.037196845707484;SUAZA - HUILA;Menor;44.882116988428116;Menor;4.0;44.44444444444444;N/A;6
HUILA;SUAZA;2021;41770-2021;41770;9;22920;39.26701570680628;0.064874216103222;SUAZA - HUILA;Mayor;48.75;Mayor;3.0;50.0;N/A;6
HUILA;SUAZA;2020;41770-2020;41770;6;22729;26.39799375247481;0.0430015050526768;SUAZA - HUILA;Menor;34.46844706468974;Menor;3.0;33.33333333333333;N/A;6
HUILA;SUAZA;2019;41770-2019;41770;9;22342;40.28287530212156;0.0711125158027812;SUAZA - HUILA;Mayor;76.06033479545249;Mayor;4.0;80.0;N/A;6
HUILA;SUAZA;2018;41770-2018;41770;5;21853;22.88015375463323;0.0394726454566985;SUAZA - HUILA;Menor;18.447505300568977;Menor;1.0;16.66666666666667;N/A;6
HUILA;SUAZA;2017;41770-2017;41770;6;21386;28.055737398297957;0.0496729861743521;SUAZA - HUILA;Menor;16.033185929379684;Menor;1.0;14.285714285714292;N/A;6
HUILA;SUAZA;2016;41770-2016;41770;7;20950;33.41288782816229;0.0575468595856626;SUAZA - HUILA;Mayor;36.99284009546537;Mayor;2.0;40.0;N/A;6
HUILA;SUAZA;2015;41770-2015;41770;5;20500;24.390243902439025;0.0401284109149277;SUAZA - HUILA;Mayor;145.4878048780488;Mayor;3.0;150.0;N/A;6
HUILA;SUAZA;2014;41770-2014;41770;2;20130;9.935419771485344;0.0154344806297268;SUAZA - HUILA;Menor;60.79085941381024;Menor;3.0;60.0;N/A;6
HUILA;SUAZA;2013;41770-2013;41770;5;19732;25.33954996959254;0.0333979026117159;SUAZA - HUILA;Menor;30.04474240537489;Menor;2.0;28.57142857142857;N/A;6
HUILA;SUAZA;2012;41770-2012;41770;7;19325;36.22250970245796;0.0436599513503399;SUAZA - HUILA;Mayor;584.4243208279432;Mayor;6.0;600.0;N/A;6
HUILA;SUAZA;2011;41770-2011;41770;1;18895;5.292405398253506;0.006327912421692;SUAZA - HUILA;Menor;2.2281026726647184;Igual;0.0;0.0;N/A;6
HUILA;SUAZA;2010;41770-2010;41770;1;18474;5.413012882970661;0.0197122018529469;SUAZA - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;SANTA MARÍA;2023;41676-2023;41676;0;10712;0.0;0.0;SANTA MARÍA - HUILA;Menor;100.0;Menor;5.0;100.0;N/A;6
HUILA;SANTA MARÍA;2022;41676-2022;41676;5;10632;47.027840481565086;0.037196845707484;SANTA MARÍA - HUILA;Mayor;148.0248306997743;Mayor;3.0;150.0;N/A;6
HUILA;SANTA MARÍA;2021;41676-2021;41676;2;10548;18.960940462646946;0.0144164924673826;SANTA MARÍA - HUILA;Mayor;98.36935912021235;Mayor;1.0;100.0;N/A;6
HUILA;SANTA MARÍA;2020;41676-2020;41676;1;10462;9.558401835213152;0.0071669175087794;SANTA MARÍA - HUILA;Menor;50.19116803670426;Menor;1.0;50.0;N/A;6
HUILA;SANTA MARÍA;2019;41676-2019;41676;2;10422;19.190174630589137;0.0158027812895069;SANTA MARÍA - HUILA;Menor;50.08155824218;Menor;2.0;50.0;N/A;6
HUILA;SANTA MARÍA;2018;41676-2018;41676;4;10405;38.44305622296972;0.0315781163653588;SANTA MARÍA - HUILA;Mayor;297.6549735703988;Mayor;3.0;300.0;N/A;6
HUILA;SANTA MARÍA;2017;41676-2017;41676;1;10344;9.667440061871616;0.0082788310290586;SANTA MARÍA - HUILA;Menor;83.43161897396236;Menor;5.0;83.33333333333333;N/A;6
HUILA;SANTA MARÍA;2016;41676-2016;41676;6;10283;58.3487309151026;0.0493258796448536;SANTA MARÍA - HUILA;Mayor;196.8491685305845;Mayor;4.0;200.0;N/A;6
HUILA;SANTA MARÍA;2015;41676-2015;41676;2;10175;19.65601965601965;0.0160513643659711;SANTA MARÍA - HUILA;Menor;50.280098280098294;Menor;2.0;50.0;N/A;6
HUILA;SANTA MARÍA;2014;41676-2014;41676;4;10118;39.5335046451868;0.0308689612594536;SANTA MARÍA - HUILA;Menor;0.41510179877442965;Igual;0.0;0.0;N/A;6
HUILA;SANTA MARÍA;2013;41676-2013;41676;4;10076;39.69829297340214;0.0267183220893727;SANTA MARÍA - HUILA;Mayor;inf;Mayor;4.0;inf;N/A;6
HUILA;SANTA MARÍA;2012;41676-2012;41676;0;10015;0.0;0.0;SANTA MARÍA - HUILA;Menor;100.0;Menor;1.0;100.0;N/A;6
HUILA;SANTA MARÍA;2011;41676-2011;41676;1;9977;10.023053021950489;0.006327912421692;SANTA MARÍA - HUILA;Mayor;inf;Mayor;1.0;inf;N/A;6
HUILA;SANTA MARÍA;2010;41676-2010;41676;0;9918;0.0;0.0;SANTA MARÍA - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;SAN AGUSTÍN;2023;41668-2023;41668;0;34541;0.0;0.0;SAN AGUSTÍN - HUILA;Menor;100.0;Menor;8.0;100.0;N/A;6
HUILA;SAN AGUSTÍN;2022;41668-2022;41668;8;34281;23.336542107873168;0.0595149531319744;SAN AGUSTÍN - HUILA;Mayor;98.41894927219161;Mayor;4.0;100.0;N/A;6
HUILA;SAN AGUSTÍN;2021;41668-2021;41668;4;34010;11.761246692149369;0.0288329849347653;SAN AGUSTÍN - HUILA;Menor;50.41605410173479;Menor;4.0;50.0;N/A;6
HUILA;SAN AGUSTÍN;2020;41668-2020;41668;8;33727;23.719868354730632;0.0573353400702357;SAN AGUSTÍN - HUILA;Mayor;98.00753105820263;Mayor;4.0;100.0;N/A;6
HUILA;SAN AGUSTÍN;2019;41668-2019;41668;4;33391;11.9792758527747;0.0316055625790139;SAN AGUSTÍN - HUILA;Menor;1.0871192836393107;Igual;0.0;0.0;N/A;6
HUILA;SAN AGUSTÍN;2018;41668-2018;41668;4;33028;12.110936175366357;0.0315781163653588;SAN AGUSTÍN - HUILA;Mayor;294.63485527431277;Mayor;3.0;300.0;N/A;6
HUILA;SAN AGUSTÍN;2017;41668-2017;41668;1;32585;3.0688967316249807;0.0082788310290586;SAN AGUSTÍN - HUILA;Menor;85.82476599662421;Menor;6.0;85.71428571428571;N/A;6
HUILA;SAN AGUSTÍN;2016;41668-2016;41668;7;32333;21.649707728945657;0.0575468595856626;SAN AGUSTÍN - HUILA;Mayor;72.74843039618966;Mayor;3.0;75.0;N/A;6
HUILA;SAN AGUSTÍN;2015;41668-2015;41668;4;31917;12.53250618792493;0.0321027287319422;SAN AGUSTÍN - HUILA;Mayor;97.47470000313311;Mayor;2.0;100.0;N/A;6
HUILA;SAN AGUSTÍN;2014;41668-2014;41668;2;31514;6.346385733324872;0.0154344806297268;SAN AGUSTÍN - HUILA;Menor;60.479786761439364;Menor;3.0;60.0;N/A;6
HUILA;SAN AGUSTÍN;2013;41668-2013;41668;5;31136;16.05858170606372;0.0333979026117159;SAN AGUSTÍN - HUILA;Menor;17.512418636519357;Menor;1.0;16.66666666666667;N/A;6
HUILA;SAN AGUSTÍN;2012;41668-2012;41668;6;30820;19.46787800129786;0.0374228154431485;SAN AGUSTÍN - HUILA;Menor;50.61486048020766;Menor;6.0;50.0;N/A;6
HUILA;SAN AGUSTÍN;2011;41668-2011;41668;12;30441;39.4205183798167;0.075934949060305;SAN AGUSTÍN - HUILA;Mayor;196.6098354193358;Mayor;8.0;200.0;N/A;6
HUILA;SAN AGUSTÍN;2010;41668-2010;41668;4;30097;13.290361165564674;0.0788488074117879;SAN AGUSTÍN - HUILA;NA;NA;NA;NA;NA;N/A;6
HUILA;SALADOBLANCO;2023;41660-2023;41660;0;10820;0.0;0.0;SALADOBLANCO - HUILA;Menor;100.0;Menor;4.0;100.0;N/A;6
HUILA;SALADOBLANCO;2022;41660-2022;41660;4;10738;37.25088470851183;0.0297574765659872;SALADOBLANCO - HUILA;Mayor;32.29030856149504;Mayor;1.0;33.33333333333334;N/A;6
HUILA;SALADOBLANCO;2021;41660-2021;41660;3;10654;28.15843814529754;0.021624738701074;SALADOBLANCO - HUILA;Mayor;48.77510794067956;Mayor;1.0;50.0;N/A;6
HUILA;SALADOBLANCO;2020;41660-2020;41660;2;10567;18.926847733509984;0.0143338350175589;SALADOBLANCO - HUILA;Menor;77.91447167807536;Menor;7.0;77.77777777777777;N/A;6
HUILA;SALADOBLANCO;2019;41660-2019;41660;9;10502;85.69796229289659;0.0711125158027812;SALADOBLANCO - HUILA;Mayor;198.34317272900398;Mayor;6.0;200.0;N/A;6
