departamento;ano;casos;proyeccion;tasa;CambioConteo;CambioCasos;CambioCasosPor
GUAVIARE;2012;48;74281;64.61948546734698;Mayor;4.0;9.090909090909093
GUAVIARE;2011;44;73652;59.74040080377994;Mayor;21.0;91.30434782608697
GUAVIARE;2010;23;73194;31.42334071098724;NA;NA;NA
MAGDALENA;2023;280;1476665;18.96164668357413;Menor;216.0;43.54838709677419
MAGDALENA;2022;496;1463427;33.89304693708672;Mayor;117.0;30.870712401055414
MAGDALENA;2021;379;1449087;26.154399287275368;Mayor;40.0;11.799410029498532
MAGDALENA;2020;339;1427026;23.755698915086334;Mayor;78.0;29.88505747126436
MAGDALENA;2019;261;1388832;18.79276975184904;Mayor;43.0;19.724770642201833
MAGDALENA;2018;218;1341746;16.247486484029018;Mayor;14.0;6.862745098039213
MAGDALENA;2017;204;1309259;15.581332646939986;Mayor;3.0;1.492537313432834
MAGDALENA;2016;201;1287462;15.612111270080204;Mayor;9.0;4.6875
MAGDALENA;2015;192;1268980;15.130262100269508;Menor;24.0;11.111111111111114
MAGDALENA;2014;216;1253211;17.235724869954062;Menor;120.0;35.71428571428571
MAGDALENA;2013;336;1237543;27.15057173770932;Menor;39.0;10.400000000000006
MAGDALENA;2012;375;1221419;30.701994974697467;Mayor;30.0;8.695652173913047
MAGDALENA;2011;345;1204977;28.631251882816024;Mayor;241.0;231.73076923076923
MAGDALENA;2010;104;1188000;8.754208754208754;NA;NA;NA
CAQUETÁ;2023;81;423857;19.1102187766157;Menor;62.0;43.35664335664335
CAQUETÁ;2022;143;419275;34.106493351618866;Mayor;6.0;4.379562043795616
CAQUETÁ;2021;137;414841;33.02470103003319;Menor;26.0;15.950920245398777
CAQUETÁ;2020;163;410521;39.70564234229187;Mayor;5.0;3.1645569620253156
CAQUETÁ;2019;158;406142;38.90264981213468;Menor;20.0;11.235955056179776
CAQUETÁ;2018;178;401849;44.29524522892928;Menor;2.0;1.1111111111111143
CAQUETÁ;2017;180;401099;44.87670126327914;Mayor;37.0;25.87412587412588
CAQUETÁ;2016;143;399983;35.751519439576185;Menor;36.0;20.111731843575413
CAQUETÁ;2015;179;398725;44.89309674587748;Menor;41.0;18.63636363636364
CAQUETÁ;2014;220;397383;55.36220724087341;Menor;70.0;24.13793103448276
CAQUETÁ;2013;290;395947;73.24212584007456;Mayor;18.0;6.617647058823536
CAQUETÁ;2012;272;394379;68.969189535954;Mayor;28.0;11.47540983606558
CAQUETÁ;2011;244;392611;62.14802947446709;Mayor;126.0;106.77966101694915
CAQUETÁ;2010;118;390645;30.206453429584407;NA;NA;NA
SAN ANDRÉS;2023;22;65663;33.504408875622495;Menor;7.0;24.13793103448276
SAN ANDRÉS;2022;29;65228;44.45943459863862;Menor;6.0;17.14285714285714
SAN ANDRÉS;2021;35;64672;54.11924789708065;Menor;10.0;22.22222222222223
SAN ANDRÉS;2020;45;63692;70.65251522954216;Mayor;20.0;80.0
SAN ANDRÉS;2019;25;62482;40.01152331871579;Menor;1.0;3.8461538461538396
SAN ANDRÉS;2018;26;61280;42.42819843342036;Mayor;3.0;13.043478260869563
SAN ANDRÉS;2017;23;61309;37.51488362230668;Mayor;11.0;91.66666666666666
SAN ANDRÉS;2016;12;61358;19.557351934548063;Menor;6.0;33.33333333333333
SAN ANDRÉS;2015;18;61406;29.31309644008729;Menor;5.0;21.73913043478261
SAN ANDRÉS;2014;23;61463;37.42088736312903;Mayor;4.0;21.05263157894737
SAN ANDRÉS;2013;19;61543;30.87272313666867;Mayor;3.0;18.75
SAN ANDRÉS;2012;16;61633;25.96011876754336;Menor;6.0;27.272727272727266
SAN ANDRÉS;2011;22;61711;35.650046183014375;Mayor;14.0;175.0
SAN ANDRÉS;2010;8;61787;12.947707446550243;NA;NA;NA
CÓRDOBA;2023;182;1868166;9.742174945909518;Menor;223.0;55.06172839506173
CÓRDOBA;2022;405;1856496;21.81529074126742;Mayor;56.0;16.045845272206307
CÓRDOBA;2021;349;1844076;18.92546728009041;Mayor;13.0;3.8690476190476204
CÓRDOBA;2020;336;1828947;18.371226722261497;Menor;67.0;16.625310173697272
CÓRDOBA;2019;403;1808439;22.284412136654872;Mayor;38.0;10.410958904109592
CÓRDOBA;2018;365;1784783;20.4506654310356;Mayor;105.0;40.38461538461539
CÓRDOBA;2017;260;1763053;14.7471460018502;Menor;72.0;21.686746987951807
CÓRDOBA;2016;332;1744254;19.03392510494458;Mayor;65.0;24.344569288389508
CÓRDOBA;2015;267;1726287;15.46672135050545;Menor;53.0;16.5625
CÓRDOBA;2014;320;1709003;18.724367365066065;Menor;33.0;9.348441926345615
CÓRDOBA;2013;353;1691609;20.86770642624862;Menor;4.0;1.1204481792717047
CÓRDOBA;2012;357;1673891;21.327553586225147;Menor;195.0;35.326086956521735
CÓRDOBA;2011;552;1655818;33.33699718205745;Mayor;378.0;217.24137931034483
CÓRDOBA;2010;174;1637310;10.627187276691648;NA;NA;NA
TOLIMA;2023;227;1350060;16.814067522924905;Menor;136.0;37.46556473829201
TOLIMA;2022;363;1346935;26.95007554187841;Menor;18.0;4.7244094488189035
TOLIMA;2021;381;1343898;28.350365875981662;Mayor;120.0;45.97701149425288
TOLIMA;2020;261;1339998;19.477641011404497;Menor;5.0;1.8796992481203034
TOLIMA;2019;266;1335313;19.92042315172548;Menor;6.0;2.205882352941174
TOLIMA;2018;272;1330187;20.448252764460936;Menor;46.0;14.465408805031444
TOLIMA;2017;318;1326203;23.978229577221587;Menor;6.0;1.8518518518518476
TOLIMA;2016;324;1323323;24.483818387498744;Menor;7.0;2.1148036253776468
TOLIMA;2015;331;1320911;25.05846343924761;Menor;19.0;5.428571428571431
TOLIMA;2014;350;1319060;26.534046972844298;Mayor;2.0;0.5747126436781542
TOLIMA;2013;348;1317507;26.413521901591416;Menor;46.0;11.675126903553306
TOLIMA;2012;394;1316054;29.937981268245835;Mayor;54.0;15.882352941176464
TOLIMA;2011;340;1314479;25.865761263588084;Mayor;237.0;230.09708737864077
TOLIMA;2010;103;1312768;7.846016965678627;NA;NA;NA
AMAZONAS;2023;13;83808;15.511645666284842;Menor;19.0;59.375
AMAZONAS;2022;32;82068;38.992055368718624;Mayor;8.0;33.33333333333334
AMAZONAS;2021;24;80464;29.82700338039372;Mayor;17.0;242.85714285714283
AMAZONAS;2020;7;79020;8.85851683118198;Mayor;1.0;16.66666666666667
AMAZONAS;2019;6;77753;7.716744048461153;Menor;2.0;25.0
AMAZONAS;2018;8;76589;10.445364216793536;Mayor;3.0;60.0
AMAZONAS;2017;5;75104;6.657435023434171;Menor;13.0;72.22222222222223
AMAZONAS;2016;18;73790;24.393549261417537;Mayor;9.0;100.0
AMAZONAS;2015;9;72485;12.416362005932262;Menor;11.0;55.0
AMAZONAS;2014;20;71215;28.0839710735098;Mayor;9.0;81.81818181818181
AMAZONAS;2013;11;69953;15.724843823710208;Mayor;1.0;10.0
AMAZONAS;2012;10;68681;14.560067558713472;Menor;1.0;9.090909090909093
AMAZONAS;2011;11;67361;16.32992384317335;Mayor;9.0;450.0
AMAZONAS;2010;2;65991;3.030716309799821;NA;NA;NA
CESAR;2023;210;1359719;15.44436754947162;Menor;151.0;41.82825484764543
CESAR;2022;361;1341697;26.90622398350745;Mayor;83.0;29.856115107913666
CESAR;2021;278;1322466;21.02133438591238;Mayor;39.0;16.31799163179916
CESAR;2020;239;1295387;18.450084800912776;Mayor;9.0;3.9130434782608745
CESAR;2019;230;1252398;18.36476902709841;Menor;4.0;1.7094017094017033
CESAR;2018;234;1200574;19.49067695952103;Mayor;25.0;11.961722488038276
CESAR;2017;209;1162415;17.9798092763772;Mayor;29.0;16.111111111111114
CESAR;2016;180;1136299;15.840901030450611;Menor;38.0;17.431192660550465
CESAR;2015;218;1114269;19.564396030043014;Mayor;19.0;9.547738693467338
CESAR;2014;199;1095719;18.16159069980533;Menor;60.0;23.166023166023166
CESAR;2013;259;1078033;24.025238559487512;Mayor;36.0;16.143497757847527
CESAR;2012;223;1060658;21.0246846768704;Menor;2.0;0.8888888888888857
CESAR;2011;225;1043754;21.556803614644828;Mayor;145.0;181.25
CESAR;2010;80;1027089;7.789003679330613;NA;NA;NA
QUINDÍO;2023;114;577543;19.73879001217225;Menor;47.0;29.192546583850927
QUINDÍO;2022;161;569569;28.266987845195228;Menor;28.0;14.81481481481481
QUINDÍO;2021;189;562117;33.622893454565514;Menor;12.0;5.97014925373135
QUINDÍO;2020;201;555401;36.190068076939006;Mayor;8.0;4.145077720207254
QUINDÍO;2019;193;547855;35.2282994587984;Menor;18.0;8.530805687203795
QUINDÍO;2018;211;539904;39.08102181128497;Mayor;10.0;4.975124378109456
QUINDÍO;2017;201;533966;37.64284617372642;Menor;59.0;22.692307692307693
QUINDÍO;2016;260;529891;49.0666948485632;Menor;11.0;4.0590405904059
QUINDÍO;2015;271;526484;51.47354905372244;Mayor;41.0;17.826086956521735
QUINDÍO;2014;230;523970;43.89564288031757;Menor;18.0;7.258064516129039
QUINDÍO;2013;248;522157;47.495293561132;Mayor;11.0;4.641350210970458
QUINDÍO;2012;237;520697;45.51591424571296;Mayor;29.0;13.942307692307693
QUINDÍO;2011;208;519089;40.0701999079156;Mayor;143.0;220.0
QUINDÍO;2010;65;517347;12.564101077226695;NA;NA;NA
